opponent,stratum,n_hitters,n_batters,rmse_a,rmse_b,rmse_difference,ci_low,ci_high,favours_a_share
c3_gbm_full,low,380,239,0.05896194893945697,0.05867962487235527,0.00028232406710169966,-0.0023994054571746942,0.00288937591556427,0.4215
c3_gbm_full,medium,280,238,0.047875460543842695,0.049488485344163766,-0.001613024800321071,-0.004318105359009897,0.0010513412235200945,0.886
c3_gbm_full,high,489,318,0.04051056573613229,0.040806922984289215,-0.00029635724815692266,-0.001937642446451965,0.0012979051134763505,0.6365
c3_gbm_full,all,1149,604,0.04589911990084304,0.04634174207058626,-0.00044262216974321617,-0.0016557437258572078,0.0008249406675153092,0.759
