opponent,stratum,n_hitters,n_batters,rmse_a,rmse_b,rmse_difference,ci_low_rmse,ci_high_rmse,favours_a_share_rmse,n_draws,weighted,rank_a,rank_b,rank_difference,ci_low_rank,ci_high_rank,favours_a_share_rank,rmse_favours_model_v1,rank_favours_model_v1
gbm_full,low,380,239,0.058602305853805894,0.05867962487235527,-7.731901854937662e-05,-0.0032979147581612446,0.0028616065527161004,0.535,2000,True,0.24658677500002854,0.16650078485938694,0.0800859901406416,-0.06912309391544076,0.23889136809734765,0.8615,False,False
gbm_full,medium,280,238,0.047116682991223506,0.049488485344163766,-0.0023718023529402596,-0.004444689984727335,-0.0003473439725541479,0.9915,2000,True,0.350634030257863,0.2615319790480802,0.08910205120978282,-0.015620088661209624,0.1862904946732616,0.958,True,False
gbm_full,high,489,318,0.042677518672424974,0.040806922984289215,0.0018705956881357594,0.0005508980323661166,0.003227682208714261,0.0045,2000,True,0.481160386559373,0.5238435916195114,-0.04268320506013845,-0.09927323854728298,0.012395388503404846,0.064,False,False
gbm_full,all,1149,604,0.04685253937685116,0.04634174207058626,0.0005107973062649027,-0.0005728444152073785,0.0016434920666714744,0.187,2000,True,0.4457923006241237,0.4417489797933145,0.004043320830809216,-0.031594633297711686,0.04102989677737409,0.569,False,False
eb_bivariate,low,380,239,0.058602305853805894,0.061758664127155666,-0.0031563582733497714,-0.0072769928986180735,0.0010185152275898218,0.939,2000,True,0.24658677500002854,0.13888378356912778,0.10770299143090076,-0.06941697609303767,0.2859567084162623,0.89,False,False
eb_bivariate,medium,280,238,0.047116682991223506,0.050619000883100104,-0.003502317891876598,-0.005914278123658205,-0.0008757941967779992,0.9945,2000,True,0.350634030257863,0.1926377527681173,0.1579962774897457,0.012392664267234548,0.2940205140183878,0.983,True,True
eb_bivariate,high,489,318,0.042677518672424974,0.04104868446300824,0.0016288342094167366,9.335422828766694e-06,0.003254659740574077,0.0225,2000,True,0.481160386559373,0.5088911233771176,-0.027730736817744628,-0.0936255802657601,0.03586650220805498,0.2055,False,False
eb_bivariate,all,1149,604,0.04685253937685116,0.047434740917984,-0.0005822015411328374,-0.0020504043857912995,0.0008585855237791861,0.7765,2000,True,0.4457923006241237,0.4102793594008359,0.03551294122328785,-0.01769657753925143,0.0917204335466186,0.8995,False,False
