min_eval_pa,opponent,stratum,n_hitters,n_batters,rmse_a,rmse_b,rmse_difference,ci_low_rmse,ci_high_rmse,favours_a_share_rmse,n_draws,weighted,rank_a,rank_b,rank_difference,ci_low_rank,ci_high_rank,favours_a_share_rank,rmse_favours_model_v1,rank_favours_model_v1
10,gbm_full,low,380,239,0.05923029855668104,0.05867962487235527,0.0005506736843257712,-0.0013351831527657306,0.0024933610360459587,0.289,2000,True,0.2592411358329265,0.16650078485938694,0.09274035097353958,-0.034291174721103275,0.21941158383951861,0.916,False,False
10,gbm_full,medium,280,238,0.04921443950261454,0.049488485344163766,-0.0002740458415492267,-0.0024188408582204177,0.0020614760787787275,0.603,2000,True,0.3388774880449249,0.2615319790480802,0.07734550899684473,-0.021459811405205306,0.18008103318815397,0.939,False,False
10,gbm_full,high,489,318,0.04357424904176697,0.040806922984289215,0.0027673260574777522,0.0012826614638005612,0.004331344601004748,0.0005,2000,True,0.4890879371853569,0.5238435916195114,-0.034755654434154515,-0.09184034756075503,0.019371413449973906,0.1105,False,False
10,gbm_full,all,1149,604,0.047930613361441624,0.04634174207058626,0.0015888712908553662,0.0005390178790815955,0.0027064911763721553,0.002,2000,True,0.45910288820904444,0.4417489797933145,0.017353908415729924,-0.02367694030796417,0.058810646510242766,0.79,False,False
10,eb_bivariate,low,380,239,0.05923029855668104,0.061758664127155666,-0.0025283655704746236,-0.004838434376075786,-0.00025048097903751363,0.9865,2000,True,0.2592411358329265,0.13888378356912778,0.12035735226379873,-0.02381923788019037,0.2631019878977031,0.9465,True,False
10,eb_bivariate,medium,280,238,0.04921443950261454,0.050619000883100104,-0.0014045613804855653,-0.004238368132750003,0.0019396040465133467,0.822,2000,True,0.3388774880449249,0.1926377527681173,0.14623973527680761,-0.00532148250527317,0.283578841219298,0.972,False,False
10,eb_bivariate,high,489,318,0.04357424904176697,0.04104868446300824,0.0025255645787587294,0.0007236288179587544,0.004258516480831686,0.004,2000,True,0.4890879371853569,0.5088911233771176,-0.01980318619176069,-0.0879294937872091,0.04460264928922221,0.285,False,False
10,eb_bivariate,all,1149,604,0.047930613361441624,0.047434740917984,0.0004958724434576262,-0.0008770094023179248,0.0018625413549524352,0.2355,2000,True,0.45910288820904444,0.4102793594008359,0.04882352880820856,-0.008912530814986285,0.10504030020475595,0.96,False,False
25,gbm_full,low,294,204,0.05531519549983861,0.055100574256420835,0.00021462124341777716,-0.001881060602399892,0.002379203367111632,0.399,2000,True,0.27023089112907495,0.1619717365627581,0.10825915456631685,-0.0288920358455891,0.24522818116442735,0.9315,False,False
25,gbm_full,medium,250,218,0.047143310563841904,0.047372174731803364,-0.00022886416796145947,-0.002577891004601554,0.0021444389967148216,0.586,2000,True,0.3376150968802973,0.2575642976845163,0.08005079919578101,-0.019733735693327314,0.18749757502198303,0.9395,False,False
25,gbm_full,high,469,309,0.0429789640961684,0.04015572999125573,0.0028232341049126697,0.0012960728871988898,0.004360744333248649,0.0005,2000,True,0.488068164383208,0.5241820500116834,-0.036113885628475395,-0.09230516553310268,0.022562501526965255,0.115,False,False
25,gbm_full,all,1013,561,0.046224511449323324,0.044623960202315356,0.0016005512470079683,0.0005239001208039893,0.0027247978430064014,0.003,2000,True,0.4595595057549648,0.44136753552870944,0.01819197022625535,-0.022101557530856766,0.05863699225780314,0.8115,False,False
25,eb_bivariate,low,294,204,0.05531519549983861,0.05777140541752363,-0.002456209917685019,-0.004886716472557433,-8.947417655322048e-05,0.979,2000,True,0.27023089112907495,0.15259969781131122,0.11763119331776373,-0.028768021211601616,0.2606065978004102,0.935,True,False
25,eb_bivariate,medium,250,218,0.047143310563841904,0.04843619869901355,-0.0012928881351716437,-0.004465473170630947,0.0020657770606884725,0.794,2000,True,0.3376150968802973,0.1909274508941683,0.146687645986129,-0.005530468033341822,0.29275931107277703,0.9715,False,False
25,eb_bivariate,high,469,309,0.0429789640961684,0.0404187181667476,0.0025602459294208,0.0007808650687207566,0.004379589247491865,0.0025,2000,True,0.488068164383208,0.5089502673836388,-0.020882103000430807,-0.09022354463512941,0.044398381079957645,0.2665,False,False
25,eb_bivariate,all,1013,561,0.046224511449323324,0.04558710609134058,0.0006374053579827413,-0.0007611275153565284,0.0020080280526582027,0.189,2000,True,0.4595595057549648,0.41337771527283984,0.04618179048212495,-0.008112232157984709,0.10123268256000414,0.949,False,False
50,gbm_full,low,194,141,0.04797500140968942,0.048408903956446835,-0.000433902546757417,-0.002703369726176962,0.002000771023252345,0.606,2000,True,0.29108333539463965,0.18121120645150007,0.10987212894313958,-0.04559172142896207,0.2566983339045523,0.9125,False,False
50,gbm_full,medium,210,183,0.044996853872834364,0.04508770739851867,-9.08535256843035e-05,-0.0026128587435085182,0.002447978748308751,0.5405,2000,True,0.33154408469133767,0.24202554366823265,0.08951854102310502,-0.009856372497042113,0.19826001433857182,0.956,False,False
50,gbm_full,high,444,300,0.04183859917993021,0.03904575227600037,0.0027928469039298354,0.0011623854391973102,0.004361287408174492,0.0,2000,True,0.49281424750663544,0.527139309809466,-0.034325062302830556,-0.09329796910362287,0.023765097071537882,0.1155,False,False
50,gbm_full,all,848,493,0.04353042978645043,0.04194727455155318,0.0015831552348972502,0.00040747772101704365,0.0027960785856520325,0.005,2000,True,0.46014678722408153,0.4394371309173934,0.02070965630668814,-0.021237203407170717,0.06414710955557806,0.805,False,False
50,eb_bivariate,low,194,141,0.04797500140968942,0.05092084700633909,-0.0029458455966496697,-0.0060424679677132595,5.171434414281851e-05,0.9715,2000,True,0.29108333539463965,0.14002035678510158,0.15106297860953807,-0.013408635251305607,0.31508378481271576,0.958,False,False
50,eb_bivariate,medium,210,183,0.044996853872834364,0.04639995090152309,-0.001403097028688724,-0.004740451807437686,0.0019160990222179346,0.8085,2000,True,0.33154408469133767,0.17703977178320826,0.1545043129081294,0.003027314415290154,0.31023167193665074,0.9785,False,True
50,eb_bivariate,high,444,300,0.04183859917993021,0.03930481048199848,0.0025337886979317284,0.00057612023562577,0.004383761041146655,0.005,2000,True,0.49281424750663544,0.5128748960359181,-0.020060648529282632,-0.08780850796602001,0.04798713944632631,0.286,False,False
50,eb_bivariate,all,848,493,0.04353042978645043,0.042860753734568144,0.0006696760518822842,-0.0007996518817355219,0.002195951367946499,0.18,2000,True,0.46014678722408153,0.4143531332683137,0.045793653955767843,-0.011913192475465616,0.10381617965974586,0.9375,False,False
