p_throws,stand,balls,strikes,n_pitchers,n_exact_pitches,n_league_pitches,sampled_ball,sampled_called_strike,sampled_hbp,sampled_in_zone,exact_ball,exact_called_strike,exact_hbp,exact_in_zone,league_ball,league_called_strike,league_hbp,league_in_zone,backoff_exact,backoff_strikes,backoff_stand,backoff_empty,draw_gap_ball,pool_gap_ball,draw_gap_called_strike,pool_gap_called_strike,draw_gap_hbp,pool_gap_hbp,draw_gap_in_zone,pool_gap_in_zone
L,R,3,0,544,12512,33690,0.3647119714498024,0.6347290350323426,0.0005589935178551553,0.6383573489091156,0.37523412685466473,0.6239371227471776,0.0008287503981584524,0.6229100165279564,0.37557530264437466,0.6224207978091388,0.002003899546486478,0.6261501929355892,5568,788,172,0,-0.010522155404862343,-0.00034117578970993545,0.010791912285164962,0.0015163249380387711,-0.0002697568803032972,-0.0011751491483280255,0.01544733238115914,-0.0032401764076327444
L,R,3,1,544,26252,72003,0.3877260461078018,0.6107785775762437,0.0014953763159545113,0.6040125743315619,0.39405543235200485,0.6049515524295319,0.000993015218463792,0.6059225510653046,0.3917060447934872,0.606244637019798,0.0020493181867146807,0.6100440259433635,5568,788,172,0,-0.006329386244203039,0.002349387558517657,0.0058270251467117395,-0.0012930845902661137,0.0005023610974907193,-0.0010563029682508886,-0.0019099767337427132,-0.004121474878058917
L,R,3,2,544,58117,167047,0.42869999281325644,0.5699984758465426,0.0013015313402010517,0.5863083823848193,0.4360971404721008,0.5624630645826711,0.0014397949452274546,0.5638122417611918,0.4282601030741635,0.5694415464226236,0.002298350503212883,0.575382976048657,5568,788,172,0,-0.007397147658844361,0.007837037397937285,0.007535411263871472,-0.006978481839952422,-0.0001382636050264029,-0.0008585555579854285,0.02249614062362748,-0.011570734287465134
R,L,0,0,1475,503326,617262,0.47767275239214435,0.5207041130310417,0.001623134576813432,0.5094245916303695,0.4911568516887673,0.5070079608013744,0.0018351875098545664,0.5012972599610737,0.4873179193631168,0.5103586538790605,0.002323426757822659,0.5075883498417204,14672,2244,784,8,-0.013484099296622976,0.0038389323256505237,0.013696152229667247,-0.0033506930776860955,-0.0002120529330411345,-0.0004882392479680928,0.0081273316692958,-0.00629108988064675
R,L,0,1,1475,244214,302332,0.575632593847093,0.4209199932088994,0.0034474129440073323,0.42729176624900267,0.5756315553814364,0.4211155052218888,0.0032529393966758665,0.420796877868504,0.5698050701619924,0.42670531765230274,0.0034896121857047524,0.42803606631120755,14672,2244,784,8,1.038465656577614e-06,0.005826485219443955,-0.00019551201298939613,-0.005589812430413954,0.00019447354733146587,-0.0002366727890288859,0.006494888380498665,-0.007239188442703548
R,L,0,2,1475,123467,153461,0.6946700839273376,0.3013425892265724,0.003987326846089842,0.3120482244059224,0.6887188759700853,0.30690242012191565,0.004378703907998267,0.31352484941846626,0.6811592190501613,0.31482647474565395,0.00401430620418464,0.3215344615244264,14672,2244,784,8,0.005951207957252347,0.007559656919923996,-0.005559830895343232,-0.007924054623738297,-0.0003913770619084255,0.000364397703813627,-0.001476625012543864,-0.008009612105960129
R,L,1,0,1475,207638,251820,0.48402274505474535,0.5145894748772833,0.0013877800679712626,0.5084785967349525,0.47196018794077227,0.5265076359764402,0.001532176082786884,0.5219592089290086,0.47019709155378325,0.5279416074305445,0.001861301015672148,0.5258637121753633,14672,2244,784,8,0.012062557113973083,0.001763096386989016,-0.011918161099156888,-0.001433971454104288,-0.00014439601481562136,-0.0003291249328852639,-0.013480612194056052,-0.003904503246354718
R,L,1,1,1475,205013,250840,0.5229953067166684,0.4751962981843735,0.0018083950989582944,0.4676399926241937,0.5258469272494783,0.4716627158920229,0.002490356858501595,0.47297976686665766,0.5217881064590345,0.47546147547308265,0.0027504180678828614,0.4782450964758412,14672,2244,784,8,-0.002851620532809962,0.00405882079044384,0.0035335822923505678,-0.0037987595810597408,-0.0006819617595433005,-0.00026006120938126646,-0.005339774242463957,-0.005265329609183522
R,L,1,2,1475,187229,231112,0.6472438451308131,0.34887766480995147,0.0038784900592348593,0.356318428356514,0.6352506687891653,0.3609199479708222,0.0038293832400145182,0.36598986652312304,0.6295083421727684,0.3667553591189532,0.003736298708278293,0.3724341444840597,14672,2244,784,8,0.011993176341647871,0.005742326616396842,-0.012042283160870748,-0.0058354111481309645,4.910681922034102e-05,9.308453173622515e-05,-0.009671438166609037,-0.006444277960936662
R,L,2,0,1475,73979,88886,0.4298407972310909,0.5692914975809129,0.00086770518799632,0.5569691523014485,0.4321286557976455,0.566735858136159,0.0011354860661933707,0.5617336566960619,0.4335991977112224,0.5649012827309432,0.001499519557834398,0.5621582701437797,14672,2244,784,8,-0.002287858566554557,-0.0014705419135769282,0.002555639444753899,0.0018345754052158103,-0.0002677808781970507,-0.0003640334916410273,-0.0047645043946134,-0.0004246134477178254
