stratum,model,n_hitters,weight,mean_obs,mean_pred,sd_obs,sd_pred,rmse,rank_corr_weighted
low,delta_pred,207,17065.802434879926,-0.007778445745174412,-0.006173131660450915,0.08445338428764011,0.022993628471296358,0.07847219461500624,0.3809097752962864
medium,delta_pred,167,22500.032272316872,-0.0037288197536755672,-0.005470378312052987,0.06510519528784109,0.024434344230898977,0.05851113774981589,0.4028451587236217
high,delta_pred,171,28207.931955115935,0.008523012869846856,0.0003939684612667802,0.05985736384005137,0.022322315248568415,0.05685057264542001,0.28204036253541465
all,delta_pred,545,67773.76666231274,0.0003507638002582054,-0.003206551871606439,0.06871001072015405,0.02335347194306951,0.06350072366150891,0.35900214104625133
low,delta_route_a,207,17065.802434879926,-0.007778445745174412,-0.0037242016862003395,0.08445338428764011,0.02068202783671859,0.07936506153192993,0.3538864728590879
medium,delta_route_a,167,22500.032272316872,-0.0037288197536755672,-0.002718095898543383,0.06510519528784109,0.020561056987684085,0.059721592448430484,0.41675876998425393
high,delta_route_a,171,28207.931955115935,0.008523012869846856,-0.00045470969893980813,0.05985736384005137,0.02008293412442155,0.05874602937728322,0.2700219645998524
all,delta_route_a,545,67773.76666231274,0.0003507638002582054,-0.0020294010892613983,0.06871001072015405,0.020390703642965614,0.06485780776756235,0.3464754124075859
