p_throws,stand,balls,strikes,n_pitchers,n_exact_pitches,n_league_pitches,sampled_ball,sampled_called_strike,sampled_hbp,sampled_in_zone,exact_ball,exact_called_strike,exact_hbp,exact_in_zone,league_ball,league_called_strike,league_hbp,league_in_zone,backoff_exact,backoff_strikes,backoff_stand,backoff_empty,draw_gap_ball,pool_gap_ball,draw_gap_called_strike,pool_gap_called_strike,draw_gap_hbp,pool_gap_hbp,draw_gap_in_zone,pool_gap_in_zone
L,R,2,2,579,106241,315672,0.538940705643971,0.45761639470348203,0.003442899652547339,0.46386219743264334,0.5479965105221738,0.4490050576209122,0.002998431856914326,0.4487349486636073,0.5393640160766632,0.45762762394349954,0.0030083599798372057,0.45954028231835575,5923,829,196,0,-0.009055804878202789,0.008632494445510619,0.008611337082569837,-0.008622566322587344,0.00044446779563301307,-9.928122922879534e-06,0.015127248769036039,-0.01080533365474845
L,R,3,0,579,13861,37268,0.37991444499681576,0.6181585524566451,0.0019270025465394692,0.608261257514193,0.3731306283655538,0.626014355300342,0.0008550163341038109,0.62433194494799,0.3736730282196305,0.6242885274717656,0.0020384443086040272,0.627750348824729,5923,829,196,0,0.006783816631261985,-0.000542399854076725,-0.007855802843696913,0.0017258278285764428,0.0010719862124356583,-0.0011834279745002163,-0.016070687433797026,-0.0034184038767389735
L,R,3,1,579,29220,80013,0.3881804727360549,0.6108320941475549,0.0009874331163904177,0.6094080717807616,0.3935480263060138,0.605404719889309,0.0010472538046786429,0.6057602312212693,0.3900079188687206,0.6078412391957139,0.0021508419355654716,0.6113256595803181,5923,829,196,0,-0.005367553569958938,0.003540107437293216,0.0054273742582459095,-0.002436519306404872,-5.982068828822517e-05,-0.0011035881308868287,0.003647840559492299,-0.00556542835904883
L,R,3,2,579,64860,186925,0.4247360201791176,0.5739499376737995,0.0013140421470829115,0.5833790139388059,0.43514910883439206,0.5633788765467065,0.0014720146189004322,0.564379405904291,0.4267878059312982,0.5709009538111076,0.0023112402575940836,0.5759636217734385,5923,829,196,0,-0.01041308865527446,0.008361302903093837,0.010571061127093051,-0.007522077264401128,-0.00015797247181752075,-0.0008392256386936514,0.018999608034514837,-0.011584215869147485
R,L,0,0,1595,566086,693701,0.496476883889228,0.5021355228410267,0.0013875932697453666,0.5038787560785531,0.4894267504425937,0.5086870817646396,0.0018861677927646992,0.5040210307872868,0.48553531339504336,0.512086888648188,0.0023777979567686427,0.5103019888972338,15838,2466,836,9,0.007050133446634299,0.00389143704755035,-0.006551558923612921,-0.003399806883548351,-0.0004985745230193326,-0.0004916301640039435,-0.00014227470873362513,-0.006280958109946999
R,L,0,1,1595,275477,340710,0.5754317099904105,0.42005945104540593,0.004508838964183495,0.4186597015426774,0.5744255480019413,0.42233692505455545,0.0032375269435032587,0.4226139302489832,0.5683193538891963,0.42821690425577075,0.0034637418550328026,0.4301135863344193,15838,2466,836,9,0.0010061619884691453,0.006106194112745045,-0.002277474009149516,-0.005879979201215302,0.0012713120206802359,-0.00022621491152954388,-0.003954228706305796,-0.007499656085436124
R,L,0,2,1595,139679,173472,0.6858908093559427,0.30953468565419073,0.0045745049898665915,0.31574362243503656,0.6873560281208229,0.30830461174963236,0.004339360129546682,0.3147004830042419,0.6798130962184135,0.3162159277346999,0.00397097604688652,0.32298007747648033,15838,2466,836,9,-0.0014652187648801496,0.0075429319024094,0.0012300739045583708,-0.007911315985067557,0.00023514486031990956,0.00036838408266016195,0.0010431394307946484,-0.008279594472238416
R,L,1,0,1595,232388,281622,0.4596023531798802,0.5387837310680186,0.0016139157521008573,0.5345840641994387,0.470542799051473,0.5278962608889068,0.0015609400596217305,0.5244835649413477,0.4688644955267042,0.5292445231632273,0.0018909813100683904,0.5282222269567008,15838,2466,836,9,-0.010940445871592819,0.0016783035247688316,0.010887470179111736,-0.0013482622743204997,5.29756924791268e-05,-0.0003300412504466598,0.010100499258090978,-0.0037386620153531114
R,L,1,1,1595,230424,281543,0.5285369496658898,0.46877650388637376,0.002686546447736449,0.4728860339452479,0.5241969707888414,0.47329024333317893,0.002512785877979491,0.4747910811870046,0.5203273411850586,0.4768976630835116,0.0027749957314297836,0.47983789332357757,15838,2466,836,9,0.0043399788770484005,0.003869629603782787,-0.004513739446805165,-0.0036074197503326855,0.000173760569756958,-0.00026220985345029243,-0.0019050472417566633,-0.005046812136572987
R,L,1,2,1595,211427,260646,0.649598078320475,0.34736447351218247,0.0030374481673423504,0.3490135273884491,0.633937441478017,0.3622338922566415,0.0038286662653416676,0.3672110434059519,0.6281800918860535,0.3681035851665005,0.0037163229474460836,0.37375597553770246,15838,2466,836,9,0.015660636842457998,0.005757349591963501,-0.014869418744459018,-0.005869692909859003,-0.0007912180979993172,0.00011234331789558398,-0.0181975160175028,-0.006544932131750558
R,L,2,0,1595,82571,99150,0.4318859392634613,0.566857362554667,0.0012566981818718872,0.5641498477478926,0.4308492744208736,0.5679919649646326,0.0011587606144946626,0.5644131271410167,0.43221560984784596,0.5662699034220444,0.0015144867301094688,0.5646898638426626,15838,2466,836,9,0.0010366648425876868,-0.0013663354269723427,-0.001134602409965546,0.001722061542588138,9.793756737722461e-05,-0.00035572611561480614,-0.000263279393124094,-0.0002767367016459632
R,L,2,1,1595,124844,151014,0.45466776781401663,0.5439134428268737,0.0014187893591093245,0.5432538092354814,0.4572087950331746,0.5412725331150243,0.0015186718518009571,0.5417599427616749,0.45581246955951965,0.542384497602105,0.00180303283837543,0.5448766339544678,15838,2466,836,9,-0.002541027219157943,0.0013963254736549247,0.002640909711849382,-0.00111196448708073,-9.988249269163264e-05,-0.00028436098657447294,0.0014938664738064489,-0.0031166911927928975
R,L,2,2,1595,187861,229038,0.5495050731239609,0.4476169355273302,0.002877991348708812,0.45178123367799017,0.5473953948693291,0.4496269943622764,0.0029776107683939256,0.4543590197785051,0.5430082841520144,0.4539828008844732,0.003008914963512358,0.45988001990936,15838,2466,836,9,0.0021096782546318193,0.0043871107173146795,-0.0020100588349462045,-0.004355806522196803,-9.96194196851135e-05,-3.130419511843249e-05,-0.002577786100514956,-0.005521000130854881
R,L,3,0,1595,26606,31651,0.3871040369404891,0.6123122300361487,0.0005837330233616695,0.6085647775994105,0.3839802331437384,0.6152024674751481,0.0008172993811123379,0.6102036042855048,0.3889839966703312,0.6098954051155234,0.0011205982141452935,0.6073425800132697,15838,2466,836,9,0.0031238037967507015,-0.005003763526592764,-0.00289023743899941,0.005307062359624637,-0.00023356635775066844,-0.00030329883303295557,-0.0016388266860942746,0.002861024272235113
R,L,3,1,1595,54335,65029,0.3998099525448537,0.5992717076395639,0.0009183398155822268,0.6069693365508773,0.3965392671127483,0.6026410460430027,0.0008196868442482646,0.602793894868263,0.3987228303828093,0.5999801776288046,0.0012969919883861342,0.6014854910885913,15838,2466,836,9,0.0032706854321054024,-0.0021835632700610286,-0.003369338403438782,0.002660868414198103,9.865297133396212e-05,-0.0004773051441378695,0.0041754416826143,0.001308403779671674
R,L,3,2,1595,118205,142770,0.42967813806983934,0.5688789591116133,0.00144290281854742,0.5805049848201144,0.43816054907534063,0.5604625127084779,0.0013769382161805154,0.5668590086711347,0.4356393895993688,0.5626662186067117,0.0016943917939194046,0.571338516495062,15838,2466,836,9,-0.008482411005501289,0.0025211594759718126,0.008416446403135436,-0.002203705898233821,6.596460236690457e-05,-0.00031745357773888916,0.013645976148979666,-0.0044795078239272534
R,R,0,0,1602,656455,986111,0.4554155331555032,0.5401819563185443,0.004402510525952647,0.5426900748501997,0.4585078219618,0.5376992150036265,0.0037929630345785066,0.5385677645862377,0.46411743109223963,0.5327774739433805,0.00310509496437991,0.5315943134190776,16151,2333,740,2,-0.0030922888062968057,-0.005609609130439619,0.002482741314917769,0.00492174106024601,0.0006095474913741404,0.0006878680701985964,0.004122310263962037,0.006973451167160083
R,R,0,1,1602,338820,503448,0.5583118710428582,0.4376291062423946,0.004059022714747371,0.4357610658988356,0.5490826051734295,0.4469636922140703,0.003953702612495752,0.44472275542677997,0.5545409563887095,0.44187684574643127,0.0035821978648592537,0.43918140503090686,16151,2333,740,2,0.009229265869428627,-0.005458351215279933,-0.00933458597167569,0.005086846467639017,0.00010532010225161939,0.0003715047476364982,-0.00896168952794435,0.0055413503958731125
