batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a
645444,0.05980224458204339,-0.005602875731609891,57.0,136.0,82.0,L,80.33160621761658,low,-0.026253501145267144
646240,-0.06719462681863542,-0.04796077754632716,237.0,482.0,1314.0,L,317.7579972183588,high,-0.026253501145267144
647304,-0.03291506806930694,-0.042483179448434105,192.0,404.0,594.0,L,260.2953020134228,high,-0.026253501145267144
647351,-0.004740963101938722,0.00022025869199898684,78.0,205.0,371.0,L,113.00353356890459,medium,-0.026253501145267144
649966,-0.07326004592422503,0.01706530882188051,67.0,260.0,477.0,R,106.54434250764525,high,0.014857842364673413
650333,-0.04442896709383859,-0.019214338556701516,194.0,469.0,710.0,L,274.4675716440422,high,-0.026253501145267144
650402,0.07523329733849965,0.023544191844566575,173.0,455.0,924.0,R,250.68471337579618,high,0.014857842364673413
650489,0.03212389380530978,0.0006295292350483872,113.0,339.0,596.0,L,169.5,high,-0.026253501145267144
650490,0.031675189800888126,0.021532585719603037,179.0,468.0,914.0,R,258.9551777434312,high,0.014857842364673413
650559,-0.058738045738045724,0.018975417245791104,13.0,37.0,492.0,R,19.24,high,0.014857842364673413
650859,-0.008045016802363636,0.01348882210593877,101.0,439.0,581.0,L,164.21851851851852,high,-0.026253501145267144
650968,0.03512698412698412,0.014849166759710597,42.0,126.0,27.0,R,63.0,low,0.014857842364673413
655316,0.05729058823529409,0.021743919566129366,50.0,85.0,163.0,R,62.962962962962955,medium,0.014857842364673413
656180,-0.010163093874434037,0.025113931328082817,97.0,189.0,250.0,R,128.2027972027972,medium,0.014857842364673413
656248,0.026172014260249538,0.0228888721352129,51.0,22.0,82.0,R,30.73972602739726,low,0.014857842364673413
656305,-0.047352439024390236,0.023611545164721304,124.0,410.0,1073.0,R,190.4119850187266,high,0.014857842364673413
656413,0.08317142857142856,0.02505750415048308,35.0,20.0,292.0,R,25.454545454545457,medium,0.014857842364673413
656484,0.23491865357643765,-0.03963467536306578,23.0,62.0,4.0,L,33.55294117647059,low,-0.026253501145267144
656537,-0.016367213114754142,0.021929914789689475,61.0,85.0,172.0,R,71.02739726027397,medium,0.014857842364673413
656555,-0.013004796479647918,0.02859202700704322,101.0,225.0,900.0,R,139.41717791411043,high,0.014857842364673413
656577,0.14270404411764703,0.018636689788601585,32.0,68.0,112.0,R,43.519999999999996,low,0.014857842364673413
656582,-0.04932499999999995,0.027020203445489277,40.0,40.0,604.0,R,40.0,high,0.014857842364673413
656716,0.03489293255763842,-0.02968253282643879,119.0,390.0,148.0,L,182.35756385068763,medium,-0.026253501145267144
656775,0.05343287671232877,-0.02924759339573696,130.0,365.0,766.0,L,191.71717171717174,high,-0.026253501145267144
656811,0.014670661359330817,-0.04688580597651726,109.0,431.0,236.0,L,173.9962962962963,medium,-0.026253501145267144
656896,0.060361490683229796,0.02153805893455374,35.0,92.0,376.0,R,50.70866141732283,medium,0.014857842364673413
656941,0.024682290642009275,-0.0425253962678766,276.0,442.0,1313.0,L,339.81058495821725,high,-0.026253501145267144
656976,-0.0706106870229008,-0.0440217981834104,24.0,262.0,287.0,L,43.97202797202797,medium,-0.026253501145267144
657041,0.022083762597984308,0.022912448596235424,47.0,95.0,634.0,R,62.88732394366197,high,0.014857842364673413
657077,-0.09656433888691954,-0.0389694106928819,31.0,182.0,936.0,L,52.97652582159624,high,-0.026253501145267144
657136,0.0035118717237125896,0.01904651571347421,46.0,141.0,283.0,R,69.36898395721926,medium,0.014857842364673413
657557,0.0002363674277969241,0.015406865389544888,69.0,139.0,764.0,R,92.22115384615385,high,0.014857842364673413
657656,0.004234754338040048,0.02232862256536272,158.0,329.0,703.0,R,213.47843942505133,high,0.014857842364673413
