stratum,n_hitters,n_boot,rmse_difference,rmse_ci_low,rmse_ci_high,rmse_favours_model,rank_difference,rank_ci_low,rank_ci_high,rank_favours_model,rank_se
low,204,2000,-0.0015306912321508687,-0.003337620928286264,0.00021730822067160077,False,0.028945168571982094,-0.060657107528743454,0.1180870228464848,False,0.045640859857484326
medium,163,2000,-0.0036918534190909513,-0.0057655795005756676,-0.0016622091097687219,True,0.020699210424115044,-0.06675673398982858,0.1079467747852537,False,0.04434984690665307
high,172,2000,-0.00046881451143054864,-0.0023451413495486286,0.0012126111085870711,False,0.06722281310115324,-0.02962794336451206,0.16017407408574658,False,0.047542223682604155
all,539,2000,-0.0017682087460785811,-0.0028686671624313003,-0.0006347726849596528,True,0.03837818151536854,-0.013427973773594183,0.08592199383645135,False,0.02554486538370825
