batter,stand,stratum,centered_obs,centered_pred,agree
666149,R,low,0.04070955746070869,0.0018292753679623047,True
666150,L,low,0.04330469935662505,-0.008151381126515107,False
666152,L,low,-0.049258693479001546,-0.001417111296576904,True
666158,L,medium,-0.10309678688055623,-0.012854897750778905,True
666160,L,low,-0.025940798959795147,-0.009593386087557203,True
666163,L,low,-0.005706148620005645,-0.014181114687924403,True
666176,R,medium,0.07166939523412959,-0.001463152396067896,False
666181,L,low,-0.014953864026857742,-0.010567295816675305,True
666182,R,high,-0.12842056233051222,-9.584127515559551e-05,True
666185,L,medium,0.06731659138968676,0.030595451295325995,True
666310,L,low,0.0035500264360452567,-0.004929175823231605,False
666397,L,low,0.019328378617106255,-0.013197794538155106,False
666464,R,low,-0.055722532403450015,-0.0043519769114476956,True
666624,R,medium,-0.0688128391981046,0.001408505982094705,False
666703,R,low,0.2180956494147317,0.0021935944435581035,True
666915,R,medium,-0.10532708885328951,0.001077335143491804,False
666969,R,high,-0.0013911707607069078,-0.009471830192647695,True
666971,R,high,0.05966635524908488,-0.0023968125842581955,False
667452,R,low,0.04342668028861969,0.0001509937944524052,True
667472,R,low,0.053682662401744685,0.0006517574066343054,True
667670,R,medium,-0.01668524727142811,0.004053081953125204,False
668227,R,high,0.02790969147624259,0.0005984389212867064,True
668670,R,medium,-0.06296318504697011,0.005549771306013605,False
668709,L,medium,0.003653735206876157,-0.006747295458695405,False
668715,R,medium,-0.03513378125560791,8.298294405400392e-05,False
668723,R,low,0.138956721675804,0.001110691636882405,True
668800,R,medium,-0.05923869401961171,-0.0006115867403964949,True
668804,L,high,-0.009237529429458546,0.03552016130170339,False
668832,L,low,-0.12344052406747832,-0.006869933338285204,True
668845,R,low,-0.1323640096761773,0.0010476391090809035,False
668885,R,low,-0.018269156876023908,0.0010476391090809035,False
668901,R,low,0.01025472215653829,-0.001273662063168396,False
668904,R,low,0.0026398497136853917,-0.0020902741125911964,False
668930,L,low,-0.007201844855502543,-0.006061689252095503,True
668939,L,medium,0.14439215336840697,0.019238524348732293,True
668942,L,medium,-0.09166260417934913,-0.008028881433038804,True
668952,R,low,-0.08468459467375031,0.002172000166231404,False
669003,L,low,-0.029179740451416643,-0.010179196113560603,True
669004,L,medium,-0.10971954862628364,-0.0008886107597173044,True
669016,L,medium,-0.061202534273862845,-0.018805155953171403,True
669065,L,low,-0.004212856596063443,-0.011183057981286802,True
669127,R,medium,-0.01322804144839581,-0.0034593647984386966,True
669134,R,low,-0.09929208868050632,-0.004114386862923595,True
669137,R,low,-0.11901268391860151,0.0010476391090809035,False
669200,R,low,-0.040126056011624806,0.00040639562751990446,False
669208,R,low,0.10756567742593619,0.0010476391090809035,True
669221,R,high,-0.019673094048588108,-0.004400313594366795,True
669222,R,medium,-0.0032128829432018086,0.0051581749513929034,False
669224,L,low,-0.04709022237145744,-0.016704697428925403,True
669234,R,low,0.11004249844632229,0.0010476391090809035,True
669242,L,high,0.3284385474698122,0.0510029583179092,True
669257,R,high,0.031155490024572293,-0.003830613818978295,False
669261,L,medium,0.045521234587309556,-0.016739474829930805,False
669289,R,medium,0.08459899257791728,-0.0032303490603694945,False
669304,R,medium,-0.13472131487098252,-0.0009138856219413939,True
669357,L,low,0.006090372691051355,-0.010553883396478402,False
669364,L,low,0.006602491500691955,0.024382096838561094,True
669369,R,low,-0.03418054106145871,-0.021244537085177494,True
669394,R,medium,-0.07696429067014791,0.0015051956135505064,False
669397,R,medium,-0.02480862408954171,-0.002002385679101694,True
669477,R,medium,0.1399413977140515,0.0021276837729961064,True
669701,L,low,0.054868611418653256,-0.007219662050670105,False
669707,R,low,-0.03424358353406401,-0.00031188284162159477,True
669720,R,high,0.1342668615359438,0.004351628851748803,True
669743,R,medium,-0.04647678925770691,-0.0011055860619713954,True
669911,L,low,0.07335866465442606,0.016801524718128395,True
670032,L,high,-0.04006150808574304,0.005409146539816195,False
670042,L,low,-0.06847881613034684,-0.011629714055498005,True
670097,R,medium,-0.08517101725193492,-0.002015078181284196,True
670156,L,low,-0.023447563641298644,-0.0066079572835387075,True
670242,L,low,-0.09547533792794394,-0.010392312806480602,True
670541,L,high,0.08161529352383945,-0.019053461502129703,False
670623,R,medium,0.04634222960341089,-0.001499630836897494,False
670764,L,medium,0.001999488512896358,0.023568007082608197,True
670770,L,medium,0.030151267332532254,-0.0017816816514855012,False
671056,R,low,-0.08433554927163932,0.005122107410595406,False
671083,R,low,-0.1556733982043159,0.0030470877729406043,False
671213,L,medium,0.015681466157518354,-0.018681740954128504,False
671218,R,low,0.1801334846136716,0.0012003256352507048,True
671277,L,medium,-0.028017663851370847,-0.012003791688245901,True
671286,R,low,0.0718423160813983,0.0010476391090809035,True
671289,R,low,-0.03083878047662781,-0.0014321049797441955,True
671732,L,low,0.05004081776729956,-0.016940050250437804,False
671739,L,medium,0.06951999588671816,-0.021500492021119404,False
672275,L,low,-0.06141376311765285,0.025297044182722897,False
672279,L,low,0.011128353612588855,-0.0036306349466089065,False
672284,L,medium,-0.04640045253018755,-0.007705597592761803,True
672356,R,medium,0.04717978403011629,-0.005284569970614196,False
672386,R,medium,-0.012816982164215708,-0.00040598498065319566,True
672515,R,medium,0.0035713815257578906,-0.0005402750554097946,False
672569,L,low,0.061745272616011156,0.026949033700879095,True
672580,R,medium,-0.01391526466936551,0.0009311741138312048,False
672640,R,low,-0.09880560183651942,0.0019191464340563048,False
672642,L,low,0.08058931989999656,0.026949033700879095,True
672695,L,medium,0.04910988412852696,0.0348332889825633,True
672761,L,low,-0.005040459920605547,0.026949033700879095,False
672820,R,low,0.05283389094616199,-0.004187223283982397,False
673237,R,low,0.0035558559662180918,-0.006600836928289996,False
673357,R,medium,-0.05151689337644731,-0.009711276186588496,True
673490,R,high,0.00035728779730028956,0.0028103046272368037,True
673548,R,medium,-0.02404700863503521,0.003256001622323604,False
673962,R,medium,0.008120325746692792,0.0030052799250354055,True
673995,R,low,-0.0589890352699529,0.0010476391090809035,False
675961,R,low,0.1662581494147317,-0.003639437184596795,False
676059,R,low,-0.04337247280053341,0.0027452021599892046,False
676070,R,low,0.06537183989092209,0.0003657955326958062,True
676113,L,low,0.03649642558203826,-0.006869933338285204,False
676116,L,low,0.09985159094807317,-0.010287370905893007,False
676356,R,low,-0.04716484009575771,-0.003463286182052095,True
676369,R,medium,0.04071499465282699,0.0018210936532895051,True
676391,R,medium,-0.06285597083881991,-0.006723927737951996,True
676475,L,low,-0.08689758119994453,-0.011231829597437602,True
