batter,embedding_index,name,stand
605119,896,Brian Anderson,R
605125,897,Cody Asche,L
605131,898,Austin Barnes,R
605137,899,Josh Bell,L
605141,900,Mookie Betts,R
605170,901,Víctor Caratini,L
605183,902,Jason Coats,R
605196,903,Kevin Cron,R
605200,904,Zach Davies,R
605204,905,J. D. Davis,R
605218,906,Carl Edwards,R
605227,907,Taylor Featherston,R
605228,908,José Fernández,R
605232,909,Brandon Finnegan,L
605233,910,Derek Fisher,L
605244,911,Aramis Garcia,R
605253,912,Terrance Gore,R
605323,913,Kyle Kubitza,L
605346,914,Jack López,R
605347,915,Jorge López,R
605353,916,Vimael Machín,L
605357,917,Mike Marjama,R
605361,918,Nick Martini,L
605397,919,Joe Musgrove,R
605400,920,Aaron Nola,R
605412,921,Joe Panik,L
605421,922,Michael Pérez,L
605439,923,Michael Reed,R
605474,924,Matt Skole,L
605480,925,Mallex Smith,L
605486,926,Cory Spangenberg,L
605490,927,Bubba Starling,R
605498,928,Andrew Suárez,L
605504,929,Dillon Thomas,L
605508,930,Charlie Tilson,L
605509,931,Kelby Tomlinson,R
605512,932,Preston Tucker,L
605520,933,Mitch Walding,L
605538,934,Matt Wisler,R
605540,935,Brandon Woodruff,L
605548,936,Bradley Zimmer,L
605612,937,Harold Castro,L
606019,938,Esteban Quiroz,L
606115,939,Orlando Arcia,R
606131,940,Luis Perdomo,R
606132,941,Raimel Tapia,L
606149,942,Giovanny Gallegos,R
606157,943,Aristides Aquino,R
606160,944,Rafael Montero,R
606162,945,Yefry Ramírez,R
606192,946,Teoscar Hernández,R
606213,947,Yermín Mercedes,R
606299,948,José Peraza,R
606336,949,Luis Marté,R
606466,950,Ketel Marte,L
606956,951,Ryan Court,R
606988,952,Grayson Greiner,R
606992,953,Eric Haase,R
606993,954,Jake Hager,R
606995,955,Justin Hancock,R
607043,956,Brandon Nimmo,L
607054,957,Jace Peterson,L
607067,958,Colin Rea,R
607111,959,Jacob Wilson,R
607208,960,Trea Turner,R
607223,961,A. J. Reed,L
607249,962,Jason Krizan,L
607257,963,Rafael Lopez,L
607297,964,O'Koyea Dickson,R
607333,965,Beau Taylor,L
607345,966,Kevan Smith,R
607369,967,Travis Taijeron,R
607374,968,Nick Tropeano,R
607385,969,Tyler Collins,L
607387,970,Ryan Rua,R
607430,971,John Andreoli,R
607461,972,Matt Beaty,L
607468,973,Alex Blandino,R
607471,974,Christopher Bostick,R
607536,975,Kyle Freeland,L
607680,976,Kevin Pillar,R
607732,977,Jacob Stallings,R
607752,978,Sam Travis,R
607776,979,Mac Williamson,R
608061,980,T. J. Rivera,R
608070,981,José Ramírez,L
608324,982,Alex Bregman,R
608325,983,Gavin Cecchini,R
608331,984,Max Fried,L
608336,985,Joey Gallo,L
608339,986,Zach Green,R
608348,987,Carson Kelly,R
608360,988,Chris Okey,R
608365,989,Addison Russell,R
608369,990,Corey Seager,L
608379,991,Michael Wacha,R
608384,992,Nick Williams,L
608385,993,Jesse Winker,L
608422,994,José Godoy,L
608475,995,Dawel Lugo,R
608566,996,Germán Márquez,R
608577,997,Nomar Mazara,L
608596,998,Tom Murphy,R
608597,999,Ronald Guzmán,L
608650,1000,Dietrich Enns,L
608654,1001,Johnny Field,R
608671,1002,Travis Jankowski,L
608672,1003,Micah Johnson,L
608686,1004,Jack Mayfield,R
608700,1005,Kevin Plawecki,R
608701,1006,Rob Refsnyder,R
608703,1007,Matt Reynolds,R
608715,1008,Eric Stamets,R
608717,1009,Chris Stratton,R
608841,1010,Joey Meneses,R
609274,1011,Elier Hernandez,R
609275,1012,Adalberto Mondesí,L
609280,1013,Miguel Andújar,R
611177,1014,Adonis García,R
613534,1015,Austin Adams,R
613564,1016,Jason Vosler,L
614173,1017,Franchy Cordero,L
614177,1018,Franmil Reyes,R
615699,1019,Jacob Robson,L
620439,1020,Franklin Barreto,R
620443,1021,Luis Torrens,R
620446,1022,Richard Ureña,L
620453,1023,Deivy Grullón,R
621002,1024,Daniel Robertson,R
621005,1025,Tim Lopes,R
621006,1026,Richie Martin,R
621008,1027,Alex De Goti,R
621011,1028,Max Schrock,L
621020,1029,Dansby Swanson,R
621028,1030,Kevin Newman,R
621035,1031,Chris Taylor,R
621043,1032,Carlos Correa,R
621044,1033,Jesmuel Valentín,L
621052,1034,Alex Reyes,R
621107,1035,Zach Eflin,R
621111,1036,Walker Buehler,R
621249,1037,Duane Underwood,R
621261,1038,Corey Oswalt,R
621281,1039,Tyler Wagner,R
621311,1040,David Dahl,L
621389,1041,Ty Blach,R
621433,1042,Brett Phillips,L
621438,1043,Tyrone Taylor,R
621439,1044,Byron Buxton,R
621446,1045,Lewis Brinson,R
621450,1046,Skye Bolt,L
621453,1047,Steven Duggar,L
621458,1048,Edwin Ríos,L
621466,1049,Dj Stewart,L
621471,1050,Boog Powell,L
621493,1051,Taylor Ward,R
621500,1052,Wyatt Mathisen,R
621512,1053,Tomás Nido,R
621514,1054,Christin Stewart,L
621529,1055,Joe Hudson,R
621532,1056,Anthony Bemboom,L
621545,1057,Zach Remillard,R
621550,1058,Patrick Wisdom,R
621559,1059,Max Moroff,L
621563,1060,Joey Wendle,L
621566,1061,Matt Olson,L
621573,1062,Austin Dean,R
622046,1063,Chris Shaw,L
622072,1064,Alex Wood,R
622100,1065,Taylor Jones,R
622110,1066,Matt Duffy,R
622168,1067,Yairo Muñoz,R
622194,1068,Bruce Maxwell,L
622210,1069,Ian Parmley,L
622226,1070,Dylan Cozens,L
622268,1071,Donovan Walton,L
622270,1072,Alex Mejia,R
622441,1073,Rafael Bautista,R
622491,1074,Luis Castillo,R
622492,1075,Keury Mella,R
622497,1076,Miguel Gómez,L
622534,1077,Manuel Margot,R
622569,1078,Pablo Reyes,R
622608,1079,Antonio Senzatela,R
622666,1080,Johan Camargo,L
622668,1081,Ivan Castillo,L
622682,1082,Víctor Reyes,L
622713,1083,Engelb Vielma,L
622761,1084,Jorge Mateo,R
622766,1085,Miguel Díaz,R
623143,1086,Trevor Brown,R
623166,1087,Mike Miller,R
623168,1088,Tyler Heineman,L
623180,1089,Seth Mejias-Brean,R
623182,1090,Patrick Kivlehan,R
623205,1091,Andrew Velazquez,L
623214,1092,Abiatal Avelino,R
623323,1093,Braden Bishop,R
623437,1094,Justin Topa,R
623454,1095,Drew Anderson,R
623507,1096,Josh Lester,L
623508,1097,Trent Giambrone,R
623515,1098,Drew Jackson,R
623520,1099,David Bote,R
623912,1100,Harold Ramírez,R
623993,1101,Anthony Santander,L
624407,1102,Tzu-Wei Lin,L
624413,1103,Pete Alonso,R
624414,1104,Christian Arroyo,R
624415,1105,Cavan Biggio,L
624418,1106,Ryan Castellani,R
624419,1107,Nick Ciuffo,L
624424,1108,Michael Conforto,L
624428,1109,Adam Frazier,L
624431,1110,Jose Trevino,R
624503,1111,Nick Gordon,L
624507,1112,Ryder Jones,L
624512,1113,Reese Mcguire,L
624513,1114,Dom Nuñez,L
624577,1115,Yasiel Puig,R
624585,1116,Jorge Soler,R
624636,1117,Carlos Tocci,R
624641,1118,Edmundo Sosa,R
625329,1119,Henry Urrutia,L
625510,1120,Erick Mejia,L
627500,1121,Jen-Ho Tseng,L
628317,1122,Kenta Maeda,R
628329,1123,Rusney Castillo,R
628336,1124,José Fernández,L
628338,1125,Guillermo Heredia,R
628356,1126,Jung Ho Kang,R
628450,1127,Yadiel Hernández,L
628451,1128,Andy Ibáñez,R
628711,1129,Julio Urías,L
630105,1130,Jake Cronenworth,L
630111,1131,Yasmany Tomás,R
640447,1132,Phil Ervin,R
640449,1133,Clint Frazier,R
640457,1134,Austin Meadows,L
640458,1135,Óscar Mercado,R
640459,1136,Brian Navarreto,R
640460,1137,Dustin Peterson,R
640461,1138,Chad Pinder,R
640463,1139,Braden Shipley,R
640492,1140,José Azócar,R
641149,1141,Wes Parsons,R
641313,1142,Tim Anderson,R
641319,1143,Carlos Asuaje,L
641343,1144,Jake Bauers,L
641355,1145,Cody Bellinger,L
641432,1146,Willie Calhoun,L
641438,1147,Shane Carle,R
641470,1148,Zack Collins,L
641477,1149,Ryan Cordell,R
641487,1150,J. P. Crawford,L
641505,1151,Jonathan Davis,R
641511,1152,Jason Delay,R
641512,1153,Ben Deluzio,R
641513,1154,Travis Demeritte,R
641525,1155,Brandon Dixon,R
641531,1156,Hunter Dozier,R
641553,1157,Adam Engel,R
641561,1158,Johneshwy Fargas,R
641583,1159,Dustin Fowler,L
641584,1160,Jake Fraley,L
641598,1161,Mitch Garver,R
641645,1162,Luis Guillorme,L
641658,1163,Garrett Hampson,R
641680,1164,Jonah Heim,L
641684,1165,Michael Hermosillo,R
641712,1166,Dakota Hudson,R
641741,1167,Gosuke Katoh,L
641771,1168,Chad Kuhl,R
641779,1169,Charles Leblanc,R
641786,1170,Kyle Lewis,R
641796,1171,Tim Locastro,R
641816,1172,Tyler Mahle,R
641820,1173,Trey Mancini,R
641829,1174,Jason Martin,L
641851,1175,Kyle Mcgowin,R
641856,1176,Billy Mckinney,L
641857,1177,Ryan Mcmahon,L
641878,1178,Ian Miller,L
641914,1179,Sheldon Neuse,R
641924,1180,Jacob Nottingham,R
641929,1181,Joseph Odom,R
641933,1182,Tyler O'Neill,R
641943,1183,Joshua Palacios,L
641958,1184,Jordan Patterson,L
641999,1185,Corey Ray,L
642003,1186,Cody Reed,L
642020,1187,Chuckie Robinson,R
642082,1188,Chance Sisco,L
642086,1189,Dominic Smith,L
642094,1190,Tyler Smith,R
642133,1191,Rowdy Tellez,L
642136,1192,Matt Thaiss,L
642137,1193,Cody Thomas,L
642156,1194,Stuart Turner,R
642162,1195,Pat Valaika,R
642165,1196,Josh Vanmeter,L
642180,1197,Tyler Wade,L
642201,1198,Eli White,R
642211,1199,Justin Williams,L
642215,1200,Weston Wilson,R
642221,1201,Kean Wong,L
642336,1202,Francisco Mejía,L
642350,1203,José Siri,R
642423,1204,Magneuris Sierra,L
642451,1205,Luis Liberato,L
642456,1206,Luis Barrera,L
642701,1207,Dennis Santana,R
642707,1208,Allen Córdoba,R
642708,1209,Amed Rosario,R
642715,1210,Willy Adames,R
642721,1211,Kelvin Gutiérrez,R
642727,1212,Sergio Alcántara,L
642731,1213,Thairo Estrada,R
642736,1214,Domingo Leyba,L
642770,1215,Javy Guerra,L
642772,1216,Luis Alexander Basabe,L
642851,1217,Austin Wynns,R
643217,1218,Andrew Benintendi,L
643230,1219,Steven Brault,L
643265,1220,Garrett Cooper,R
643269,1221,Will Craig,R
643271,1222,Narciso Crook,R
643275,1223,Johnny Davis,L
643289,1224,Mauricio Dubón,R
643290,1225,Justin Dunn,R
643327,1226,Zack Godley,R
643335,1227,Zach Granite,L
643348,1228,Caleb Hamilton,R
643354,1229,Donnie Hart,L
643376,1230,Danny Jansen,R
643393,1231,Tony Kemp,L
643396,1232,Isiah Kiner-Falefa,R
643414,1233,Kyle Lloyd,R
643418,1234,Shed Long,L
643436,1235,Ryan Mcbroom,R
643446,1236,Jeff Mcneil,L
643524,1237,Frank Schwindel,R
643565,1238,Mike Tauchman,L
643603,1239,Tyler White,R
644337,1240,Nate Orf,R
644374,1241,Yu Chang,R
644428,1242,Troy Scribner,L
644433,1243,Chadwick Tromp,R
645261,1244,Sandy Alcántara,R
645277,1245,Ozzie Albies,L
645302,1246,Víctor Robles,R
645305,1247,Ali Sánchez,R
645444,1248,José Herrera,L
645801,1249,Mike Ford,L
645848,1250,Dariel Álvarez,R
646240,1251,Rafael Devers,L
647304,1252,Josh Naylor,L
647336,1253,Michael Soroka,R
647351,1254,Abraham Toro,L
648717,1255,Alex Guerrero,R
649557,1256,Aledmys Díaz,R
649966,1257,Luis Urías,R
650331,1258,Lewin Díaz,L
650333,1259,Luis Arráez,L
650339,1260,Jermaine Palacios,R
650391,1261,Eloy Jiménez,R
650402,1262,Gleyber Torres,R
650489,1263,Willi Castro,L
650490,1264,Yandy Díaz,R
650559,1265,Bryan De La Cruz,R
650619,1266,Meibrys Viloria,L
650813,1267,Luis Escobar,R
650859,1268,Luis Rengifo,L
650907,1269,René Pinto,R
650968,1270,Yohel Pozo,R
655316,1271,Andruw Monasterio,R
656024,1272,Carlos Pérez,R
656180,1273,Riley Adams,R
656185,1274,Greg Allen,L
656248,1275,Sean Bouchard,R
656252,1276,Bobby Bradley,L
656305,1277,Matt Chapman,R
656308,1278,Michael Chavis,R
656364,1279,Greg Deichmann,L
656371,1280,Isan Díaz,L
656388,1281,Joe Dunand,R
656403,1282,Drew Ellis,R
656413,1283,Stuart Fairchild,R
656427,1284,Jack Flaherty,R
656448,1285,Stone Garrett,R
656467,1286,Chris Gittens,R
656484,1287,Tristan Gray,L
656494,1288,Taylor Gushue,L
656495,1289,Dalton Guthrie,R
656509,1290,Monte Harrison,R
656514,1291,Adam Haseley,L
656537,1292,Derek Hill,R
656541,1293,Sam Hilliard,L
656555,1294,Rhys Hoskins,R
656568,1295,Scott Hurst,L
656577,1296,Alex Jackson,R
656582,1297,Connor Joe,R
656627,1298,Mark Kolozsvary,R
656669,1299,Jordan Luplow,R
656695,1300,J. J. Matijevic,L
656716,1301,Zach Mckinstry,L
656725,1302,Alex Mcrae,R
656775,1303,Cedric Mullins,L
656794,1304,Sean Newcomb,L
656803,1305,James Norwood,R
656811,1306,Ryan O'Hearn,L
656821,1307,Kevin Padlo,R
656847,1308,Dj Peters,R
656883,1309,Jakson Reetz,R
656896,1310,Emmanuel Rivera,R
656941,1311,Kyle Schwarber,L
656976,1312,Pavin Smith,L
657011,1313,Troy Stokes,R
657041,1314,Lane Thomas,R
657061,1315,Cole Tucker,L
657077,1316,Alex Verdugo,L
657088,1317,Forrest Wall,L
657108,1318,Evan White,R
657129,1319,Marcus Wilson,R
657136,1320,Connor Wong,R
657140,1321,Kyle Wright,R
657141,1322,Jordan Yamamoto,R
657145,1323,Mark Zagunis,R
657193,1324,Eddy Alvarez,L
657247,1325,Brian O'Keefe,R
657277,1326,Logan Webb,R
657376,1327,Clarke Schmidt,R
657434,1328,Brian O'Grady,L
657524,1329,John Bormann,R
657557,1330,Paul Dejong,R
657656,1331,Ramón Laureano,R
657658,1332,Braxton Lee,L
657681,1333,Kyle Mcgrath,L
657709,1334,Michael Papierski,L
657757,1335,Gavin Sheets,L
658069,1336,Joshua Fuentes,R
658431,1337,Adonis Medina,R
658648,1338,Pedro Avila,R
658668,1339,Edward Olivares,R
658792,1340,Aaron Wilkerson,R
660162,1341,Yoán Moncada,L
660271,1342,Shohei Ohtani,L
660294,1343,Yoshi Tsutsugo,L
660620,1344,Jonathan Araúz,L
660634,1345,Yonny Hernández,L
660636,1346,Diego Castillo,R
660644,1347,Vidal Bruján,L
660650,1348,Dérmis García,R
660670,1349,Ronald Acuña,R
660688,1350,Keibert Ruiz,L
660707,1351,Elehuris Montero,R
660731,1352,Anderson Tejeda,L
660757,1353,Oscar González,R
660766,1354,Juan Yepez,R
660821,1355,Jesús Sánchez,L
660829,1356,Hoy Park,L
660853,1357,Enyel De Los Santos,R
661388,1358,William Contreras,R
661531,1359,Brian Serven,R
662139,1360,Daulton Varsho,L
663330,1361,Jahmai Jones,R
663368,1362,Blake Perkins,L
663372,1363,Ryan Feltner,R
663378,1364,Thomas Szapucki,R
663411,1365,Joe Mccarthy,L
663457,1366,Lars Nootbaar,L
663465,1367,Kolby Allard,L
663478,1368,Brendon Davis,R
663527,1369,Tyler Nevin,R
663538,1370,Nico Hoerner,R
663550,1371,Trey Cabbage,L
663567,1372,Peter Lambert,R
663586,1373,Austin Riley,R
663609,1374,Luken Baker,R
663611,1375,Nick Madrigal,R
663616,1376,Trevor Larnach,L
663624,1377,Ryan Mountcastle,R
663630,1378,Ryan Mckenna,R
663647,1379,Ke'Bryan Hayes,R
663656,1380,Kyle Tucker,L
663662,1381,Daz Cameron,R
663697,1382,Jonathan India,R
663698,1383,Joey Bart,R
663728,1384,Cal Raleigh,L
663731,1385,Connor Kaiser,R
663743,1386,Nick Fortes,R
663757,1387,Trent Grisham,L
663796,1388,Coco Montes,R
663799,1389,Curtis Terry,R
663837,1390,Matt Vierling,R
663845,1391,Alfonso Rivas,L
663853,1392,Romy Gonzalez,R
663886,1393,Tyler Stephenson,R
663897,1394,Luke Williams,R
663898,1395,Brendan Rodgers,R
663905,1396,Travis Blankenhorn,L
663911,1397,Nick Plummer,L
663967,1398,César Salazar,L
663993,1399,Nathaniel Lowe,L
664011,1400,Trey Amburgey,R
664023,1401,Ian Happ,L
664029,1402,Mark Mathias,R
664034,1403,Ty France,R
664040,1404,Brandon Lowe,L
664041,1405,Jaylin Davis,R
664056,1406,Harrison Bader,R
664057,1407,Andrew Stevenson,L
664058,1408,David Fletcher,R
664059,1409,Sam Haggerty,L
664068,1410,Scott Kingery,R
664119,1411,Austin Allen,L
664167,1412,Blake Trahan,R
664192,1413,Joey Lucchesi,L
664196,1414,Tanner Anderson,R
664238,1415,Dylan Moore,R
664247,1416,Kyle Garlick,R
664314,1417,Estevan Florial,L
664334,1418,Aaron Whitefield,R
664670,1419,Alejo López,L
664702,1420,Myles Straw,R
664728,1421,Kyle Isbel,L
664731,1422,P. J. Higgins,R
664761,1423,Alec Bohm,R
664770,1424,Nathan Lukes,L
664774,1425,Lamonte Wade,L
664789,1426,Ka'Ai Tom,L
664842,1427,Kevin Kaczmarski,L
664848,1428,Donny Sands,R
664850,1429,Patrick Mazeika,L
664869,1430,P. J. Conlon,L
664874,1431,Seby Zavala,R
664901,1432,Danny Mendick,R
664913,1433,Seth Brown,L
664926,1434,Nick Dini,R
664954,1435,Brett Sullivan,L
664983,1436,Jake Mccarthy,L
665019,1437,Kody Clemens,L
665066,1438,Tyler Payne,R
665120,1439,Jared Walsh,L
665154,1440,Ford Proctor,L
665155,1441,Nick Maton,L
665161,1442,Jeremy Peña,R
665482,1443,Gilberto Celestino,R
665487,1444,Fernando Tatís,R
665489,1445,Vladimir Guerrero,R
665506,1446,Cristian Pache,R
665561,1447,Rafael Marchán,L
665650,1448,Lucius Fox,L
665665,1449,Reiver Sanmartin,L
665742,1450,Juan Soto,L
665750,1451,Leody Taveras,L
665759,1452,Ramón Rosso,R
665804,1453,Miguel Amaya,R
665828,1454,Oswaldo Cabrera,L
665833,1455,Oneil Cruz,L
665839,1456,Enmanuel Valdez,L
665861,1457,Sebastián Rivero,R
665862,1458,Jazz Chisholm,L
665877,1459,José Fermín,R
665922,1460,Símon Muzziotti,L
665923,1461,Esteury Ruiz,R
665926,1462,Andrés Giménez,L
665947,1463,Sherten Apostel,R
666018,1464,Jonathan Aranda,L
666023,1465,Freddy Fermin,R
666128,1466,Mario Feliciano,R
666134,1467,Nolan Jones,L
666135,1468,Alex Kirilloff,L
666137,1469,Khalil Lee,L
666139,1470,Josh Lowe,L
666149,1471,Tyler Fitzgerald,R
666150,1472,Dominic Fletcher,L
666152,1473,David Hamilton,L
666158,1474,Gavin Lux,L
666160,1475,Mickey Moniak,L
666163,1476,Ben Rortvedt,L
666164,1477,Blake Rutherford,L
666165,1478,Blake Sabol,L
666176,1479,Jo Adell,R
666179,1480,Seth Beer,L
666181,1481,Will Benson,L
666182,1482,Bo Bichette,R
666185,1483,Dylan Carlson,L
666197,1484,Grae Kessinger,R
666198,1485,Carter Kieboom,R
666211,1486,Taylor Trammell,L
666213,1487,Colton Welker,R
666310,1488,Bo Naylor,L
666397,1489,Edouard Julien,L
666464,1490,Jerar Encarnacion,R
666560,1491,Byung Ho Park,R
666561,1492,Jae-Gyun Hwang,R
666624,1493,Christopher Morel,R
666703,1494,Eguy Rosario,R
666783,1495,Yusniel Díaz,R
666801,1496,Rodolfo Castro,L
666906,1497,Jake Alu,L
666915,1498,Bobby Dalbec,R
666922,1499,Ryan Aguilar,L
666931,1500,Jared Oliva,R
666969,1501,Adolis García,R
666971,1502,Lourdes Gurriel,R
667452,1503,Corey Julks,R
667472,1504,Dane Myers,R
667670,1505,Brent Rooker,R
667727,1506,Steele Walker,L
668227,1507,Randy Arozarena,R
668472,1508,Nick Pratto,L
668663,1509,Tres Barrera,R
668665,1510,Stephen Nogosek,R
668670,1511,Jake Rogers,R
668683,1512,Jeremy Walker,R
668709,1513,Jj Bleday,L
668715,1514,Spencer Steer,R
668721,1515,Payton Henry,R
668723,1516,Ryan Vilade,R
668731,1517,Akil Baddoo,L
668751,1518,Cal Mitchell,L
668800,1519,Andrew Knizner,R
668804,1520,Bryan Reynolds,L
668843,1521,Conner Capel,L
668901,1522,Mark Vientos,R
668904,1523,Royce Lewis,R
668930,1524,Brice Turang,L
668939,1525,Adley Rutschman,L
668942,1526,Josh Rojas,L
668952,1527,Ryan Kreidler,R
668968,1528,Hans Crouse,L
669003,1529,Garrett Mitchell,L
669004,1530,Mj Melendez,L
669008,1531,Ronnie Dawson,L
669016,1532,Brandon Marsh,L
669023,1533,Jeter Downs,R
669060,1534,Bryse Wilson,R
669065,1535,Kyle Stowers,L
669087,1536,Sam Huff,R
669127,1537,Shea Langeliers,R
669134,1538,Luis Campusano,R
669200,1539,Mason Mccoy,R
669203,1540,Corbin Burnes,R
669221,1541,Sean Murphy,R
669222,1542,Nick Senzel,R
669224,1543,Austin Wells,L
669242,1544,Tommy Edman,L
669256,1545,Nick Solak,R
669257,1546,Will Smith,R
669261,1547,Jack Suwinski,L
669270,1548,Joel Kuhnel,R
669288,1549,Daniel Johnson,L
669289,1550,Santiago Espinal,R
669304,1551,José Miranda,R
669309,1552,Joe Perez,R
669352,1553,Bubba Thompson,R
669357,1554,Nolan Gorman,L
669364,1555,Xavier Edwards,L
669369,1556,Bryce Johnson,R
669374,1557,Keston Hiura,R
669392,1558,Samad Taylor,R
669394,1559,Jake Burger,R
669397,1560,Nick Allen,R
669450,1561,Cooper Hummel,L
669477,1562,Casey Schmitt,R
669699,1563,Braden Shewmake,L
669701,1564,Josh Smith,L
669707,1565,Jared Triolo,R
669720,1566,Austin Hays,R
669738,1567,Jake Noll,R
669742,1568,Darick Hall,L
669743,1569,Alex Call,R
669911,1570,Michael Toglia,L
670032,1571,Nicky Lopez,L
670042,1572,Luke Raley,L
670084,1573,Nick Heath,L
670097,1574,Zack Short,R
670128,1575,Taylor Kohlwey,L
670148,1576,Nate Mondou,L
670156,1577,Miles Mastrobuoni,L
670223,1578,Matt Mervis,L
670242,1579,Matt Wallner,L
670276,1580,Cal Stevenson,L
670298,1581,Kramer Robertson,R
670329,1582,Rico Garcia,R
670351,1583,José Rojas,L
670370,1584,Andrew Young,R
670462,1585,Hunter Owen,R
670541,1586,Yordan Álvarez,L
670623,1587,Isaac Paredes,R
670712,1588,Mike Brosseau,R
670764,1589,Taylor Walls,L
670766,1590,Darren Mccaughan,R
670768,1591,Luis González,L
670770,1592,Tj Friedl,L
670869,1593,Livan Soto,L
670970,1594,Adrián Morejón,L
671056,1595,Iván Herrera,R
671083,1596,Buddy Kennedy,R
671213,1597,Triston Casas,L
671218,1598,Heliot Ramos,R
671221,1599,Drew Waters,L
671250,1600,Jorge Oña,R
671277,1601,Luis García,L
671289,1602,Tyler Freeman,R
671732,1603,Lawrence Butler,L
671739,1604,Michael Harris,L
672275,1605,Patrick Bailey,L
672279,1606,Michael Siani,L
672284,1607,Jarred Kelenic,L
672356,1608,Gabriel Arias,R
672386,1609,Alejandro Kirk,R
672478,1610,Jordan Diaz,R
672515,1611,Gabriel Moreno,R
672580,1612,Maikel García,R
672640,1613,Otto Lopez,R
672695,1614,Geraldo Perdomo,L
672701,1615,José Devers,L
672724,1616,Oswald Peraza,R
672744,1617,Alexander Canario,R
672779,1618,Tucupita Marcano,L
672820,1619,Lenyn Sosa,R
672832,1620,Israel Pineda,R
672851,1621,Joan Adon,R
673237,1622,Yainer Diaz,R
673357,1623,Luis Robert,R
673451,1624,Shogo Akiyama,L
673490,1625,Ha-Seong Kim,R
673548,1626,Seiya Suzuki,R
673962,1627,Josh Jung,R
675649,1628,Brian Miller,L
675656,1629,Kevin Smith,R
675911,1630,Spencer Strider,R
675961,1631,Alika Williams,R
675986,1632,Canaan Smith-Njigba,L
676059,1633,Jordan Westburg,R
676070,1634,Jacob Amaya,R
676116,1635,Ryan Noda,L
676356,1636,Jonny Deluca,R
676369,1637,Nelson Velázquez,R
676391,1638,Ernie Clement,R
676475,1639,Alec Burleson,L
676480,1640,José Barrero,R
676551,1641,Brewer Hicklen,R
676609,1642,José Caballero,R
676625,1643,Rylan Bannon,R
676628,1644,Mark Contreras,L
676632,1645,Bligh Madris,L
676646,1646,Zach Reks,L
676694,1647,Jake Meyers,R
676701,1648,Alan Trejo,R
676724,1649,Jared Young,L
676761,1650,Irving Lopez,L
676782,1651,Mickey Mcdonald,L
676801,1652,Chas Mccormick,R
676882,1653,Chandler Seagle,R
676900,1654,Ryan Dorow,R
676914,1655,Davis Schneider,R
676946,1656,Matthew Batten,R
676950,1657,David Mackinnon,R
677008,1658,Heston Kjerstad,L
677223,1659,Jack Larsen,L
677347,1660,Kyren Paris,R
677551,1661,Wander Franco,L
677587,1662,Brayan Rocchio,L
677588,1663,José Tena,L
677592,1664,Everson Pereira,R
677594,1665,Julio Rodríguez,R
677595,1666,Ronny Mauricio,L
677649,1667,Ezequiel Duran,R
677800,1668,Wilyer Abreu,L
677941,1669,Jordyn Adams,R
677950,1670,Alek Thomas,L
677951,1671,Bobby Witt,R
677954,1672,Jordan Groshans,R
678009,1673,Parker Meadows,L
678225,1674,Ji Hwan Bae,L
678246,1675,Miguel Vargas,R
678545,1676,Osleivis Basabe,R
678554,1677,Curtis Mead,R
678662,1678,Ezequiel Tovar,R
678882,1679,Ceddanne Rafaela,R
678894,1680,Liover Peguero,R
679032,1681,Johan Rojas,R
679529,1682,Spencer Torkelson,R
679631,1683,Terrin Vavra,L
679845,1684,Nick Loftin,R
679881,1685,J. P. Martínez,L
680118,1686,Dairon Blanco,R
680418,1687,Tyler Cropley,R
680552,1688,Travis Swaggerty,L
680574,1689,Matt Mclain,R
680700,1690,Richie Palacios,L
680716,1691,Jonathan Ornelas,R
680757,1692,Steven Kwan,L
680776,1693,Jarren Duran,L
680777,1694,Ryan Jeffers,R
680779,1695,Henry Davis,R
680814,1696,Peyton Burdick,R
680869,1697,Zack Gelof,R
680911,1698,Owen Miller,R
680963,1699,Cody Wilson,R
680977,1700,Brendan Donovan,L
681082,1701,Bryson Stott,L
681146,1702,Jonah Bride,R
681297,1703,Colton Cowser,L
681351,1704,Logan O'Hoppe,R
681481,1705,Kerry Carpenter,L
681526,1706,Bryan Lavastida,R
681546,1707,James Outman,L
681584,1708,David Villar,R
681807,1709,David Fry,R
681962,1710,Vinny Capra,R
681987,1711,Nate Eaton,R
682073,1712,David Hensley,R
682515,1713,Logan Porter,R
682617,1714,Marco Luciano,R
682622,1715,Noelvi Marte,R
682626,1716,Francisco Álvarez,R
682641,1717,Luis Matos,R
682829,1718,Elly De La Cruz,L
682848,1719,Endy Rodríguez,L
682928,1720,Cj Abrams,L
682985,1721,Riley Greene,L
682998,1722,Corbin Carroll,L
683002,1723,Gunnar Henderson,L
683011,1724,Anthony Volpe,R
683021,1725,Michael Stefanic,R
683146,1726,Brett Baty,L
683734,1727,Andrew Vaughn,R
683737,1728,Michael Busch,L
685133,1729,Wade Meckler,L
686217,1730,Sal Frelick,L
686452,1731,Drew Millas,L
686469,1732,Vinnie Pasquantino,L
686490,1733,Cam Eden,R
686527,1734,Dominic Canzone,L
686531,1735,Andre Lipcius,R
686668,1736,Brenton Doyle,R
686676,1737,Korey Lee,R
686681,1738,Michael Massey,L
686759,1739,Tj Hopkins,R
686823,1740,Will Brennan,L
686894,1741,Joey Wiemer,R
687093,1742,Vaughn Grissom,R
687263,1743,Zach Neto,R
687401,1744,Joey Ortiz,R
687462,1745,Spencer Horwitz,L
687799,1746,Cade Marlowe,L
687952,1747,Christian Encarnacion-Strand,R
689172,1748,Brett Wisely,L
