head,n_rows,model_nll,cold_start_nll,frequency_reference_nll,identity_gain,gain_vs_reference,identity_share_of_gain
swing,705307,0.4188227696762135,0.45145120310557507,0.6597090503189561,0.03262843342936156,0.2408862806427426,0.1354516053894852
contact,335564,0.4133381436205699,0.43803491526788657,0.5403774232317843,0.02469677164731665,0.12703927961121436,0.19440264241813718
split,257505,0.7567525992111301,0.7698462463280847,0.8022185047532188,0.013093647116954599,0.045465905542088625,0.28798826199191324
ev,122693,2.9804509909909545,3.0856357515950306,3.170445141485932,0.10518476060407611,0.18999415049497737,0.5536210474377565
la,122691,2.9090941834516797,2.9447474237495634,3.1641091829947308,0.03565324029788375,0.25501499954305107,0.1398084048458681
spray,121468,2.9110954928704675,2.9485746201377534,3.172653722939756,0.03747912726728586,0.26155823006928847,0.1432917146493819
