head,grouping,cell,class,n_rows,observed,predicted,gap,relative_gap
spray,count,2-2,bin_3,14103,0.039778770474367155,0.041869438199893215,0.0020906677255260603,0.05255737421228882
spray,count,2-2,bin_4,14103,0.03928242217967808,0.041031556103770565,0.001749133924092483,0.04452714030952399
spray,count,2-2,bin_5,14103,0.04204779125008863,0.04201136115086388,-3.6430099224750434e-05,-0.0008663974525575976
spray,count,2-2,bin_6,14103,0.04020421186981493,0.04224162598777615,0.0020374141179612185,0.05067663369595602
spray,count,2-2,bin_7,14103,0.042756860242501596,0.0421777451441762,-0.0005791150983253945,-0.013544378493670049
spray,count,2-2,bin_8,14103,0.04020421186981493,0.042096553815529805,0.0018923419457148732,0.047068251252939786
spray,count,2-2,bin_9,14103,0.03488619442671772,0.04024798812731549,0.005361793700597771,0.15369385479579342
spray,count,2-2,bin_10,14103,0.041622349854640854,0.040438082332490126,-0.0011842675221507282,-0.028452682904415195
spray,count,2-2,bin_11,14103,0.042756860242501596,0.04133104586495083,-0.001425814377550766,-0.033347031785403734
spray,count,2-2,bin_12,14103,0.0407714670637453,0.041938305845917206,0.001166838782171907,0.0286190040782094
spray,count,2-2,bin_13,14103,0.04190597745160604,0.04167623891179874,-0.0002297385398073032,-0.005482237947381383
spray,count,2-2,bin_14,14103,0.042118698149329926,0.04101489637973133,-0.0011038017695985947,-0.026206929893348455
spray,count,2-2,bin_15,14103,0.03928242217967808,0.040281378642412,0.000998956462733916,0.025430113707466454
spray,count,2-2,bin_16,14103,0.0407714670637453,0.039370008234478844,-0.0014014588292664554,-0.034373519772425774
spray,count,2-2,bin_17,14103,0.04062965326526271,0.039216634824409,-0.0014130184408537097,-0.03477800885054078
spray,count,2-2,bin_18,14103,0.038856980784230305,0.03949131715760021,0.0006343363733699037,0.01632490122926232
spray,count,2-2,bin_19,14103,0.04481316032049919,0.04010748612158249,-0.004705674198916696,-0.10500652409386417
spray,count,2-2,bin_20,14103,0.04282776714174289,0.040425467511012114,-0.0024022996307307767,-0.05609210545065587
spray,count,2-2,bin_21,14103,0.04204779125008863,0.04050125754940915,-0.0015465337006794824,-0.03678037905680057
spray,count,2-2,bin_22,14103,0.041976884350847336,0.041069412513026836,-0.0009074718378205004,-0.02161837048780831
spray,count,2-2,bin_23,14103,0.048287598383322694,0.04602917476550978,-0.0022584236178129144,-0.04677026179444278
spray,count,3-0,bin_0,282,0.024822695035460994,0.04158788705042894,0.01676519201496795,0.6753977354601374
spray,count,3-0,bin_1,282,0.03546099290780142,0.0300429754318539,-0.005418017475947522,-0.1527880928217201
spray,count,3-0,bin_2,282,0.03546099290780142,0.030290336001553765,-0.005170656906247656,-0.1458125247561839
spray,count,3-0,bin_3,282,0.024822695035460994,0.027395781655325257,0.002573086619864263,0.10365863240024602
spray,count,3-0,bin_4,282,0.031914893617021274,0.030160495196365922,-0.0017543984206553516,-0.05497115051386769
spray,count,3-0,bin_5,282,0.02127659574468085,0.030881406032605797,0.009604810287924946,0.4514260835324725
spray,count,3-0,bin_6,282,0.03900709219858156,0.033597922235799965,-0.005409169962781596,-0.13867144813676455
spray,count,3-0,bin_7,282,0.03546099290780142,0.035359943901099505,-0.00010104900670191569,-0.0028495819889940224
spray,count,3-0,bin_8,282,0.03546099290780142,0.03949402698195136,0.004033034074149941,0.11373156089102833
