stratum,stratum_basis,n_hitters,median_denom_L,median_denom_R,observed_within_stand_var,mean_sampling_var,tau2_stratum_mix,tau2_pooled,ceiling_b_prime,ceiling_b_prime_ci_low,ceiling_b_prime_ci_high,tau2_route_a,route_a_degenerate,ceiling_route_a,ceiling_route_a_ci_low_given_nondegenerate,ceiling_route_a_ci_high_given_nondegenerate,route_a_share_degenerate_in_bootstrap,route_a_ci_note,route_a_fragility_ceiling_range_finite_only,achieved_rank_corr_raw,raw_note,n_boot,post_selection_descriptive
low,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),207,43.0,124.0,0.0062012422991903115,0.006006360440011912,0.0004110677593919811,0.0003929668596653433,0.25309070684961116,0.23708410274924385,0.2690204904587953,0.00019488185917839948,False,0.17727453575110494,0.13209943924849354,0.5526099190124499,0.0805,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[0.048672875983887774, 0.24593387972175904]",0.39749514852798407,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,2000,True
medium,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),167,94.0,281.0,0.003536868512499847,0.003730417107601145,0.00040032229469857646,0.0003929668596653433,0.3113085080273513,0.29219687620009654,0.32996016042980086,-0.00019354859510129808,True,,0.08108890006592202,0.5320655585845093,0.17,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[nan, nan]",0.3854519730005028,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,2000,True
high,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),171,123.0,315.0,0.003342044323593456,0.003189737234654563,0.0003761487566931753,0.0003929668596653433,0.32478509350772594,0.3068688114088863,0.3419114332045732,0.0001523070889388931,False,0.21347840830727116,0.08260198288528352,0.5158670226336344,0.1915,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[0.13015460705564005, 0.27240748868010933]",0.2624713206759974,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,2000,True
