stratum,stratum_basis,n_hitters,median_denom_L,median_denom_R,observed_within_stand_var,mean_sampling_var,tau2_stratum_mix,tau2_pooled,ceiling_b_prime,ceiling_b_prime_ci_low,ceiling_b_prime_ci_high,tau2_route_a,route_a_degenerate,ceiling_route_a,ceiling_route_a_ci_low_given_nondegenerate,ceiling_route_a_ci_high_given_nondegenerate,route_a_share_degenerate_in_bootstrap,route_a_ci_note,route_a_fragility_ceiling_range_finite_only,achieved_rank_corr_within_stand,achieved_rank_corr_raw,raw_note,fraction_of_ceiling_b_prime,achieved_phase_d_model,achieved_phase_d_model_ci_low,achieved_phase_d_model_ci_high,fraction_of_ceiling_b_prime_phase_d_model,achieved_c2_bivariate,achieved_c2_bivariate_ci_low,achieved_c2_bivariate_ci_high,fraction_of_ceiling_b_prime_c2_bivariate,paired_diff_c2_bivariate_minus_reference,paired_diff_c2_bivariate_ci_low,paired_diff_c2_bivariate_ci_high,paired_share_favouring_c2_bivariate,achieved_c3_gbm_full,achieved_c3_gbm_full_ci_low,achieved_c3_gbm_full_ci_high,fraction_of_ceiling_b_prime_c3_gbm_full,paired_diff_c3_gbm_full_minus_reference,paired_diff_c3_gbm_full_ci_low,paired_diff_c3_gbm_full_ci_high,paired_share_favouring_c3_gbm_full,n_boot,reference_model,achieved_interval_note,post_selection_descriptive
low,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),207,43.0,124.0,0.0062012422991903115,0.006006360440011912,0.0004110677593919811,0.0003929668596653433,0.25309070684961116,0.23708410274924385,0.2690204904587953,0.00019488185917839948,False,0.17727453575110494,0.13209943924849354,0.5526099190124499,0.0805,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[0.048672875983887774, 0.24593387972175904]",0.1901200387409761,0.39749514852798407,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,0.7511932820747432,0.1901200387409761,0.043574406053461724,0.32135804708771776,0.7511932820747432,0.19737665798869397,0.049242054624158635,0.344871932652738,0.7798652919562827,0.007256619247717866,-0.1304847724262151,0.1332494436692473,0.526,0.23600403635465694,0.08745864960530829,0.3764140786101672,0.9324879577458872,0.04588399761368084,-0.14867791826911136,0.2414221494131025,0.671,2000,phase_d_model,hitter-level paired bootstrap inside the stratum; the ceiling columns have their own interval and the two are not combined,True
medium,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),167,94.0,281.0,0.003536868512499847,0.003730417107601145,0.00040032229469857646,0.0003929668596653433,0.3113085080273513,0.29219687620009654,0.32996016042980086,-0.00019354859510129808,True,,0.08108890006592202,0.5320655585845093,0.17,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[nan, nan]",0.14263646602311905,0.3854519730005028,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,0.4581836420949572,0.14263646602311905,-0.04852014631896319,0.3093901918668789,0.4581836420949572,0.036464204791714194,-0.13769238502534045,0.20883212003521373,0.11713205341792482,-0.10617226123140486,-0.263594449718294,0.06049682279940747,0.118,0.06161695281134194,-0.11485255441088008,0.22166018820315345,0.1979289072495517,-0.08101951321177711,-0.2621126821862755,0.0928292981420316,0.199,2000,phase_d_model,hitter-level paired bootstrap inside the stratum; the ceiling columns have their own interval and the two are not combined,True
high,side-specific prior PA (frozen claim1_eval.STRATUM_BOUNDARIES),171,123.0,315.0,0.003342044323593456,0.003189737234654563,0.0003761487566931753,0.0003929668596653433,0.32478509350772594,0.3068688114088863,0.3419114332045732,0.0001523070889388931,False,0.21347840830727116,0.08260198288528352,0.5158670226336344,0.1915,"the Route A interval is CONDITIONAL on the draw being non-degenerate; the share of draws with tau2 <= 0 is the column beside it, and no draw is clipped to zero","[0.13015460705564005, 0.27240748868010933]",0.11046510805034039,0.2624713206759974,the raw column includes the between-stand main effect and is NOT comparable to a within-stand ceiling; it is reported so the gap between the two is visible,0.3401175431338343,0.11046510805034039,-0.07388352331279213,0.2999817359160053,0.3401175431338343,0.1855642896922545,0.016131403583420984,0.34690309497701166,0.5713448474132028,0.0750991816419141,-0.07411151740852334,0.22766686641857423,0.82,0.15638530105822745,-0.01064239673370616,0.30440641735622587,0.48150393655461093,0.045920193007887064,-0.12256267649279445,0.209667048615461,0.6805,2000,phase_d_model,hitter-level paired bootstrap inside the stratum; the ceiling columns have their own interval and the two are not combined,True
