opponent,stratum,n_hitters,n_batters,rmse_a,rmse_b,rmse_difference,ci_low_rmse,ci_high_rmse,favours_a_share_rmse,n_draws,weighted,rank_a,rank_b,rank_difference,ci_low_rank,ci_high_rank,favours_a_share_rank,rmse_favours_model_v1,rank_favours_model_v1
gbm_full,low,384,246,0.06053013736792326,0.060882648339536875,-0.0003525109716136163,-0.0025236114477741336,0.001807408501102511,0.6245,2000,True,0.16032459997712512,0.12361533312827964,0.03670926684884547,-0.08048230754897014,0.1547007501573949,0.741,False,False
gbm_full,medium,280,236,0.04554646114625008,0.047889563291813084,-0.0023431021455630058,-0.004470471882475162,-0.0001972575888799951,0.984,2000,True,0.4234731113751584,0.27952849879765074,0.14394461257750768,0.012518321027656815,0.2671058169840385,0.9855,True,True
gbm_full,high,493,321,0.03951933757745841,0.038531929055476984,0.0009874085219814255,-0.00045678053535913013,0.002426918908420084,0.089,2000,True,0.5006976737588362,0.4914093302471435,0.00928834351169272,-0.04789980740495731,0.06697523158654753,0.61,False,False
gbm_full,all,1157,618,0.04523847171373835,0.04530465567118646,-6.618395744811129e-05,-0.001059082348759166,0.0009689711199427418,0.5455,2000,True,0.4703995641411805,0.4206336570713547,0.04976590706982581,0.010999026472964642,0.08947937843632807,0.995,False,True
eb_bivariate,low,384,246,0.06053013736792326,0.06195027900461877,-0.0014201416366955086,-0.004720508725742845,0.0019751121322358818,0.7855,2000,True,0.16032459997712512,0.1290260380614709,0.03129856191565422,-0.08521635102389717,0.15167762758898404,0.6895,False,False
eb_bivariate,medium,280,236,0.04554646114625008,0.0492084696073572,-0.003662008461107119,-0.0062288302107487365,-0.0011362726011430139,0.999,2000,True,0.4234731113751584,0.22292758930013606,0.20054552207502235,0.06161231311957681,0.33432271046579587,0.997,True,True
eb_bivariate,high,493,321,0.03951933757745841,0.03874969187641732,0.0007696457010410857,-0.0007777359278832767,0.002293932214644599,0.1755,2000,True,0.5006976737588362,0.4819196879225459,0.018777985836290312,-0.04512103556076393,0.08066919167774253,0.724,False,False
eb_bivariate,all,1157,618,0.04523847171373835,0.04596756858331905,-0.0007290968695807046,-0.002059868359260268,0.0005961394030221778,0.8605,2000,True,0.4703995641411805,0.4024249448232275,0.06797461931795301,0.0151147797432695,0.12515100133023857,0.995,False,True
