batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a
547180,-0.015603784570596801,-0.0494339887687299,229.0,345.0,1703.0,L,275.2787456445993,high,-0.026253501145267144
553869,-0.03117610484608349,0.02035583181718531,85.0,193.0,765.0,R,118.02158273381295,high,0.014857842364673413
553993,-0.0632359335926646,0.014831922391419228,183.0,472.0,1430.0,R,263.7435114503817,high,0.014857842364673413
570482,0.0041774008050603495,0.012018616291336603,47.0,148.0,785.0,R,71.34358974358975,high,0.014857842364673413
571448,0.03494594824892783,0.01601139335190771,109.0,323.0,1474.0,R,162.99537037037035,high,0.014857842364673413
571657,0.08770001377979883,0.010074243258652082,123.0,177.0,668.0,R,145.14,high,0.014857842364673413
571771,0.0380306122448979,0.02108410793376614,108.0,147.0,1486.0,R,124.51764705882353,high,0.014857842364673413
571912,-0.08517983193277312,0.017008660548477994,17.0,35.0,353.0,R,22.884615384615387,medium,0.014857842364673413
571970,-0.1432937908496732,-0.03599108791021882,80.0,306.0,937.0,L,126.83937823834198,high,-0.026253501145267144
572191,0.02804251918158568,0.01657264079201093,136.0,184.0,991.0,R,156.4,high,0.014857842364673413
572233,-0.013112381208535029,0.013755576547501258,132.0,507.0,907.0,R,209.46478873239437,high,0.014857842364673413
573262,-0.154665016109153,-0.03055731597319694,103.0,449.0,607.0,L,167.56159420289856,high,-0.026253501145267144
575929,0.03636985795978598,0.012261262165206233,143.0,417.0,939.0,R,212.96785714285716,high,0.014857842364673413
578428,0.04607037037037037,0.013471881665299557,135.0,204.0,1030.0,R,162.47787610619469,high,0.014857842364673413
592178,-0.04593131868131867,0.01709316416684592,13.0,28.0,1071.0,R,17.756097560975608,high,0.014857842364673413
592192,0.05956677018633541,0.02009745544982322,69.0,56.0,1324.0,R,61.824,high,0.014857842364673413
592206,-0.006938080331087171,0.01629079330494526,188.0,401.0,1364.0,R,255.98641765704585,high,0.014857842364673413
592450,0.038329279433595986,0.020477522022996575,139.0,504.0,1049.0,R,217.90357698289267,high,0.014857842364673413
592518,0.009119498669032777,0.018451596700456818,184.0,490.0,1565.0,R,267.53709198813056,high,0.014857842364673413
592626,0.1722822966507177,-0.04738029032275176,19.0,286.0,638.0,L,35.632786885245906,high,-0.026253501145267144
592663,-0.06353217817865336,0.015394611727112373,165.0,383.0,1232.0,R,230.63868613138686,high,0.014857842364673413
592669,0.10226839826839826,0.0223904338066222,42.0,66.0,1104.0,R,51.333333333333336,high,0.014857842364673413
592885,-0.0733154847068101,-0.03699863422681171,205.0,433.0,1523.0,L,278.26018808777434,high,-0.026253501145267144
593428,0.022310776942355837,0.019207989211659005,168.0,380.0,1457.0,R,232.99270072992704,high,0.014857842364673413
593871,0.03406359939988257,-0.014979975556230929,113.0,407.0,1210.0,L,176.88846153846154,high,-0.026253501145267144
595777,-0.017520320022656466,-0.004818529221526868,107.0,264.0,1063.0,L,152.28032345013477,high,-0.026253501145267144
595879,0.056249579914994574,0.019992004411113207,134.0,302.0,1082.0,R,185.63302752293578,high,0.014857842364673413
595978,0.008602272727272708,0.013840199287103838,88.0,88.0,682.0,R,88.0,high,0.014857842364673413
596019,-0.06805526313484728,0.000777972363651902,227.0,503.0,1839.0,L,312.82465753424657,high,-0.026253501145267144
596103,0.08009139784946237,0.021059728043621218,93.0,66.0,766.0,R,77.20754716981132,high,0.014857842364673413
596115,-0.005395383880333726,0.016670631109568235,169.0,483.0,1029.0,R,250.38957055214723,high,0.014857842364673413
596142,-0.0968833736884584,0.02149734297160133,42.0,59.0,885.0,R,49.069306930693074,high,0.014857842364673413
596146,-0.031919182473951424,-0.04481379794735152,76.0,394.0,1079.0,L,127.42127659574469,high,-0.026253501145267144
600869,0.12279850746268653,0.0014291452483828904,24.0,67.0,930.0,L,35.34065934065934,high,-0.026253501145267144
602104,0.044326317750046584,0.0128829426958042,118.0,273.0,474.0,R,164.7774936061381,high,0.014857842364673413
605137,-0.09687831715210357,-0.014221215300907086,120.0,412.0,1318.0,L,185.86466165413532,high,-0.026253501145267144
605141,0.00405170338405636,0.012277520391415109,185.0,476.0,1510.0,R,266.4447806354009,high,0.014857842364673413
605170,0.005666965352449205,-0.02066723080827909,62.0,324.0,465.0,L,104.08290155440415,high,-0.026253501145267144
606115,0.019872287522603976,0.015208082127993183,56.0,158.0,807.0,R,82.69158878504673,high,0.014857842364673413
606192,0.008888680531878634,0.017735218649195084,126.0,419.0,1006.0,R,193.7394495412844,high,0.014857842364673413
606466,-0.004679279279279247,0.01750573045017051,180.0,370.0,1435.0,L,242.18181818181816,high,-0.026253501145267144
606992,-0.1206276923076923,0.011392762316549288,26.0,50.0,366.0,R,34.21052631578947,medium,0.014857842364673413
607043,-0.014869911193176821,-0.027784316993226865,204.0,446.0,1074.0,L,279.95076923076925,high,-0.026253501145267144
607208,0.016005850727387694,0.01921780639140408,204.0,434.0,1275.0,R,277.5423197492163,high,0.014857842364673413
607732,-0.1345090909090909,0.01578797948469901,40.0,88.0,481.0,R,55.0,high,0.014857842364673413
608070,0.01694588744588743,0.0028744560171164446,189.0,462.0,1717.0,L,268.2580645161291,high,-0.026253501145267144
608324,0.027041508955192306,0.012454251935999083,131.0,361.0,1435.0,R,192.239837398374,high,0.014857842364673413
608348,0.026331961259079883,0.014780226649855621,126.0,295.0,532.0,R,176.57957244655583,high,0.014857842364673413
608369,-0.07618942461625389,-0.040782432844913896,148.0,287.0,1412.0,L,195.2919540229885,high,-0.026253501145267144
608701,0.13396155032384088,0.01838381740404832,137.0,71.0,644.0,R,93.52884615384616,high,0.014857842364673413
609280,0.0920122720897616,0.012550048265288771,92.0,248.0,427.0,R,134.21176470588236,medium,0.014857842364673413
620443,0.0031620322245322074,0.0150055764362102,74.0,208.0,366.0,R,109.16312056737588,medium,0.014857842364673413
621020,0.05603587605666316,0.01625327162954232,137.0,506.0,991.0,R,215.62052877138413,high,0.014857842364673413
621028,-0.01974151074151076,0.01758070922110211,37.0,78.0,702.0,R,50.19130434782609,high,0.014857842364673413
621035,-0.14467041198501873,0.015101254646938511,36.0,89.0,1199.0,R,51.264,high,0.014857842364673413
621043,0.03059060489060489,0.020185396856655824,140.0,444.0,1276.0,R,212.87671232876713,high,0.014857842364673413
621438,-0.01733644067796608,0.018316473777861164,100.0,236.0,432.0,R,140.47619047619045,medium,0.014857842364673413
621439,0.07776570743405276,0.01398820731664141,120.0,417.0,806.0,R,186.36871508379886,high,0.014857842364673413
621493,0.055962355933550534,0.01882933691608113,115.0,547.0,588.0,R,190.0453172205438,high,0.014857842364673413
621566,-0.039435824044768586,-0.03982420236507411,215.0,507.0,1334.0,L,301.95290858725764,high,-0.026253501145267144
622569,-0.08508888888888891,0.015224741350362114,18.0,15.0,212.0,R,16.363636363636363,medium,0.014857842364673413
622761,-0.008365384615384608,0.01055687297640212,39.0,44.0,477.0,R,41.34939759036145,high,0.014857842364673413
623168,0.1271260204081633,-0.002858873774787718,49.0,120.0,91.0,L,69.58579881656804,low,-0.026253501145267144
623993,-0.054969696969696974,-0.0074607603459048155,55.0,165.0,896.0,L,82.5,high,-0.026253501145267144
624413,-0.08077365079365084,0.016667266525577484,200.0,504.0,972.0,R,286.3636363636364,high,0.014857842364673413
624424,0.06429958521870288,-0.03680358880744761,78.0,408.0,1001.0,L,130.96296296296296,high,-0.026253501145267144
624428,-0.03504592074592072,-0.026179698517736605,66.0,390.0,788.0,L,112.89473684210525,high,-0.026253501145267144
624431,-0.04973508951989966,0.01763531786351613,79.0,222.0,396.0,R,116.53156146179401,medium,0.014857842364673413
624512,0.021920731707317065,-0.030184642954141916,16.0,123.0,179.0,L,28.316546762589926,medium,-0.026253501145267144
624585,0.0034141504510549203,0.019190816964171686,51.0,263.0,986.0,R,85.43312101910827,high,0.014857842364673413
624641,0.09206321839080456,0.007459097970514472,116.0,141.0,412.0,R,127.284046692607,medium,0.014857842364673413
628451,0.07323435504469991,0.013666655444914078,135.0,58.0,413.0,R,81.139896373057,medium,0.014857842364673413
630105,-0.003095862782894254,-0.031206761293208096,161.0,348.0,794.0,L,220.14931237721024,high,-0.026253501145267144
640902,-0.039123993558776105,0.01580620264380489,23.0,54.0,11.0,R,32.25974025974026,low,0.014857842364673413
641313,0.0008913398692810548,0.011552139202218037,17.0,72.0,1050.0,R,27.505617977528093,high,0.014857842364673413
641343,-0.08033411764705878,-0.03612520217935572,17.0,200.0,365.0,L,31.336405529953915,medium,-0.026253501145267144
641355,0.10875901499335738,-0.028698845255498096,176.0,479.0,1294.0,L,257.41679389312975,high,-0.026253501145267144
641487,-0.02438634630053399,-0.029908940723518684,210.0,437.0,1032.0,L,283.6785162287481,high,-0.026253501145267144
641555,0.030174297188755028,-0.03549586127317533,15.0,83.0,0.0,L,25.408163265306122,low,-0.026253501145267144
641584,-0.031034146341463453,-0.033867550440748795,11.0,205.0,229.0,L,20.87962962962963,medium,-0.026253501145267144
641598,0.06352527684159848,0.022542142089054196,155.0,134.0,692.0,R,143.73702422145328,high,0.014857842364673413
641658,-0.020299999999999985,0.01619189131654908,38.0,50.0,645.0,R,43.18181818181818,high,0.014857842364673413
641680,-0.004253636363636404,0.008450566369555379,132.0,300.0,429.0,L,183.33333333333331,medium,-0.026253501145267144
641857,-0.07754595063239494,-0.036128900038510936,129.0,456.0,980.0,L,201.1076923076923,high,-0.026253501145267144
641933,-0.032625747126436844,0.016412258598214657,58.0,150.0,512.0,R,83.65384615384615,high,0.014857842364673413
641943,-0.174484126984127,-0.03715558997452301,18.0,126.0,77.0,L,31.5,low,-0.026253501145267144
642086,-0.09337542087542094,-0.0376176048882611,27.0,198.0,540.0,L,47.52,high,-0.026253501145267144
642133,-0.1667673611111111,-0.05561561705347523,24.0,288.0,474.0,L,44.30769230769231,high,-0.026253501145267144
642136,-0.03390123456790123,-0.034654801085369835,27.0,162.0,128.0,L,46.28571428571429,medium,-0.026253501145267144
642180,0.03092938775510201,-0.025288358825259927,25.0,98.0,161.0,L,39.83739837398374,medium,-0.026253501145267144
642201,0.03639358741681792,0.016009369963469577,95.0,174.0,186.0,R,122.89962825278812,medium,0.014857842364673413
642215,0.0098577235772358,0.019636819489758595,82.0,42.0,60.0,R,55.5483870967742,low,0.014857842364673413
642350,-0.0783010033444816,0.009269819639395882,13.0,23.0,305.0,R,16.61111111111111,medium,0.014857842364673413
642708,0.07801294844381085,0.015781426176625812,122.0,69.0,1072.0,R,88.14659685863874,high,0.014857842364673413
642715,-0.025075524629997792,0.011733083337597816,180.0,503.0,1006.0,R,265.12445095168374,high,0.014857842364673413
642731,-0.03061465371621619,0.015668703296030317,37.0,128.0,510.0,R,57.406060606060606,high,0.014857842364673413
642851,-0.12051297257227572,0.01559847052903568,38.0,71.0,232.0,R,49.5045871559633,medium,0.014857842364673413
643217,0.04418374444704237,-0.031974681012389206,91.0,376.0,1090.0,L,146.53533190578156,high,-0.026253501145267144
643289,0.06363064244240496,0.010585350069638677,114.0,281.0,486.0,R,162.1974683544304,high,0.014857842364673413
643376,0.013752778530767173,0.013110200742923794,119.0,217.0,509.0,R,153.70833333333334,high,0.014857842364673413
643396,-0.0580544477028348,0.015379937646282427,124.0,330.0,826.0,R,180.26431718061673,high,0.014857842364673413
643446,-0.0037091575091575124,-0.024043613619036786,105.0,351.0,891.0,L,161.64473684210526,high,-0.026253501145267144
643565,0.010499192607876573,-0.035113531779997986,71.0,314.0,288.0,L,115.81298701298701,medium,-0.026253501145267144
645277,0.009179054054054059,0.020391739295547107,185.0,480.0,946.0,L,267.0676691729323,high,-0.026253501145267144
645302,0.013405303030303017,0.015175450574880789,48.0,66.0,625.0,R,55.57894736842106,high,0.014857842364673413
645444,0.05980224458204339,-0.00850728013745361,57.0,136.0,82.0,L,80.33160621761658,low,-0.026253501145267144
646240,-0.06719462681863542,-0.050321931151755206,237.0,482.0,1314.0,L,317.7579972183588,high,-0.026253501145267144
647304,-0.03291506806930694,-0.04656474795711529,192.0,404.0,594.0,L,260.2953020134228,high,-0.026253501145267144
647351,-0.004740963101938722,-0.0016434629021641056,78.0,205.0,371.0,L,113.00353356890459,medium,-0.026253501145267144
649966,-0.07326004592422503,0.013351574524556709,67.0,260.0,477.0,R,106.54434250764525,high,0.014857842364673413
650333,-0.04442896709383859,-0.02075760179485958,194.0,469.0,710.0,L,274.4675716440422,high,-0.026253501145267144
650402,0.07523329733849965,0.019712427525242104,173.0,455.0,924.0,R,250.68471337579618,high,0.014857842364673413
650489,0.03212389380530978,-0.0022932426926802196,113.0,339.0,596.0,L,169.5,high,-0.026253501145267144
650490,0.031675189800888126,0.018486609436488277,179.0,468.0,914.0,R,258.9551777434312,high,0.014857842364673413
650559,-0.058738045738045724,0.011688113492703489,13.0,37.0,492.0,R,19.24,high,0.014857842364673413
650859,-0.008045016802363636,0.006461606288138633,101.0,439.0,581.0,L,164.21851851851852,high,-0.026253501145267144
650968,0.03512698412698412,0.010324491310813033,42.0,126.0,27.0,R,63.0,low,0.014857842364673413
655316,0.05729058823529409,0.016266186625022827,50.0,85.0,163.0,R,62.962962962962955,medium,0.014857842364673413
656180,-0.010163093874434037,0.01710540555369322,97.0,189.0,250.0,R,128.2027972027972,medium,0.014857842364673413
656248,0.026172014260249538,0.017596138096647895,51.0,22.0,82.0,R,30.73972602739726,low,0.014857842364673413
656305,-0.047352439024390236,0.022586925652583467,124.0,410.0,1073.0,R,190.4119850187266,high,0.014857842364673413
656413,0.08317142857142856,0.01759051985664961,35.0,20.0,292.0,R,25.454545454545457,medium,0.014857842364673413
656484,0.23491865357643765,-0.04091561504086827,23.0,62.0,4.0,L,33.55294117647059,low,-0.026253501145267144
656537,-0.016367213114754142,0.016013939038332703,61.0,85.0,172.0,R,71.02739726027397,medium,0.014857842364673413
656555,-0.013004796479647918,0.022661494679075134,101.0,225.0,900.0,R,139.41717791411043,high,0.014857842364673413
656577,0.14270404411764703,0.01248297599488668,32.0,68.0,112.0,R,43.519999999999996,low,0.014857842364673413
656582,-0.04932499999999995,0.017742484394384916,40.0,40.0,604.0,R,40.0,high,0.014857842364673413
656716,0.03489293255763842,-0.031613249537272625,119.0,390.0,148.0,L,182.35756385068763,medium,-0.026253501145267144
656775,0.05343287671232877,-0.02896171015660043,130.0,365.0,766.0,L,191.71717171717174,high,-0.026253501145267144
656811,0.014670661359330817,-0.0434702087075336,109.0,431.0,236.0,L,173.9962962962963,medium,-0.026253501145267144
656896,0.060361490683229796,0.01678530787089716,35.0,92.0,376.0,R,50.70866141732283,medium,0.014857842364673413
656941,0.024682290642009275,-0.041788520114515004,276.0,442.0,1313.0,L,339.81058495821725,high,-0.026253501145267144
656976,-0.0706106870229008,-0.042324871678356024,24.0,262.0,287.0,L,43.97202797202797,medium,-0.026253501145267144
657041,0.022083762597984308,0.01991814391313751,47.0,95.0,634.0,R,62.88732394366197,high,0.014857842364673413
657077,-0.09656433888691954,-0.04057415556377891,31.0,182.0,936.0,L,52.97652582159624,high,-0.026253501145267144
657136,0.0035118717237125896,0.011251571331745536,46.0,141.0,283.0,R,69.36898395721926,medium,0.014857842364673413
657557,0.0002363674277969241,0.00461342352264571,69.0,139.0,764.0,R,92.22115384615385,high,0.014857842364673413
657656,0.004234754338040048,0.018578236743244603,158.0,329.0,703.0,R,213.47843942505133,high,0.014857842364673413
657757,-0.043476555839727204,-0.041915127241555994,153.0,391.0,176.0,L,219.9375,medium,-0.026253501145267144
660162,-0.12905619412515965,-0.03151347610726657,27.0,261.0,782.0,L,48.93750000000001,high,-0.026253501145267144
660271,-0.057820052375607944,-0.05023174848728679,243.0,462.0,1137.0,L,318.4851063829787,high,-0.026253501145267144
660644,0.04560407239819003,-0.008585670423946978,17.0,78.0,166.0,L,27.915789473684214,medium,-0.026253501145267144
660670,-0.04794252612448885,0.011858872493381911,124.0,284.0,721.0,R,172.62745098039215,high,0.014857842364673413
660688,0.07125743348982785,-0.013247632443626978,54.0,213.0,426.0,L,86.15730337078652,medium,-0.026253501145267144
660757,-0.0534385775862069,0.010447716972234733,29.0,32.0,187.0,R,30.426229508196723,medium,0.014857842364673413
660821,-0.1043380839271576,-0.057193561102734214,75.0,421.0,300.0,L,127.31854838709677,medium,-0.026253501145267144
660844,0.008965505226480874,-0.00621741226886513,41.0,70.0,32.0,L,51.711711711711715,low,-0.026253501145267144
661388,-0.029698488333881057,0.01956924114418307,179.0,476.0,495.0,R,260.16488549618316,high,0.014857842364673413
662139,-0.04627336448598124,-0.037648990929852966,56.0,214.0,473.0,L,88.77037037037037,high,-0.026253501145267144
663330,0.06483205430932704,0.01783855509730259,121.0,28.0,62.0,R,45.4765100671141,low,0.014857842364673413
663368,0.08590028490028484,0.004290667702766426,54.0,117.0,214.0,L,73.89473684210526,medium,-0.026253501145267144
663457,-0.056370027932960864,-0.050720607342582935,179.0,400.0,327.0,L,247.32297063903283,medium,-0.026253501145267144
663538,0.10028681524122068,0.01258857842904576,149.0,499.0,553.0,R,229.4783950617284,high,0.014857842364673413
663584,-0.06773634651600755,0.016065098643249787,18.0,59.0,0.0,R,27.584415584415588,low,0.014857842364673413
663586,-0.01171358875017936,0.015784358082324312,101.0,345.0,701.0,R,156.2556053811659,high,0.014857842364673413
663604,-0.010940997335363523,0.015189866148333064,71.0,74.0,6.0,R,72.46896551724137,low,0.014857842364673413
663616,-0.05728243520559401,-0.05381747533663522,118.0,446.0,187.0,L,186.62411347517732,medium,-0.026253501145267144
663624,-0.02248689138576776,0.011346494757760284,90.0,267.0,698.0,R,134.6218487394958,high,0.014857842364673413
663647,-0.049972619047619043,0.021515388462719276,120.0,448.0,573.0,R,189.2957746478873,high,0.014857842364673413
663656,-0.0035722705696202284,-0.03537142483764494,192.0,395.0,900.0,L,258.3986371379898,high,-0.026253501145267144
663662,-0.03246874999999999,0.018201435626981677,32.0,10.0,159.0,R,15.238095238095237,medium,0.014857842364673413
663697,0.004948046251993576,0.01585018593736759,110.0,456.0,585.0,R,177.24381625441697,high,0.014857842364673413
663698,0.1009684250330875,0.01672709640608422,86.0,246.0,251.0,R,127.44578313253011,medium,0.014857842364673413
663728,0.05213450008102416,-0.01788924531269409,204.0,484.0,412.0,L,287.0232558139535,medium,-0.026253501145267144
663743,-0.049178782608695626,0.014835822587746406,115.0,125.0,265.0,R,119.79166666666667,medium,0.014857842364673413
663757,-0.08056341057095256,-0.03604588225262301,155.0,426.0,551.0,L,227.29776247848537,high,-0.026253501145267144
663837,0.08454916360669115,0.021234444812304076,43.0,57.0,473.0,R,49.02,high,0.014857842364673413
663853,0.09766211409873382,0.01778543395621851,142.0,198.0,214.0,R,165.38823529411764,medium,0.014857842364673413
663886,0.048458086280924184,0.019708303308267505,73.0,268.0,487.0,R,114.74486803519062,high,0.014857842364673413
663898,0.08673831070889892,0.017995921820792127,26.0,102.0,541.0,R,41.4375,high,0.014857842364673413
663968,-0.030923337376187632,-0.008095857533900797,136.0,291.0,0.0,L,185.36768149882903,low,-0.026253501145267144
663993,-0.10255945866194535,-0.03892905604204566,171.0,436.0,826.0,L,245.65403624382208,high,-0.026253501145267144
664023,-0.03902922755741128,-0.01831932678134157,182.0,479.0,929.0,L,263.77609682299544,high,-0.026253501145267144
664034,-0.005134916086778518,0.009835074491941598,140.0,349.0,800.0,R,199.8364008179959,high,0.014857842364673413
664040,-0.12894139581758624,-0.04720110531733701,147.0,405.0,533.0,L,215.70652173913044,high,-0.026253501145267144
664056,-0.06401403495778407,0.021895767643487607,157.0,344.0,671.0,R,215.6007984031936,high,0.014857842364673413
664059,0.09056596701649172,-0.00935704480536459,92.0,87.0,212.0,R,89.43016759776536,medium,0.014857842364673413
664068,0.06555882352941178,0.009639943965813802,12.0,17.0,309.0,R,14.068965517241379,medium,0.014857842364673413
664238,-0.035021498771498794,0.020689903478181004,132.0,111.0,684.0,R,120.59259259259261,high,0.014857842364673413
664702,0.0055479623824451485,0.010278140784870382,143.0,145.0,559.0,R,143.99305555555557,high,0.014857842364673413
664728,-0.040834279523293604,-0.04101288735886277,71.0,325.0,193.0,L,116.54040404040404,medium,-0.026253501145267144
664761,0.042179346510689775,0.022182234100869336,134.0,370.0,698.0,R,196.74603174603172,high,0.014857842364673413
664770,-0.007762532981530346,-0.03159968438586619,50.0,379.0,19.0,L,88.34498834498835,low,-0.026253501145267144
664774,-0.09017197020988488,-0.03475612625834085,28.0,211.0,206.0,L,49.43933054393305,medium,-0.026253501145267144
664983,-0.05162308313155772,-0.03352247661053681,42.0,177.0,355.0,L,67.89041095890411,medium,-0.026253501145267144
665019,-0.10577714352283318,-0.039692399596655825,87.0,296.0,62.0,L,134.4751958224543,low,-0.026253501145267144
665052,0.10174258109040718,-0.048070857265185785,23.0,63.0,21.0,L,33.69767441860465,low,-0.026253501145267144
665161,-0.03594939570472133,0.01175487779732759,106.0,434.0,490.0,R,170.38518518518518,high,0.014857842364673413
665487,-0.05370773825985953,0.007816480377594193,179.0,505.0,548.0,R,264.312865497076,high,0.014857842364673413
665489,0.04943168403319398,0.014666449747717192,155.0,517.0,758.0,R,238.4970238095238,high,0.014857842364673413
665561,0.05107937632884477,-0.005947473743150411,34.0,83.0,47.0,L,48.23931623931624,low,-0.026253501145267144
665742,-0.07447995817357961,-0.041265352897631113,247.0,453.0,1301.0,L,319.68857142857144,high,-0.026253501145267144
665750,0.06560848431285904,-0.013338293707814919,31.0,146.0,450.0,L,51.14124293785311,medium,-0.026253501145267144
665804,-0.15049756097560976,0.01711311202328042,20.0,82.0,156.0,R,32.15686274509804,medium,0.014857842364673413
665828,0.0402157142857143,-0.013250831832226306,21.0,100.0,185.0,L,34.710743801652896,medium,-0.026253501145267144
665833,-0.12894207228915658,-0.062443580284850475,125.0,415.0,276.0,L,192.12962962962962,medium,-0.026253501145267144
665839,-0.16447252747252747,-0.03607628484887654,11.0,91.0,51.0,L,19.627450980392155,low,-0.026253501145267144
665862,-0.03958337208054652,-0.0396824851931028,146.0,383.0,505.0,L,211.41020793950852,high,-0.026253501145267144
665877,-0.01717241379310347,0.015624402868362919,11.0,58.0,61.0,R,18.492753623188403,low,0.014857842364673413
