batter,delta_obs,delta_pred,denom_L,denom_R,prior_pa,stand,weight,stratum,delta_route_a
455117,0.12888423831070892,0.018876914521835597,51.0,104.0,923.0,R,68.43870967741935,high,0.014857842364673413
456781,-0.17986024371667933,0.018093451823669282,101.0,78.0,701.0,R,88.02234636871509,high,0.014857842364673413
457705,0.0176729724635446,0.01807094021237121,147.0,397.0,1423.0,R,214.55514705882354,high,0.014857842364673413
457759,0.13939539046766614,0.013288324513797078,109.0,82.0,1499.0,R,93.59162303664921,high,0.014857842364673413
467793,0.014442009932807531,-0.0012548924812130768,147.0,326.0,1785.0,L,202.63002114164905,high,-0.026253501145267144
493329,-0.011264957264957243,0.010141874216091085,27.0,13.0,1130.0,R,17.55,high,0.014857842364673413
500743,0.11078845993496206,0.018481904041036112,134.0,179.0,1035.0,R,153.26517571884983,high,0.014857842364673413
502054,-0.02545015337423312,0.02251718172912881,120.0,326.0,1203.0,R,175.42600896860986,high,0.014857842364673413
502671,0.1386102350893204,0.023175932164884505,163.0,363.0,1413.0,R,224.97718631178708,high,0.014857842364673413
514888,0.012661649245063855,0.021293618374232826,123.0,525.0,1543.0,R,199.30555555555554,high,0.014857842364673413
516782,-0.009963205171571399,0.007619954985302213,147.0,181.0,1188.0,R,162.23780487804876,high,0.014857842364673413
518595,-0.01035177595628417,0.017531509937931067,48.0,183.0,689.0,R,76.05194805194806,high,0.014857842364673413
518692,-0.007372532343693616,-0.04070909219234553,174.0,446.0,1807.0,L,250.33548387096775,high,-0.026253501145267144
518792,0.15393699186991872,-0.039077570326351174,12.0,82.0,869.0,L,20.93617021276596,high,-0.026253501145267144
518934,-0.05556733462615815,0.019114754545353108,51.0,91.0,1460.0,R,65.36619718309859,high,0.014857842364673413
519317,0.0011925412541253788,0.030869643112536704,75.0,202.0,1022.0,R,109.38628158844766,high,0.014857842364673413
521692,-0.09317919443639522,0.002791739012901917,140.0,493.0,1257.0,R,218.07266982622434,high,0.014857842364673413
527038,-0.014837599762268616,0.009313270386342498,151.0,312.0,1285.0,R,203.5075593952484,high,0.014857842364673413
542303,-0.005520575539568362,0.020004471490259856,139.0,450.0,1149.0,R,212.3938879456706,high,0.014857842364673413
542932,-0.03664458874458876,0.012364248819841883,30.0,77.0,466.0,R,43.177570093457945,high,0.014857842364673413
543309,-0.00785081692501044,0.01689820731820818,110.0,217.0,357.0,R,145.99388379204893,medium,0.014857842364673413
543510,0.03111353506920006,0.023260852207456217,49.0,87.0,1031.0,R,62.691176470588246,high,0.014857842364673413
543760,-0.00860491452991452,0.017768432598073758,144.0,390.0,1690.0,R,210.3370786516854,high,0.014857842364673413
543807,-0.0669491557820962,0.012815346139551487,146.0,430.0,1420.0,R,217.98611111111111,high,0.014857842364673413
543877,-0.06913549783549786,0.014722359889316528,60.0,154.0,836.0,R,86.35514018691589,high,0.014857842364673413
545121,-0.0003450226244343657,-0.001680941120272672,52.0,68.0,448.0,L,58.93333333333332,medium,-0.026253501145267144
545341,0.02978831168831164,0.019798125396900568,182.0,110.0,1422.0,R,137.12328767123287,high,0.014857842364673413
545361,-0.061585884988797635,0.009377055243362464,103.0,442.0,1097.0,R,167.0678899082569,high,0.014857842364673413
