opponent,stratum,n_hitters,n_batters,rmse_a,rmse_b,rmse_difference,ci_low,ci_high,favours_a_share
gbm_full,low,384,246,0.06123253475808466,0.060882648339536875,0.00034988641854778735,-0.00225658394371987,0.0029148412566603445,0.3915
gbm_full,medium,280,236,0.04571268935722526,0.047889563291813084,-0.0021768739345878266,-0.004303285787873857,4.978565665599697e-05,0.971
gbm_full,high,493,321,0.03869294448980692,0.038531929055476984,0.0001610154343299336,-0.0012097829765660112,0.0015068210039057945,0.398
gbm_full,all,1157,618,0.045005357982955733,0.04530465567118646,-0.00029929768823072633,-0.0013231605350209254,0.0007677494760364305,0.72
