batter,stand,stratum,dim,gradient
624428,L,high,18,-0.0015441893303410389
650859,L,high,18,0.001418002317096605
656555,R,high,18,-0.0016512513081976168
656941,L,high,18,-0.002624758792129937
660707,R,medium,18,-0.00110851154077147
662139,L,medium,18,-0.0016899050402116457
664761,R,high,18,-0.0007525403379533073
665742,L,high,18,-0.0010971909935206996
665926,L,medium,18,-0.0013662811868549196
667472,R,low,18,-0.0009857955100119095
668709,L,medium,18,-0.0017918296296567991
669289,R,medium,18,-0.0015159491401002965
669394,R,medium,18,0.00038067596572282167
676113,L,low,18,0.0
677347,R,low,18,0.0016384523668592954
680474,R,low,18,0.0
680718,L,low,18,0.0
680776,L,medium,18,-0.00026335418732215154
680869,R,low,18,1.9404644447843972e-05
681146,R,low,18,0.0017260545103819297
682177,L,low,18,0.0
682626,R,medium,18,-0.0004468512903999182
686527,L,low,18,-0.0007483549653236392
686894,R,medium,18,0.00031455738072505373
691718,L,low,18,-0.0003474477941162327
700250,L,low,18,0.0
457705,R,high,19,0.001579416679002539
467793,L,high,19,-0.0022964416531194355
502671,R,high,19,0.0009822428354085806
545121,L,medium,19,-0.0009786245842541
545361,R,high,19,0.0009711354905443465
571745,R,high,19,0.0028279228087594458
592325,L,high,19,-0.00040656619056804585
592626,L,high,19,0.0015695250462949219
593871,L,high,19,-0.001576364913230335
595978,R,high,19,0.001976098768188775
605131,R,high,19,0.002873487059963554
605170,L,medium,19,-0.001296467507173764
605346,R,low,19,0.003160543884613394
608336,L,high,19,-0.002284764077655242
624428,L,high,19,0.0007189618811237027
650859,L,high,19,-0.0022078451626865105
656555,R,high,19,0.0017954322457659016
656941,L,high,19,0.0006489246671044325
660707,R,medium,19,0.0016531957366537234
662139,L,medium,19,-0.00045347848596416203
664761,R,high,19,0.0009826840624812534
665742,L,high,19,-0.0002523488583492685
665926,L,medium,19,-0.0007939251501156379
667472,R,low,19,0.002048053605585754
668709,L,medium,19,-0.0009614193660379078
669289,R,medium,19,0.0024729649167615306
669394,R,medium,19,0.0023222608239132597
676113,L,low,19,0.0
677347,R,low,19,0.002317984587108688
680474,R,low,19,0.0
680718,L,low,19,0.0
680776,L,medium,19,-0.00017153416547579224
680869,R,low,19,0.0015065955261111383
681146,R,low,19,0.001889769454087421
682177,L,low,19,0.0
682626,R,medium,19,0.0024213224881490347
686527,L,low,19,0.00021779638137257162
686894,R,medium,19,0.0006551834935636498
691718,L,low,19,-0.0007633765797822025
700250,L,low,19,0.0
457705,R,high,20,-0.0005156284857193822
467793,L,high,20,0.0011219498430345115
502671,R,high,20,-0.0004509054890872687
545121,L,medium,20,0.0003231321069319419
545361,R,high,20,-0.001835196620137321
571745,R,high,20,0.0005436996286807492
592325,L,high,20,-0.0005300522920754406
592626,L,high,20,0.0018592107818110536
593871,L,high,20,-0.003149784184310386
595978,R,high,20,-0.0012267520093585682
605131,R,high,20,0.0001664989322477282
605170,L,medium,20,-0.002140826818113951
605346,R,low,20,-0.0024471355706565355
608336,L,high,20,0.0031227121258040674
624428,L,high,20,-0.00039861667983885304
650859,L,high,20,-0.0013133573457264102
656555,R,high,20,-0.0013183559125298399
656941,L,high,20,0.0021405126341208923
660707,R,medium,20,-0.001029993118613023
662139,L,medium,20,0.000968064968595079
664761,R,high,20,-0.0011149974650790007
665742,L,high,20,0.0020471769162987152
665926,L,medium,20,-0.0005916418826103757
667472,R,low,20,-0.0017334253858643225
668709,L,medium,20,0.0012810842795616078
669289,R,medium,20,0.0009430171985947769
669394,R,medium,20,-0.0014852614210880658
676113,L,low,20,0.0
677347,R,low,20,-0.0006681055815486491
680474,R,low,20,0.0
680718,L,low,20,0.0
680776,L,medium,20,0.0008170627620130066
680869,R,low,20,-0.0019722927406740924
681146,R,low,20,0.00040146299343234756
682177,L,low,20,0.0
682626,R,medium,20,-0.002969143840425375
686527,L,low,20,-3.310970396419789e-05
686894,R,medium,20,-0.0012468006870081164
691718,L,low,20,-0.00020853447284732067
700250,L,low,20,0.0
457705,R,high,21,0.00020218030203558284
467793,L,high,21,-0.002944935051196081
502671,R,high,21,0.0015044825241463738
545121,L,medium,21,0.000354795502102473
545361,R,high,21,0.002183906397154203
571745,R,high,21,0.0022229527183722187
592325,L,high,21,0.0007078644919820005
592626,L,high,21,0.0011540434492779918
593871,L,high,21,0.0007287030986303812
595978,R,high,21,0.0035856270606433507
605131,R,high,21,0.00043354935916454005
605170,L,medium,21,-0.0001187065335765529
605346,R,low,21,0.0031603674723444273
608336,L,high,21,0.001805220510013234
624428,L,high,21,0.0019125071533306194
650859,L,high,21,-0.0009504381609047761
656555,R,high,21,0.0023716975126086863
656941,L,high,21,-0.00025106181538671026
660707,R,medium,21,0.0015718310455439884
662139,L,medium,21,0.0027615877186210475
664761,R,high,21,0.002722590407367214
665742,L,high,21,0.0017390689766025936
665926,L,medium,21,0.0035971767168227627
667472,R,low,21,0.0019637361210531586
668709,L,medium,21,0.00155864878318656
669289,R,medium,21,0.0015605066393251984
669394,R,medium,21,0.001473155342608027
676113,L,low,21,0.0
677347,R,low,21,0.002761658516790263
680474,R,low,21,0.0
680718,L,low,21,0.0
680776,L,medium,21,-0.0005858859621545032
680869,R,low,21,0.0024751626166335684
681146,R,low,21,0.001590538493662178
682177,L,low,21,0.0
682626,R,medium,21,0.0021857341799989462
686527,L,low,21,0.003864352138647995
686894,R,medium,21,0.001791170971331979
691718,L,low,21,0.002809708430407628
700250,L,low,21,0.0
457705,R,high,22,0.0006109339589706545
467793,L,high,22,0.000806109768093917
502671,R,high,22,0.0015056038248174135
545121,L,medium,22,0.001045525522259484
545361,R,high,22,0.0033621842078611157
571745,R,high,22,-0.0013549526411182115
592325,L,high,22,-0.0013525702819269958
592626,L,high,22,0.0014782140623588267
593871,L,high,22,0.005288253506723919
595978,R,high,22,0.0016952431517617726
605131,R,high,22,-0.00015447289685184185
605170,L,medium,22,0.000916226987422894
605346,R,low,22,0.00027687651210797285
608336,L,high,22,0.005942031685380475
624428,L,high,22,-0.0015853708385609663
650859,L,high,22,0.002737050754985483
656555,R,high,22,0.002488348058168168
656941,L,high,22,0.0024950381175345908
660707,R,medium,22,0.0028432419618996097
662139,L,medium,22,0.0017516455967461347
664761,R,high,22,0.0023341362329308054
665742,L,high,22,0.002332756430887656
665926,L,medium,22,0.003184930285826399
667472,R,low,22,0.0021249994148821415
668709,L,medium,22,-0.00037855266952310736
669289,R,medium,22,-0.0007524328043828078
669394,R,medium,22,0.001019823141159283
676113,L,low,22,0.0
677347,R,low,22,-0.0006811267342273154
680474,R,low,22,0.0
680718,L,low,22,0.0
680776,L,medium,22,0.0007163470833398374
680869,R,low,22,0.0008129421610845745
681146,R,low,22,-0.0021973601893721115
682177,L,low,22,0.0
682626,R,medium,22,0.0012125083134430386
686527,L,low,22,0.0007291302899037518
686894,R,medium,22,0.002279217954504109
691718,L,low,22,-0.002344543839293403
700250,L,low,22,0.0
457705,R,high,23,0.0016225906767851088
467793,L,high,23,-0.0002280915250257254
502671,R,high,23,0.0027169916699510996
545121,L,medium,23,0.0008328475645024686
545361,R,high,23,0.001900420459306253
571745,R,high,23,0.00327450721708604
592325,L,high,23,-0.00022953507687960604
592626,L,high,23,-0.0002104225949346743
593871,L,high,23,0.0028050984092668277
595978,R,high,23,0.0019023310801847576
605131,R,high,23,0.0016479588512582604
605170,L,medium,23,0.0009007141141276713
605346,R,low,23,0.0017332161196058867
608336,L,high,23,-0.0037737873158615134
624428,L,high,23,-0.0007374668005887875
650859,L,high,23,0.002133812052227854
656555,R,high,23,0.002529644571894581
656941,L,high,23,-0.002449263200123018
660707,R,medium,23,-0.0006897345677268706
662139,L,medium,23,-0.0033584017506911638
664761,R,high,23,0.0020884640571494128
665742,L,high,23,0.00020444370957438087
665926,L,medium,23,-0.0018927595472561895
667472,R,low,23,0.001610398856211149
668709,L,medium,23,-0.0013287564879811368
669289,R,medium,23,0.0031785894173495324
669394,R,medium,23,0.0014958204692673202
676113,L,low,23,0.0
677347,R,low,23,0.002969707145372627
680474,R,low,23,0.0
680718,L,low,23,0.0
680776,L,medium,23,-0.002032048767324733
680869,R,low,23,0.0037954919797653255
681146,R,low,23,0.0014623023032040916
682177,L,low,23,0.0
682626,R,medium,23,0.001689015540609527
686527,L,low,23,-0.00017071585236322172
686894,R,medium,23,0.0016197485464173134
691718,L,low,23,-0.0018394671382789502
700250,L,low,23,0.0
457705,R,high,24,-0.0005815541164916637
467793,L,high,24,0.0011437028752628042
502671,R,high,24,-0.0010750175384632284
545121,L,medium,24,0.001509748742882351
545361,R,high,24,-0.003639511245429896
571745,R,high,24,-0.0024051026103255814
592325,L,high,24,0.0007210864679748695
592626,L,high,24,0.00041450215406126697
593871,L,high,24,-0.0002233583110435859
595978,R,high,24,-0.0020360878492818985
605131,R,high,24,-0.0006487443630015353
605170,L,medium,24,0.00042272753762336067
605346,R,low,24,-0.0014502405195085245
608336,L,high,24,0.0009707060505617563
624428,L,high,24,-0.0009411394482603345
650859,L,high,24,0.002610293316897254
656555,R,high,24,-0.0015832928948235386
656941,L,high,24,-0.0007333416358505815
660707,R,medium,24,-0.001259633338182687
662139,L,medium,24,0.0020832786043029562
664761,R,high,24,-0.001189941010519972
665742,L,high,24,0.0006580149213988583
665926,L,medium,24,-0.00015971424558979027
667472,R,low,24,-0.0008482723624624197
668709,L,medium,24,-0.001102076545163423
669289,R,medium,24,-0.0014759000373173578
669394,R,medium,24,-0.00170199812241112
676113,L,low,24,0.0
677347,R,low,24,-0.0018046535654278597
680474,R,low,24,0.0
680718,L,low,24,0.0
680776,L,medium,24,0.0017655680480191532
680869,R,low,24,-0.001439945429554265
681146,R,low,24,-0.0005324538493680273
682177,L,low,24,0.0
682626,R,medium,24,-0.001052133636650725
686527,L,low,24,-0.00036891099984686705
686894,R,medium,24,-9.037107443342141e-05
691718,L,low,24,0.00017587773450179387
700250,L,low,24,0.0
457705,R,high,25,-0.0005434884285196442
467793,L,high,25,-0.00023356508567547014
502671,R,high,25,-0.001611246615536393
545121,L,medium,25,-0.0020730409295461084
545361,R,high,25,-0.00046784319418199943
571745,R,high,25,-0.0002742459588404641
592325,L,high,25,-0.0006863162948247308
592626,L,high,25,-0.002718758898956634
593871,L,high,25,-0.003040408999877871
595978,R,high,25,-0.0006572298211542966
605131,R,high,25,0.0003108330515730966
605170,L,medium,25,-0.0026012163085663057
605346,R,low,25,0.0014040273849290695
608336,L,high,25,-0.0011402528428698835
624428,L,high,25,0.0001534760585685093
650859,L,high,25,0.0012140677318812816
656555,R,high,25,0.0006156702914154953
656941,L,high,25,-0.002620402648324254
660707,R,medium,25,0.001765824707754873
662139,L,medium,25,-0.00036483782818302874
664761,R,high,25,0.002261018220644527
665742,L,high,25,0.0010232751811381031
665926,L,medium,25,-0.00010980695356368475
667472,R,low,25,0.002227039768771683
668709,L,medium,25,-0.0019797882637826673
669289,R,medium,25,0.00025495423061036793
669394,R,medium,25,0.00014918451616725882
676113,L,low,25,0.0
677347,R,low,25,-0.0002932082431186254
680474,R,low,25,0.0
680718,L,low,25,0.0
680776,L,medium,25,-0.0004450935515310365
680869,R,low,25,0.0006013995206854148
681146,R,low,25,0.0001474543357953081
682177,L,low,25,0.0
682626,R,medium,25,0.001514855150421492
686527,L,low,25,-0.002611865502596683
686894,R,medium,25,0.0011952274255103178
691718,L,low,25,-0.004113769872272785
700250,L,low,25,0.0
457705,R,high,26,-0.0020690582985567374
467793,L,high,26,-0.001147409442127774
502671,R,high,26,-0.0017432646605983497
545121,L,medium,26,0.00025168584268408915
545361,R,high,26,-0.00364143381366269
571745,R,high,26,-0.0012866258006962747
592325,L,high,26,-0.0003218058266281022
592626,L,high,26,-0.0021961039386586174
593871,L,high,26,0.00030796178537032383
595978,R,high,26,-0.00028619911195605755
605131,R,high,26,-0.0019287443800058393
605170,L,medium,26,0.0012279347516752064
605346,R,low,26,-0.0024978474384074714
608336,L,high,26,-0.0020205417651372793
624428,L,high,26,-0.0003836969858132679
650859,L,high,26,-0.0009720430431959426
656555,R,high,26,0.00041991428688211747
656941,L,high,26,-0.0010185758115080342
660707,R,medium,26,-0.004102449518045964
662139,L,medium,26,0.0008519096976023206
664761,R,high,26,-0.0024352481901204082
665742,L,high,26,-0.0018796085311929493
665926,L,medium,26,-0.0004094784487027614
667472,R,low,26,-0.002335913500260981
668709,L,medium,26,0.0006646967180920903
669289,R,medium,26,-0.00023556712284229862
669394,R,medium,26,-0.0012006047741675925
676113,L,low,26,0.0
677347,R,low,26,-0.00029529357713630876
680474,R,low,26,0.0
680718,L,low,26,0.0
680776,L,medium,26,0.0003456630909657307
680869,R,low,26,-0.0019309774639793304
681146,R,low,26,-0.0007668514541431926
682177,L,low,26,0.0
682626,R,medium,26,-0.0027527238321015763
686527,L,low,26,0.0002662237909509399
686894,R,medium,26,-0.0028563257782614794
691718,L,low,26,0.0015955235301695298
700250,L,low,26,0.0
457705,R,high,27,0.001060043024099692
467793,L,high,27,0.0012140863596152363
502671,R,high,27,0.0006184171948604521
545121,L,medium,27,0.0003351925376092914
545361,R,high,27,0.0010135654612488684
571745,R,high,27,-2.1361888651917742e-05
592325,L,high,27,-0.0015106256811534171
592626,L,high,27,-0.003676830327509952
593871,L,high,27,0.000767587471952494
595978,R,high,27,0.0007175384537069999
605131,R,high,27,0.0010047997144604207
605170,L,medium,27,0.0007727355176988466
605346,R,low,27,0.0017427846312555446
608336,L,high,27,-0.0029252175014777616
624428,L,high,27,-0.0008992147183149947
650859,L,high,27,0.002629013398117282
656555,R,high,27,0.00036652549485625166
656941,L,high,27,-0.0014668391477872904
660707,R,medium,27,-0.0007979721993289531
662139,L,medium,27,-0.002826316199139706
664761,R,high,27,0.0012449127095514438
665742,L,high,27,-0.0019838822406370816
665926,L,medium,27,-0.0011161101490862915
667472,R,low,27,0.0009514574465949849
668709,L,medium,27,-0.0004662425176389935
669289,R,medium,27,-0.00017954139605822934
669394,R,medium,27,0.0014366533242170206
676113,L,low,27,0.0
677347,R,low,27,0.0005060725341661254
680474,R,low,27,0.0
680718,L,low,27,0.0
680776,L,medium,27,-0.0011935453941793557
680869,R,low,27,0.0003220902521626431
681146,R,low,27,0.0004917517641273567
682177,L,low,27,0.0
682626,R,medium,27,0.0008824738348967242
686527,L,low,27,-0.0022426631721199335
686894,R,medium,27,0.0008253202105429398
691718,L,low,27,-7.025722066508156e-05
700250,L,low,27,0.0
457705,R,high,28,-0.00039254651975397534
467793,L,high,28,-0.00019519794354955027
502671,R,high,28,-9.156813604456491e-05
545121,L,medium,28,-4.8122216517849945e-05
545361,R,high,28,-0.002635643862203577
571745,R,high,28,-0.0005608115599410471
592325,L,high,28,-0.0002843328366753785
592626,L,high,28,0.001136088702716466
593871,L,high,28,-0.0019177958533047464
595978,R,high,28,-0.0017296033730626564
605131,R,high,28,-0.001335246696429532
605170,L,medium,28,0.0013970841153639045
605346,R,low,28,-0.0007185681068253249
608336,L,high,28,-0.0026668706071671547
624428,L,high,28,0.001451829729302133
650859,L,high,28,0.0008580733713014465
656555,R,high,28,-0.00031976395879973344
656941,L,high,28,0.0009286752408084461
660707,R,medium,28,-0.002871554442394801
662139,L,medium,28,-0.0012287750602525144
664761,R,high,28,-0.003915218959095962
665742,L,high,28,-0.00179305687787625
665926,L,medium,28,-0.001258477080096823
667472,R,low,28,-0.0013499200108226526
668709,L,medium,28,0.0013597533321271834
669289,R,medium,28,-0.0008734382826562961
669394,R,medium,28,0.0005644887938268982
676113,L,low,28,0.0
677347,R,low,28,-3.013027144690084e-05
680474,R,low,28,0.0
680718,L,low,28,0.0
680776,L,medium,28,0.0012418642357807585
680869,R,low,28,-0.0010923012054251658
681146,R,low,28,-0.0003246953690794328
682177,L,low,28,0.0
682626,R,medium,28,0.0002847819783824632
686527,L,low,28,0.0022019485634912385
686894,R,medium,28,-0.002858826001371695
691718,L,low,28,0.003378088863834208
700250,L,low,28,0.0
457705,R,high,29,0.0013462171251338061
467793,L,high,29,0.0002072459744326735
502671,R,high,29,0.0013096344975365754
545121,L,medium,29,4.4893682547662804e-05
545361,R,high,29,0.0005147232598919029
571745,R,high,29,0.0015325521689005773
592325,L,high,29,0.00208709321866484
592626,L,high,29,0.0009204342679224462
593871,L,high,29,-0.0007684425824386718
595978,R,high,29,-0.00015552143613505948
605131,R,high,29,0.002053817098360529
605170,L,medium,29,-0.0034426123894222335
605346,R,low,29,0.001352198865980996
608336,L,high,29,0.0024539508823364876
624428,L,high,29,0.001375109987181077
650859,L,high,29,-0.0021763340618653334
656555,R,high,29,0.0014600296527422516
656941,L,high,29,-0.00046628591715784103
660707,R,medium,29,0.0012443465690397581
662139,L,medium,29,0.0011769765749263749
664761,R,high,29,8.668651234932245e-05
665742,L,high,29,0.0013448714035346327
665926,L,medium,29,0.0002722695996560195
667472,R,low,29,0.0008688734243737324
668709,L,medium,29,0.0013180274360221158
669289,R,medium,29,-1.1254764762454091e-05
669394,R,medium,29,-0.0005415226991330444
676113,L,low,29,0.0
677347,R,low,29,0.0012133175083752377
680474,R,low,29,0.0
680718,L,low,29,0.0
680776,L,medium,29,0.0006503037345827928
680869,R,low,29,0.0006689108746290862
681146,R,low,29,0.0019692378589485668
682177,L,low,29,0.0
682626,R,medium,29,0.0010553949447630352
686527,L,low,29,0.0010631825053449852
686894,R,medium,29,0.002471904738668023
691718,L,low,29,-0.0002221847355041365
700250,L,low,29,0.0
457705,R,high,30,0.00013742263759663776
467793,L,high,30,0.0024945035898728297
502671,R,high,30,0.0002599047153484232
545121,L,medium,30,0.0025975195442856243
545361,R,high,30,-0.00023213341648746345
571745,R,high,30,-4.991363269104423e-05
592325,L,high,30,0.0015351290821708375
592626,L,high,30,-0.0007273007589242518
593871,L,high,30,-0.001518980235024782
595978,R,high,30,0.0004701790162482433
605131,R,high,30,-0.0013021267225739677
605170,L,medium,30,0.0024527474846952695
605346,R,low,30,0.0008830557043843149
608336,L,high,30,-0.0012809539214242755
624428,L,high,30,-0.0004382848062329199
650859,L,high,30,0.003112293736050824
656555,R,high,30,-0.0025261687391376305
656941,L,high,30,-0.0021253501531828096
660707,R,medium,30,0.0020422459383853224
662139,L,medium,30,0.00034341170853191127
664761,R,high,30,0.0008301849877987934
665742,L,high,30,-0.00041439299552794586
665926,L,medium,30,-0.002082874478396311
667472,R,low,30,0.0014754577360319642
668709,L,medium,30,-0.0015149858143944659
669289,R,medium,30,0.0010122241466397704
669394,R,medium,30,-0.002263159070281806
676113,L,low,30,0.0
677347,R,low,30,0.0010439148324589145
680474,R,low,30,0.0
680718,L,low,30,0.0
680776,L,medium,30,0.0012275128810626985
680869,R,low,30,0.0003340398076470855
681146,R,low,30,0.0003430661798198942
682177,L,low,30,0.0
682626,R,medium,30,-0.00021033636819230768
686527,L,low,30,-0.0002687521813269548
686894,R,medium,30,0.0002090349540313754
691718,L,low,30,-0.0018110347174206834
700250,L,low,30,0.0
457705,R,high,31,-0.0013644877729498339
467793,L,high,31,-0.0009289010766610291
502671,R,high,31,-0.0019657555190716364
545121,L,medium,31,0.002767051098196274
545361,R,high,31,0.0005317778113940625
571745,R,high,31,-0.0020090374378183462
592325,L,high,31,-0.0004744514753306164
592626,L,high,31,0.0005416467309311898
593871,L,high,31,0.0028251282272718776
595978,R,high,31,-0.0013674252218148924
605131,R,high,31,-0.0015744978908555467
605170,L,medium,31,0.0010602997257221523
605346,R,low,31,-0.0011902900319205921
608336,L,high,31,0.0007389886875716666
624428,L,high,31,-0.00024699869092561214
650859,L,high,31,-0.0006818341731299188
656555,R,high,31,-0.00010366944978728373
656941,L,high,31,0.001082105940037605
660707,R,medium,31,0.0006291804852285047
662139,L,medium,31,0.0013816501049429089
664761,R,high,31,0.0007750384377275768
665742,L,high,31,0.001912027508464275
665926,L,medium,31,0.002460361304030793
667472,R,low,31,0.0006627946321892612
668709,L,medium,31,-0.00037207390727377445
669289,R,medium,31,-0.002535087414164814
669394,R,medium,31,0.00040187353489298566
676113,L,low,31,0.0
677347,R,low,31,-0.0024025214105590563
680474,R,low,31,0.0
680718,L,low,31,0.0
680776,L,medium,31,0.00024109342938168085
680869,R,low,31,-0.0007549327938458117
681146,R,low,31,-0.0024754265732245487
682177,L,low,31,0.0
682626,R,medium,31,0.001188966540252484
686527,L,low,31,-0.00033008303777418184
686894,R,medium,31,0.00038971251761526614
691718,L,low,31,-0.0012337047169438278
700250,L,low,31,0.0
457705,R,high,32,0.0007845457552616438
467793,L,high,32,-0.0015656290195692698
502671,R,high,32,0.002252927176039993
545121,L,medium,32,-0.0007662077317621401
545361,R,high,32,0.0031531017691380217
571745,R,high,32,0.0019095754927041977
592325,L,high,32,0.001789038641208407
592626,L,high,32,0.0013896036991680688
593871,L,high,32,-0.002707125572144124
595978,R,high,32,0.0010077394759876674
605131,R,high,32,0.0015674176932521761
605170,L,medium,32,-0.0006427908168946518
605346,R,low,32,0.0017179284307257858
608336,L,high,32,0.0017314488815296028
624428,L,high,32,0.000487154441138909
650859,L,high,32,-0.004344770588420188
656555,R,high,32,-7.709506437017135e-05
656941,L,high,32,0.0024248278443251446
660707,R,medium,32,-3.036303800188704e-05
662139,L,medium,32,0.0005668423533155462
664761,R,high,32,0.0007366193286968343
665742,L,high,32,0.0009102591774584734
665926,L,medium,32,0.002367126627637368
667472,R,low,32,0.0015050778291438372
668709,L,medium,32,0.00019579231029640004
669289,R,medium,32,-0.0013040012061996651
669394,R,medium,32,0.0009321345429513566
676113,L,low,32,0.0
677347,R,low,32,0.0027906660706265777
680474,R,low,32,0.0
680718,L,low,32,0.0
680776,L,medium,32,0.00025671059395958264
680869,R,low,32,0.0010101174128287894
681146,R,low,32,0.0009897035282573528
682177,L,low,32,0.0
682626,R,medium,32,0.003669650946763731
686527,L,low,32,0.0024797709996234184
686894,R,medium,32,0.00175685536892911
691718,L,low,32,0.002327181331578309
700250,L,low,32,0.0
457705,R,high,33,-0.0009572341627298375
467793,L,high,33,0.0011401866981246111
502671,R,high,33,0.0005483781564055373
545121,L,medium,33,-0.0017223258096088602
545361,R,high,33,-0.003477621120095447
571745,R,high,33,-0.0002568950157011957
592325,L,high,33,0.0024076480525184784
592626,L,high,33,0.0039006636736580182
593871,L,high,33,-0.0009832113019535155
595978,R,high,33,-0.0008376056297034218
605131,R,high,33,-0.0010417179635950882
605170,L,medium,33,0.0005775661650031441
605346,R,low,33,-0.0005874056668771517
608336,L,high,33,0.00269133466228468
624428,L,high,33,0.0007075936757998913
650859,L,high,33,-0.000998954383459287
656555,R,high,33,-0.0020419246725941346
656941,L,high,33,0.0010733979719937214
660707,R,medium,33,-0.00023107459934459712
662139,L,medium,33,0.00168542922827471
664761,R,high,33,0.0001127859396568062
665742,L,high,33,-0.0004399342468356777
665926,L,medium,33,0.00022468399101088798
667472,R,low,33,8.124607004082701e-05
668709,L,medium,33,0.000782101580673523
669289,R,medium,33,-0.0006033895570683484
669394,R,medium,33,-0.00021429580053448628
676113,L,low,33,0.0
677347,R,low,33,-0.0007081930065213438
680474,R,low,33,0.0
680718,L,low,33,0.0
680776,L,medium,33,0.00026315014632104786
680869,R,low,33,-0.00042847362527200335
681146,R,low,33,-0.00026629588022932893
682177,L,low,33,0.0
682626,R,medium,33,0.0006464409700015173
686527,L,low,33,0.0018270350632296425
686894,R,medium,33,-0.00114362596357988
691718,L,low,33,0.0009495029972937638
700250,L,low,33,0.0
457705,R,high,34,-0.0010138371999313502
467793,L,high,34,0.0005725077479978425
502671,R,high,34,-0.0003778511992370551
545121,L,medium,34,-0.0017965902128749347
545361,R,high,34,0.0013453720952147808
571745,R,high,34,0.001176994338384031
592325,L,high,34,0.0009888176524699924
592626,L,high,34,0.0017261816809421029
593871,L,high,34,0.001324246225295536
595978,R,high,34,0.0009415731256491444
605131,R,high,34,0.0008986251344399329
605170,L,medium,34,-0.0022131434401580097
605346,R,low,34,0.0014455448995974128
608336,L,high,34,0.0020645779556696113
624428,L,high,34,-0.0010359047070987017
650859,L,high,34,0.0008385680464302804
656555,R,high,34,0.0008311707734408203
656941,L,high,34,0.004073687867211168
660707,R,medium,34,0.0005620885269094439
662139,L,medium,34,0.0028360939271815278
664761,R,high,34,0.003140188634001211
665742,L,high,34,0.0006754525576868955
665926,L,medium,34,0.001033113984312676
667472,R,low,34,0.0018103056585205752
668709,L,medium,34,0.0020239048233260007
669289,R,medium,34,0.0004980513868846437
669394,R,medium,34,0.0002717965228589615
676113,L,low,34,0.0
677347,R,low,34,-0.000969813553556043
680474,R,low,34,0.0
680718,L,low,34,0.0
680776,L,medium,34,0.0005017428314206076
680869,R,low,34,0.0008967820938869507
681146,R,low,34,-0.0009953729086773888
682177,L,low,34,0.0
682626,R,medium,34,0.0011517364387299848
686527,L,low,34,0.001606865999417661
686894,R,medium,34,0.00019340477868614662
691718,L,low,34,-0.0009665597378794305
700250,L,low,34,0.0
457705,R,high,35,-0.001658354298945382
467793,L,high,35,-0.0035696556002492506
502671,R,high,35,-0.002741378123027193
545121,L,medium,35,3.5989565471814566e-05
545361,R,high,35,-0.0030332663047707214
571745,R,high,35,-0.0018571937000251286
592325,L,high,35,6.699726472902128e-05
592626,L,high,35,-0.0015146955281016958
593871,L,high,35,-0.0005915752578683963
595978,R,high,35,-0.0021928043339418165
605131,R,high,35,-0.0012022201673750927
605170,L,medium,35,-0.0009294020647671729
605346,R,low,35,-0.003223345231695932
608336,L,high,35,-0.0002238145674871308
624428,L,high,35,0.0009290740471173224
650859,L,high,35,-0.001474892189336226
656555,R,high,35,-0.002712504050176877
656941,L,high,35,-2.5144275131051864e-05
660707,R,medium,35,-0.0035103228347223765
662139,L,medium,35,-0.0006648098025142029
664761,R,high,35,-0.0024462602785581375
665742,L,high,35,-0.0017944476891714304
665926,L,medium,35,-0.0003921708695446326
667472,R,low,35,-0.004020050443020839
668709,L,medium,35,0.001468698660226816
669289,R,medium,35,-0.0009668000558535412
669394,R,medium,35,-0.0030430760751087816
676113,L,low,35,0.0
677347,R,low,35,-0.0014187858383142638
680474,R,low,35,0.0
680718,L,low,35,0.0
680776,L,medium,35,-0.0011309557096256932
680869,R,low,35,-0.003247865905049784
681146,R,low,35,-0.0008347781205269826
682177,L,low,35,0.0
682626,R,medium,35,-0.004074935274044294
686527,L,low,35,0.001692551295764514
686894,R,medium,35,-0.0037483354693905384
691718,L,low,35,0.003455716545777617
700250,L,low,35,0.0
457705,R,high,36,-0.0008888897741604935
467793,L,high,36,0.0004125413169241856
502671,R,high,36,-0.0012235189730376644
545121,L,medium,36,-0.0011041676837598893
545361,R,high,36,0.004771199773827833
571745,R,high,36,-0.0009776942305200606
592325,L,high,36,-0.0007901581221305378
592626,L,high,36,0.0007027318137280119
593871,L,high,36,-0.0005710689350175869
595978,R,high,36,-0.0007064003154293607
605131,R,high,36,0.0013756265330044756
605170,L,medium,36,-0.00203781742781759
605346,R,low,36,-0.0008328014909693721
608336,L,high,36,0.0002461211280552821
624428,L,high,36,-0.0003309480653114473
650859,L,high,36,0.00013670369393551708
656555,R,high,36,-7.081289406989414e-05
656941,L,high,36,0.000793949870500788
660707,R,medium,36,0.001402899247396859
662139,L,medium,36,-0.0006391737486190806
664761,R,high,36,0.0008894739540659633
665742,L,high,36,-0.0015067593228411107
665926,L,medium,36,0.0007178769492250876
667472,R,low,36,0.000907011168073406
668709,L,medium,36,0.0012959449350096474
669289,R,medium,36,-0.000587206552205036
669394,R,medium,36,-1.5222190464236148e-05
676113,L,low,36,0.0
677347,R,low,36,-0.0014291158728741917
680474,R,low,36,0.0
680718,L,low,36,0.0
680776,L,medium,36,-0.00024759906440711396
680869,R,low,36,-0.0006590761790803196
681146,R,low,36,-0.0012850322331298977
682177,L,low,36,0.0
682626,R,medium,36,-0.0005363568204011524
686527,L,low,36,0.0012264402756435066
686894,R,medium,36,0.0002654385519648995
