batter,embedding_index,n_pitches,swing_rate,stand,whiff_rate,contact_rate,chase_rate,zone_swing_rate,ev_mean,ev_p90,la_mean,bat_speed_mean,pull_rate,woba_level,prior_pa_L,prior_pa_R,n_pa_L,n_pa_R,log_prior_pa,stratum,obs_platoon_diff,name,stand_names,pc1,pc2,pc3,pc4,pc5,tsne1,tsne2
425766,42,2545,0.4939096267190569,L,0.1137629276054097,0.8862370723945903,0.3016877637130801,0.7373107747105966,86.41500789889415,100.7,12.5086887835703,,0.4451612903225806,0.2980335570469798,144.0,601.0,144.0,601.0,6.61472560020376,medium,0.0764061633388796,James Loney,L,1.1110727514814385,1.335171093314313,0.8747108202195294,-0.28876440791531843,-0.11970955920714445,5.8454857,20.290972
425772,43,3654,0.4926108374384236,R,0.3161111111111111,0.6838888888888889,0.2874217416050085,0.6826568265682657,87.13786078098471,102.5,15.134125636672326,,0.4293193717277487,0.2312092783505154,276.0,694.0,276.0,694.0,6.878326468291325,medium,0.0325178653468654,Jeff Mathis,R,-1.1038268257490795,-0.9949458531210358,-0.21229115421125352,-0.2990184576183956,-0.22486035018597483,-9.706032,-10.446968
425783,44,11875,0.4117894736842105,L,0.2470347648261759,0.7529652351738241,0.2125389791564089,0.6217571774472501,90.321412803532,104.7,8.020971302428256,,0.4691218130311614,0.3502431880108992,884.0,2052.0,884.0,2052.0,7.98514393119862,high,0.0497234747250227,Shin-Soo Choo,L,-0.2649025159024213,-1.1932904182350643,0.3366675882457032,1.3606706533326043,-0.564925486362611,13.410899,-17.18715
425784,45,3525,0.5387234042553192,R,0.30173775671406,0.69826224328594,0.3635327635327635,0.7124293785310735,86.86677908937605,103.58,14.838111298482293,,0.4228769497400346,0.2675787234042553,273.0,667.0,273.0,667.0,6.846943139585379,medium,0.019157168668413,René Rivera,R,-0.4493916204200551,-0.5187127348294319,-0.15733958211806343,-0.495261680132455,-0.8422453061554394,-11.309082,-8.06667
425796,46,2422,0.5631709331131296,R,0.2705278592375366,0.7294721407624634,0.4397003745318352,0.7148114075436982,87.94978540772532,103.2,11.51931330472103,,0.4150110375275938,0.2992399403874813,283.0,388.0,283.0,388.0,6.51025834052315,medium,-0.0108279024443553,Jeff Francoeur,R,0.09156056183110993,0.8574160626014846,-0.8030476597398525,-0.3819715649838924,-1.460505019806711,0.46158192,20.378405
425834,47,2890,0.4972318339100346,R,0.3180236604036186,0.6819763395963814,0.2672476397966594,0.7065432914738929,88.44535864978903,103.5,9.962025316455696,,0.4122807017543859,0.305703947368421,218.0,542.0,218.0,542.0,6.634633357861686,medium,0.0751634280104269,B. J. Upton,R,-0.14702241276563863,-0.9355622823624841,-0.15489727205481257,0.7415362648336071,-0.8665288060002818,3.5687196,-14.417515
425835,48,1,1.0,R,0.0,1.0,,1.0,101.4,101.4,22.0,,0.0,1.256,1.0,0.0,1.0,0.0,0.6931471805599453,low,,Chin-Hui Tsao,R,0.04155948325992647,-0.0006913541227662979,-0.04262968175083934,0.04308884129052974,-0.018478386723969717,0.23933968,0.6819379
425877,49,12574,0.5449339907746142,R,0.1732340922358435,0.8267659077641565,0.3628778337531486,0.7307939569270331,87.23982078853047,100.6,13.253405017921146,,0.4239852398523985,0.3041510729613734,794.0,2701.0,794.0,2701.0,8.159374736775426,high,0.0276524731487638,Yadier Molina,R,-0.5420091443283229,1.0267702644722612,0.0036755641993199317,-0.6523998688406258,-0.9920423214530796,-0.9697834,22.539978
425900,50,2078,0.4403272377285852,L,0.2109289617486338,0.7890710382513662,0.2660984848484848,0.6203522504892368,85.80650406504064,99.92,16.319783197831978,,0.4634146341463415,0.2717476099426386,141.0,382.0,141.0,382.0,6.261491684321042,medium,-0.0534301177082173,Dioner Navarro,L,-0.3989559485758213,0.5376470374914387,1.0718932285708223,-0.1777274031204651,-0.5747858036928963,12.544993,10.945406
425902,51,3849,0.4684333593141075,L,0.2046589018302829,0.7953410981697171,0.3154630039875941,0.6853015075376885,90.19923664122138,106.7,10.416030534351146,,0.422680412371134,0.3308177480916031,384.0,664.0,384.0,664.0,6.955592608396297,medium,0.0603582141064257,Prince Fielder,L,1.1776806541698706,1.1040829844682591,-0.4743532998975009,0.13103348956297906,-0.09924039532770192,9.973361,2.0046449
429664,52,10994,0.514371475350191,L,0.1729442970822281,0.8270557029177719,0.3350847457627118,0.7220259128386337,90.74795789473684,106.4,7.877473684210527,,0.4386422976501306,0.3394013694163678,1013.0,2054.0,1013.0,2054.0,8.028781162487148,high,0.0455938322739152,Robinson Canó,L,1.1575390251461164,0.9121506471025815,-1.4214403548381491,-0.07968743857250044,0.6381022074086515,-11.05013,5.703028
429665,53,13406,0.4342831567954647,R,0.236173136379251,0.7638268636207489,0.2334751773049645,0.657016991818754,89.77219327333017,106.3,17.934154429180484,,0.4948352188883423,0.3645777708786091,793.0,2428.0,793.0,2428.0,8.07775756373692,high,-0.0008501192477007,Edwin Encarnación,R,0.15109400573523826,-0.3621602291693401,0.860147781881518,-0.7900759541666145,0.1045059997906653,-0.24153756,-12.633922
