batter,embedding_index,swing,contact,split_inplay,ev,la,spray
519068,412,0.4631961,0.66409665,0.41068774,82.81517,6.62477,1.2732544
519071,413,0.50470996,0.6906755,0.4085403,80.73693,11.152064,2.802395
519082,414,0.49620613,0.6094594,0.36533776,82.15748,12.26626,1.8244652
519083,415,0.43876216,0.619257,0.33439404,81.27077,13.981727,4.420825
519107,416,0.45719957,0.61173147,0.36653247,81.76928,9.662213,2.6432016
519184,417,0.4237285,0.78512436,0.48315415,78.659645,7.3087482,1.322838
519203,418,0.4904682,0.70537114,0.41154864,84.81032,13.771359,6.729386
519208,419,0.4716124,0.66280776,0.3994173,82.966064,8.56564,3.0005736
519222,420,0.52400666,0.67289215,0.38922235,83.37164,9.3370695,-2.9602513
519237,421,0.47718897,0.59252834,0.3715282,83.903755,8.366391,0.55372614
519295,422,0.4493784,0.7037467,0.4246328,82.12445,8.496179,4.5398993
519299,423,0.37901568,0.7444655,0.4497857,79.20553,10.940486,-0.17324363
519303,424,0.47635683,0.63656163,0.38159302,81.77785,9.130009,2.4414341
519306,425,0.4635606,0.58130443,0.34507555,83.297356,11.536362,3.9340994
519317,426,0.44644523,0.6005884,0.38815466,87.35695,5.1655283,2.5868034
519333,427,0.4787282,0.6499093,0.3675417,80.46984,11.183377,0.83983755
519345,428,0.51020926,0.6404631,0.38597754,82.92874,9.591916,1.7485508
519346,429,0.4700553,0.59285146,0.34541467,84.00102,14.370934,4.649605
519390,430,0.47697577,0.6997106,0.40956303,82.47728,16.535011,2.9097433
519421,431,0.47751892,0.59625196,0.3611166,83.19534,12.166453,4.3870115
519425,432,0.43098333,0.64882517,0.3901769,80.91526,9.237072,1.9996991
519445,433,0.44040552,0.6603566,0.3813175,80.435814,10.123511,3.2826884
520471,434,0.51696616,0.7009845,0.41475195,83.07609,12.248538,2.7647953
521692,435,0.59046423,0.71172744,0.42033413,86.335365,15.79243,6.948292
523253,436,0.3233183,0.6299033,0.38884026,81.3982,11.103559,0.8949152
524968,437,0.56500113,0.6306548,0.37479553,85.40812,11.401307,0.28472635
527038,438,0.45943123,0.7213896,0.41751173,81.86293,15.389074,5.3924727
527043,439,0.43727845,0.6083208,0.38486913,81.18311,5.3101606,12.135715
527049,440,0.4533775,0.6230936,0.37694657,81.7071,4.1498075,4.806751
534606,441,0.46652684,0.599907,0.3561819,81.3895,6.526605,0.9399952
534627,442,0.42173928,0.65528405,0.37242085,80.93028,8.725875,-4.627596
537953,443,0.41710785,0.68708736,0.40381688,81.44108,10.522222,-0.21377945
541600,444,0.48294073,0.6986291,0.39503598,80.8478,6.8442025,-1.6980861
541608,445,0.52380425,0.6928334,0.42968616,82.10508,10.412485,1.5513724
541645,446,0.5759065,0.60402316,0.3737567,85.03044,6.4714003,1.7613881
541650,447,0.5268267,0.6930938,0.4206043,83.36907,11.103059,2.3300376
542194,448,0.5787151,0.6334489,0.40637162,85.127174,10.877648,3.8374317
