,Hard throwers (top 20% velo),Soft tossers (bottom 20% velo),Fastballs up (top 20% share of FBs in top third of zone),Fastballs rarely up (bottom 20% share of FBs in top third of zone),Breaking balls buried (top 20% share of breaking balls below zone),Breaking balls rarely buried (bottom 20% share of breaking balls below zone),Breaking-ball heavy (top 20%),Fastball heavy (bottom 20% brk),"North-south (top 40% on both: FBs in top third, breaking balls below zone)","Power elevators (top 40% on both: velo, FBs in top third of zone)","Soft breakers (velo bottom 40%, brk top 40%)",name,stand,prior_pa_R
592450,-0.8243998926224001,-2.4378611216639623,6.250974335642293,-7.537332679251855,-2.5094881855077307,1.8516975179702295,-2.2463125037978866,4.524938030949324,4.486410895469748,3.003875355503691,-6.205251227965744,Aaron Judge,R,2691.0
691026,4.653177936829584,-3.3070832238159165,2.213414112961709,-1.3031730704702948,0.9422540324940898,-1.0995838510874603,0.07738732003390843,-0.07244840525248271,2.3465275799759056,3.67576202826602,-2.175012790734794,Masyn Winn,R,98.0
671218,-2.185572252205731,1.6250497575202048,-0.09279837133444213,0.4281235707301108,-1.937402096943041,0.7745692115584016,0.6771325765245578,-0.0425224400111902,-1.7836730731896784,-1.2631265365654556,0.894658794269562,Heliot Ramos,R,18.0
592192,1.6272532146106522,-1.202230247064808,0.0015407771248239356,0.7227477358508922,3.0338567152495384,-1.4270607312185921,-1.2414257750613191,-0.33943684934793455,0.8967282875882211,0.24879291048238383,-1.398027253578357,Mark Canha,R,2336.0
571745,-1.5131874428738896,1.2514546636681179,6.79360582181841,-6.520979594331785,1.1010503765562933,-1.267011126333345,0.8755026552722606,1.2380255808468252,5.114542534170662,2.2037717501287752,1.421949835472078,Mitch Haniger,R,1901.0
669127,-3.8530820538821837,1.4475874728100075,-6.498579350059721,7.376955762229017,-1.4270369906382856,0.42513384019609,-1.9199782669490322,1.4999132728084317,-7.174411546944323,-5.363480935762903,-1.0301254495179264,Shea Langeliers,R,462.0
805779,0.3793642963236575,1.3313021135816157,-1.0902263344808252,0.6319238312291318,-0.9749192419018073,0.9077156643623314,0.3828634210813949,0.10331579338893755,-0.8740045295807103,-0.7415754943839786,0.8211535405654433,Jacob Wilson,?,0.0
664238,-0.7756570548887123,3.1702015217630737,-5.416642778695442,7.628802967361486,4.5689897083015225,-1.3345787864086875,-1.927751954658959,0.5945678736105127,-4.527744123736237,-5.152803066260274,1.2417441150906467,Dylan Moore,R,724.0
672386,3.7773281401553103,-5.078013800658364,5.7109364355044745,-4.188226110799078,2.525243592076115,-2.4159828677056794,-0.014906974961899322,-0.65251454514665,5.369661733541785,5.919589205921947,-3.21793690461864,Alejandro Kirk,R,872.0
543807,-0.46730257055697677,-3.4824922922016883,5.922780160750921,-3.4833198081980767,3.6156795901500454,-2.3921235858787147,-0.15115471361003782,-2.505651228816315,5.017705175615972,2.6408898888587293,-2.258583616924994,George Springer,R,3531.0
640902,0.3793642963236575,1.3313021135816157,-1.0902263344808252,0.6319238312291318,-0.9749192419018073,0.9077156643623314,0.3828634210813949,0.10331579338893755,-0.8740045295807103,-0.7415754943839786,0.8211535405654433,Jhonny Pereda,?,0.0
