pitcher,p_throws,n_pitches,n_fb,fb_velo,fb_height,brk_share,bf,fb_velo_tercile,fb_height_tercile,brk_share_tercile
543408,R,7253,3737,92.68092052448488,2.452534268681776,0.4218943885288846,1842,1,0,2
543424,L,2350,1265,90.54877470355731,2.424216786814333,0.1102127659574468,568,0,0,0
543456,L,1444,887,87.34272829763246,2.3496376525955656,0.07479224376731301,397,0,0,0
543475,R,16428,8192,92.40458984375,2.749467164235654,0.38403944485025565,4280,0,2,2
543483,R,2139,1171,94.67865072587531,2.604011110068151,0.4273024777933614,543,2,1,2
543506,R,3701,1851,96.08811453268504,2.4026780320812278,0.3531477978924615,929,2,0,2
543507,R,7058,4090,94.91706601466993,2.870829304359393,0.2657976763955795,1722,2,2,1
543508,R,509,317,94.10157728706625,2.501849269568531,0.33398821218074654,132,1,1,1
543518,R,1371,722,93.58130193905816,2.512766851269885,0.11597374179431072,335,1,1,0
543521,R,12979,3877,90.95003868970853,2.7762180354954187,0.37522151167270207,3306,0,2,2
543532,R,893,384,91.17343749999999,2.5712450290116338,0.5195968645016797,220,0,1,2
543542,R,1689,994,95.78772635814889,2.4097046476485073,0.3724097098875074,421,2,0,2
543548,L,7526,3804,87.48362250262882,2.414690812199771,0.1587828859952166,1988,0,0,0
543557,L,8577,4060,92.3498275862069,2.2780144609626785,0.21079631572811006,2256,1,0,1
543594,L,1052,499,89.12204408817635,2.586291674760623,0.15019011406844107,272,0,1,0
543606,R,18274,9909,91.99208800080734,3.082702994745371,0.1363138885848747,4388,0,2,0
543607,L,238,146,93.14178082191782,2.3888447529433225,0.14285714285714285,67,2,0,0
543652,R,384,209,89.17559808612441,2.560438061888522,0.3307291666666667,95,0,1,1
543699,R,15121,8913,92.21187030180636,2.645834081238034,0.298855895774089,3704,0,1,1
543716,L,638,393,92.56870229007633,2.652303738592471,0.1786833855799373,164,1,1,0
543726,L,2123,1224,93.32181372549019,2.629542156449491,0.38389072067828545,541,2,1,2
543734,L,5500,2513,90.31941902109034,2.384119380964513,0.07418181818181818,1493,0,0,0
543746,R,1476,1003,93.85712861415753,2.195777291403279,0.296070460704607,406,1,0,1
543766,R,8842,195,93.80410256410256,2.2019575571109153,0.182650983940285,2235,1,0,0
543779,L,2997,2073,93.88326097443318,2.4502334763056752,0.10977644310977644,732,2,0,0
543859,R,3320,2213,94.17293267058292,2.653158339197967,0.32469879518072287,835,1,2,1
543867,L,691,404,93.80569306930693,2.7399613950732347,0.38929088277858176,179,2,2,2
543881,R,774,403,92.97915632754342,2.6269318565838535,0.4315245478036176,206,1,1,2
543883,R,4340,2144,89.63749999999999,2.8145557475609735,0.15691244239631336,1175,0,2,0
543900,R,561,370,95.02972972972972,2.333456733481516,0.22459893048128343,156,2,0,0
543901,R,2848,1548,89.5139534883721,2.3571106860690167,0.2580758426966292,805,0,0,1
543903,R,740,416,92.58076923076922,2.3177112987809716,0.23243243243243245,199,1,0,0
543921,R,242,143,91.2986013986014,2.5961026184515257,0.23140495867768596,61,0,1,0
543935,R,4200,2179,92.57599816429556,2.4572345693612205,0.4595238095238095,1132,1,0,2
543964,R,1156,671,95.27287630402384,2.3738505333801374,0.40657439446366783,309,2,0,2
544150,R,1904,1035,92.85391304347826,2.4919503627794493,0.33771008403361347,471,1,1,2
544365,L,2116,1009,91.65728444003965,2.6526171625733688,0.4045368620037807,524,1,1,2
544727,R,7566,5365,96.40495806150979,2.2669974123968513,0.2338091461802802,1961,2,0,0
544759,R,894,603,96.3849087893864,2.3866501597521586,0.12527964205816555,240,2,0,0
544836,L,2604,1790,97.12189944134079,2.6350266136696177,0.184715821812596,646,2,1,0
544928,L,3015,1384,90.40043352601155,2.405385858881844,0.43913764510779435,798,0,0,2
544931,R,13057,7077,94.90272714427017,2.6357074606112185,0.28352607796584206,3217,2,1,1
544993,R,1562,1022,92.86379647749511,2.6894218474384357,0.1939820742637644,380,1,2,0
545064,R,1642,965,96.75046632124352,2.361410527198343,0.4123020706455542,459,2,0,2
545332,R,1615,1020,95.4421568627451,2.3969392698794265,0.32260061919504646,416,2,0,1
545333,R,18507,8763,94.0148921602191,2.80593481233837,0.2790295563840709,4613,1,2,1
545343,R,1091,504,93.64642857142857,2.8210821145249825,0.5132905591200734,272,1,2,2
545346,R,262,144,90.01666666666667,2.5392672047619436,0.16030534351145037,63,0,1,0
545348,R,264,169,95.18106508875739,3.1229255505991764,0.056818181818181816,67,2,2,0
545357,L,326,232,92.99094827586208,2.1418222116308074,0.13803680981595093,84,2,0,0
545363,R,1241,831,94.8638989169675,2.208293346281479,0.24093473005640612,335,2,0,1
546276,L,446,337,92.39762611275964,2.276850976258124,0.19282511210762332,113,1,0,1
547001,R,992,431,94.00348027842227,2.7095277233950257,0.2923387096774194,240,1,2,1
547007,R,605,395,89.58025316455695,2.2542358810402265,0.27603305785123966,148,0,0,1
547179,R,11746,5770,95.20221837088388,2.44224776189136,0.25302230546569043,3037,2,0,1
547184,R,336,97,94.65051546391753,2.6224930223379785,0.7113095238095238,87,2,1,2
547749,R,3243,1815,93.1710743801653,2.6801931154849834,0.20968239284613013,823,1,2,0
547874,R,5257,2497,88.36888265919103,2.382422047568362,0.24386532242723988,1480,0,0,1
547888,R,13925,4282,91.69850537132182,2.418134197978514,0.35842010771992816,3749,0,0,2
547942,L,2382,1033,89.34898354307842,2.3957180935687745,0.4563392107472712,583,0,0,2
547943,L,11105,4236,89.98694523135033,2.6949052610248287,0.154975236380009,2863,0,2,0
547973,L,7799,5524,99.3813359884142,2.6153521438966956,0.23451724580074368,1853,2,1,1
548337,R,2386,1331,90.73846731780615,2.378085553952319,0.32062028499580886,619,0,0,1
548357,R,2549,1213,89.54006595218468,2.5476294801815667,0.3385641428010985,672,0,1,2
548384,L,3014,709,90.36361071932299,2.3428226867337916,0.3745852687458527,744,0,0,2
548389,R,12061,5043,91.62226849097759,2.846427024702,0.40809219799353286,3116,0,2,2
552640,R,3199,1634,94.6313341493268,2.34975376846063,0.4635823694904658,894,2,0,2
553878,L,5335,3420,97.48605263157894,2.608541253965065,0.1971883786316776,1342,2,1,1
553970,R,377,190,94.90578947368421,2.5003439178915055,0.06896551724137931,98,2,1,0
554234,R,2696,1938,91.38864809081528,2.4579616110584848,0.13353115727002968,717,0,0,0
554340,R,5627,2993,94.79231540260609,2.745488052803489,0.4039452639061667,1430,2,2,2
554374,R,432,288,97.89548611111111,2.339100743192839,0.26851851851851855,105,2,0,1
554430,R,17290,10417,96.11461073245657,2.62212264146684,0.13279352226720648,4408,2,1,0
554431,L,2643,1716,94.83199300699302,2.769416111855573,0.30230798335225123,664,2,2,1
570240,R,4225,2310,92.64714285714285,2.549578111704596,0.3517159763313609,1111,1,1,2
570257,L,2679,1558,93.41302952503209,2.3549891906018607,0.12840612168719673,696,2,0,0
570488,R,1769,804,92.67611940298508,2.5735432823220328,0.08140192198982477,461,1,1,0
570632,R,13847,8172,95.35932452276064,2.317349098870779,0.23463566115404058,3557,2,0,1
570649,R,5673,3171,96.99457584358247,2.4303455195835357,0.2469592808038075,1503,2,0,1
570663,R,7198,4468,96.1085496866607,2.5434515212288096,0.23659349819394276,1791,2,1,1
570666,R,6716,2750,94.2264,2.5026774606821647,0.4539904705181656,1806,1,1,2
570702,R,339,177,91.94011299435029,2.318640039205304,0.4778761061946903,95,0,0,2
570714,R,597,383,89.92976501305483,2.516460763511091,0.2931323283082077,148,0,1,1
570810,R,641,316,92.10822784810127,2.544437845741815,0.23400936037441497,166,0,1,0
571035,R,457,191,90.5586387434555,2.556099973676905,0.3785557986870897,112,0,1,2
571057,L,670,374,91.37272727272727,2.441670876725594,0.30895522388059704,171,1,0,1
571439,R,443,279,94.55197132616487,2.306906211825908,0.24153498871331827,113,2,0,1
571473,L,583,434,89.35898617511522,2.563129981234456,0.22298456260720412,138,0,1,1
571476,R,2263,1259,94.68427323272438,2.672857953746433,0.28501988510826337,594,2,2,1
571479,R,1841,845,94.06875739644971,2.619829819422345,0.44758283541553506,458,1,1,2
571510,L,14637,7578,91.56757719714965,2.732786594584629,0.34105349456855916,3725,1,2,2
571521,L,1627,1042,94.73857965451056,2.3669198164846357,0.35709895513214507,397,2,0,2
571527,R,1218,729,89.92537722908094,2.3820598060251075,0.12151067323481117,331,0,0,0
571539,R,901,560,95.15732142857142,2.310158310817586,0.0,235,2,0,0
571561,L,2836,2407,93.92525965932697,2.6293544088081884,0.12447108603667137,694,2,1,0
571577,R,271,176,90.8125,2.4518867998060476,0.25461254612546125,74,0,0,1
571578,L,22501,12698,92.01789258150889,2.394295789175032,0.37327229900893294,5912,1,0,2
571584,R,601,315,93.00063492063492,2.6257584468529673,0.46589018302828616,160,1,1,2
571616,L,512,274,91.96751824817518,2.658015887490061,0.396484375,138,1,1,2
571656,R,7599,3982,93.75964339527876,2.6779739207427915,0.23608369522305567,1898,1,2,1
571666,R,14916,7592,89.72207586933614,2.7686460855032715,0.27755430410297666,3907,0,2,1
571670,R,5343,3418,93.08779988297249,2.5505447764744247,0.23020774845592365,1414,1,1,0
571676,R,359,139,91.60863309352519,2.459606114752441,0.40947075208913647,96,0,0,2
571704,R,4934,2709,97.43735695828718,2.639518857285151,0.4483177948925821,1285,2,1,2
571710,R,7785,5012,94.87875099760575,2.5521790497522727,0.20783558124598586,1913,2,1,0
571735,R,2894,1702,91.88213866039953,2.336579799463706,0.18313752591568763,751,0,0,0
571760,L,13699,8130,92.17487084870848,2.763181756117235,0.2447623914154318,3507,1,2,1
571787,L,1596,824,87.91565533980582,2.515137838618625,0.2706766917293233,407,0,1,1
571800,R,5725,3408,92.46455399061033,2.694023742985918,0.29502183406113536,1512,0,2,1
571858,R,793,459,96.11677559912853,2.4491912327856946,0.3203026481715006,203,2,0,1
571863,R,2544,1131,92.16083112290008,2.6142035279165037,0.15959119496855345,690,0,1,0
571871,L,2612,1432,94.04280726256982,2.6834635532051494,0.40084226646248083,646,2,2,2
571882,R,4459,1780,94.05691011235955,2.6071568827328635,0.4119757793227181,1120,1,1,2
571893,L,1441,983,92.94577822990844,2.6553134377670653,0.13601665510062458,361,2,1,0
571901,L,5687,3303,92.17299424765366,2.2464394878939573,0.08457886407596273,1514,1,0,0
571917,R,521,248,95.49274193548388,2.2813654240086088,0.5124760076775432,123,2,0,2
571927,L,15084,8441,93.93349129250089,2.86727557369817,0.2450941394855476,3676,2,2,1
571945,R,12796,6382,93.398417424005,2.6632840997360336,0.4559237261644264,3359,1,2,2
571946,R,7574,4865,94.23453237410072,2.6145267621276083,0.14272511222603643,1912,1,1,0
571948,L,3493,1864,88.74898068669528,2.533580017555274,0.3217864300028629,874,0,1,2
571951,R,2740,1493,95.09819156061621,2.485716201554603,0.23138686131386862,750,2,0,0
572020,L,12604,7870,95.57927573062263,2.503713851610204,0.18732148524278008,3138,2,1,1
572021,L,2134,1712,94.49865654205608,2.522359247739313,0.19540768509840675,556,2,1,1
572038,R,498,268,95.29291044776119,2.608107413164669,0.44779116465863456,127,2,1,2
572044,R,889,423,92.6130023640662,2.727134451170747,0.45219347581552305,218,1,2,2
572070,R,9542,4474,95.45914170764416,2.566749362334086,0.4071473485642423,2497,2,1,2
572086,R,307,150,90.74266666666666,2.41080851196619,0.3745928338762215,73,0,0,2
572096,R,3714,2761,98.16001448750453,2.645291179196848,0.12520193861066237,861,2,1,0
572102,R,1821,1097,93.09762989972653,2.293466852523879,0.2872048325096101,415,1,0,1
572119,L,215,97,88.34432989690721,2.3811814881309235,0.4325581395348837,54,0,0,2
572125,L,1332,654,90.48195718654434,2.7374014533144586,0.509009009009009,307,0,2,2
572140,L,5772,3293,91.8480109322806,2.6990694490440523,0.29902979902979904,1450,1,2,1
572143,R,2678,1729,93.20011567379989,2.632099316862163,0.19902912621359223,694,1,1,0
572193,R,5807,2998,94.22471647765177,2.464411291309308,0.18890993628379543,1503,1,0,0
572308,R,921,533,96.02195121951219,2.2231993409065662,0.3963083604777416,242,2,0,2
572309,R,258,123,91.96178861788617,2.3961110198663014,0.3875968992248062,68,0,0,2
572362,L,3430,1912,90.18158995815901,2.592315224067308,0.26151603498542275,915,0,1,1
572383,L,244,139,83.16115107913669,2.733193445235244,0.430327868852459,60,0,2,2
572403,R,4582,2442,93.86289926289926,2.4538607419518192,0.3784373635966827,1206,1,0,2
572703,R,1324,587,93.7221465076661,2.7017526782312387,0.4690332326283988,334,1,2,2
572728,R,442,157,91.25286624203822,2.7755485857807485,0.06108597285067873,136,0,2,0
572750,R,4152,2666,93.67828207051762,2.3402308771747853,0.20785163776493257,1085,1,0,0
572788,R,1197,670,91.67164179104478,2.4211930113799216,0.24812030075187969,299,0,0,1
572831,L,770,360,91.15833333333333,2.448574163817547,0.4922077922077922,204,0,0,2
572888,R,6320,2968,93.56378032345013,2.422592141523847,0.28132911392405063,1687,1,0,1
572955,R,3552,1388,95.05914985590779,3.0932917896306606,0.5596846846846847,854,2,2,2
572971,L,18917,9803,88.82858308681016,2.0817867218789052,0.15996193899666966,4982,0,0,0
572990,R,357,161,95.73354037267082,2.3434167389571523,0.14285714285714285,91,2,0,0
572998,R,637,323,90.79102167182663,2.526209035738376,0.49293563579277866,167,0,1,2
573009,L,2204,1037,90.37107039537126,2.5485029278232734,0.2980943738656987,622,0,1,1
573046,R,2541,1084,91.69391143911439,2.501911984392061,0.2097599370326643,708,0,1,0
573064,L,3170,966,89.73447204968944,2.520557779907721,0.5290220820189274,829,0,1,2
573109,R,3766,1489,92.46386836803224,2.3762338194030184,0.3616569304301646,929,0,0,2
573124,L,6735,3393,93.96430887120543,2.4288237035681983,0.4846325167037862,1785,2,0,2
573127,L,1259,631,92.93565768621237,2.6026814858209244,0.4948371723590151,302,2,1,2
573185,R,9403,4735,90.18496304118268,2.680071064442643,0.3119217271083697,2299,0,2,1
573186,R,18389,9374,92.53668657990185,2.2134221541560413,0.2625482625482625,4839,0,0,1
573188,R,255,110,91.94090909090909,2.5823540261900355,0.11764705882352941,75,0,1,0
573204,L,3010,1528,91.88736910994764,2.7949069768406725,0.4867109634551495,733,1,2,2
573244,L,337,185,88.21135135135135,2.367945614561453,0.2403560830860534,84,0,0,1
573589,R,1135,669,93.9594917787743,2.6159315262944123,0.35330396475770925,276,1,1,2
573668,R,3198,1891,94.5206768905341,2.562460127353671,0.1910569105691057,778,2,1,0
579328,L,10609,4704,94.31904761904762,2.5788324664282847,0.343953247242907,2735,2,1,2
580792,R,2679,1372,91.8597667638484,2.824940990115153,0.48450914520343413,660,0,2,2
582494,L,1010,566,88.48445229681978,2.36843647397015,0.36237623762376237,244,0,0,2
584171,R,2739,1588,90.80050377833754,2.6682060017258955,0.17488134355604235,712,0,2,0
591693,R,2629,1135,94.20757709251102,2.7317176932650997,0.5408900722708254,654,1,2,2
592091,R,794,359,91.29526462395543,2.3426568223491917,0.11586901763224182,218,0,0,0
592094,R,3288,1459,94.42933516106922,2.9826612331537903,0.32086374695863745,800,2,2,1
592102,R,5033,2981,94.37071452532706,2.693738357735323,0.40433141267633615,1237,1,2,2
592127,R,841,448,94.43214285714285,2.5654377981132046,0.4351961950059453,223,2,1,2
592130,R,2072,1383,91.92704266088215,2.749745782761657,0.07625482625482626,513,0,2,0
592135,R,4790,2659,93.86261752538549,2.6479447521133945,0.3933194154488518,1208,1,2,2
592145,L,1804,982,94.1001018329939,2.5853319908351686,0.4556541019955654,468,2,1,2
592165,R,870,453,94.36070640176601,2.168495441819588,0.06896551724137931,239,1,0,0
592169,R,2810,1678,93.60965435041716,2.5667429413925777,0.37935943060498223,727,1,1,2
592170,R,1920,984,92.15884146341463,2.236997525529369,0.2109375,543,0,0,0
592181,R,217,154,95.1461038961039,2.4385030106339722,0.2903225806451613,53,2,0,1
592222,L,5125,2573,85.98643606684804,2.049181702870159,0.18302439024390244,1414,0,0,0
592229,R,5151,2800,93.83449999999999,2.3204350493619343,0.22170452339351582,1378,1,0,0
592233,R,1516,984,92.4484756097561,2.2914888959833424,0.32717678100263853,410,0,0,1
592254,R,1210,739,93.10541271989173,2.653330857311658,0.1206611570247934,302,1,2,0
592279,R,310,165,92.47090909090909,2.5470013013481907,0.44516129032258067,84,0,1,2
592280,R,202,98,91.86530612244897,2.736386997046767,0.37623762376237624,50,0,2,2
592288,L,240,127,91.53228346456693,2.5516701498026615,0.2833333333333333,68,1,1,1
592314,R,13499,7843,95.35250541884483,2.62614755083871,0.34217349433291355,3347,2,1,2
592329,R,492,316,93.86044303797469,2.5374497857319414,0.27235772357723576,132,1,1,1
592332,R,22714,13133,94.78316454732354,2.425748570878581,0.11090076604737166,5724,2,0,0
592340,R,2249,1135,92.68607929515419,2.750983984206934,0.17963539350822588,556,1,2,0
592341,R,609,322,94.4444099378882,2.318913398000627,0.4482758620689655,168,2,0,2
592346,R,4844,2715,92.03613259668508,2.3056976468304717,0.22295623451692817,1244,0,0,0
592351,R,17991,9143,95.47249261730285,2.529922931410522,0.4227113556778389,4602,2,1,2
592390,R,6015,3472,94.61028225806453,2.7277851763540215,0.4146300914380715,1473,2,2,2
592422,R,218,159,94.70251572327045,2.295271772438948,0.2706422018348624,54,2,0,1
592426,R,5148,2077,95.17289359653347,2.6245968531410573,0.5878010878010878,1335,2,1,2
592433,R,875,556,91.84640287769784,2.155681881788278,0.2,225,0,0,0
592454,R,4543,2299,96.709351892127,2.7418509254807475,0.05987233105877174,1102,2,2,0
592464,L,307,52,89.4076923076923,2.672579164422566,0.8273615635179153,82,0,1,2
592468,R,2302,1215,91.93679012345679,2.4093244025366607,0.20199826238053867,582,0,0,0
592473,L,2258,1728,88.99369212962964,2.155368009101118,0.1120460584588131,632,0,0,0
592499,R,898,468,92.35555555555555,2.7784757483191544,0.40757238307349664,240,0,2,2
592527,R,463,255,93.36117647058823,2.4856887590684504,0.4017278617710583,120,1,0,2
592533,R,941,559,89.13076923076923,2.497886933352307,0.31562167906482463,260,0,1,1
592547,R,924,536,93.15298507462687,2.3969297195405335,0.3181818181818182,231,1,0,1
592570,R,403,207,92.55893719806764,2.5845692330277785,0.14392059553349876,105,0,1,0
592593,L,3061,1646,89.88371810449576,2.330217781022931,0.12022214962430579,848,0,0,0
592612,L,3586,1451,95.28766368022053,2.4613304563816487,0.11126603457891801,956,2,0,0
592614,L,855,403,89.0741935483871,2.4761918006342363,0.14502923976608187,229,0,1,0
592644,R,4586,2493,91.16574408343362,2.844564934057666,0.18403837767117315,1176,0,2,0
592662,L,20708,12526,93.91474532971421,2.673424044227784,0.3686015066640912,4940,2,2,2
592665,R,4196,2833,92.37740910695376,2.441816316798667,0.30195424213536703,1092,0,0,1
592677,L,251,93,89.38709677419355,2.660510814355077,0.5139442231075697,62,0,1,2
592705,R,588,313,93.64984025559106,2.5656390161259814,0.20068027210884354,154,1,1,0
592712,R,636,308,96.22824675324675,2.7495117580491883,0.5,165,2,2,2
592716,R,4709,2788,92.17266857962697,2.590155262408694,0.2365682735187938,1249,0,1,1
592717,R,10616,7114,94.2947708743323,2.62377324274994,0.18735870384325545,2825,1,1,0
592741,L,6125,2886,91.77262647262647,2.4799966825760285,0.1510204081632653,1479,1,1,0
592761,L,7906,4086,91.91505139500735,2.849889862649903,0.3203895775360486,1880,1,2,2
592767,L,12831,5992,91.5441922563418,2.7205510928196026,0.35390850284467307,3222,1,2,2
592773,R,5901,3503,97.85732229517556,2.8856030166531754,0.21792916454838163,1460,2,2,0
592779,R,2302,1343,93.37088607594937,2.556085612252422,0.1898349261511729,578,1,1,0
592789,R,14620,8056,96.97285253227409,2.5017256160269676,0.2734610123119015,3808,2,1,1
592791,R,14970,8104,94.54552073050345,2.597692580308607,0.3241816967267869,3864,2,1,1
592804,R,3103,1838,93.80087051142546,2.7382483500571553,0.24202384788913955,722,1,2,1
592811,R,2881,1405,89.75024911032028,2.3310728389377338,0.48385977091287746,742,0,0,2
592815,R,2087,1276,95.34278996865203,2.5045249989773932,0.3881169142309535,538,2,1,2
592826,R,13278,8167,93.89576343822701,2.581865581238651,0.2971079981924989,3185,1,1,1
592831,R,248,82,90.0219512195122,2.5941184317890014,0.024193548387096774,64,0,1,0
592833,R,288,211,95.09431279620854,2.7646299452154555,0.1875,76,2,2,0
592836,R,16596,8910,93.95379349046016,2.763558870599301,0.16118341769100988,4220,1,2,0
592848,R,449,146,94.27739726027397,2.8298072196199318,0.6525612472160356,118,1,2,2
592858,R,2542,1504,95.04753989361703,2.7956854844206256,0.2871754523996853,642,2,2,1
592865,R,1760,1072,95.30438432835821,2.4637806849092065,0.3778409090909091,446,2,0,2
592866,R,14153,9114,90.87008997147247,2.4234649101638857,0.22193174591959303,3621,0,0,0
592869,R,2245,1439,90.32612925642808,2.530029964630829,0.24142538975501113,632,0,1,1
592872,R,457,193,91.97098445595856,2.5536450888283806,0.07221006564551423,110,0,1,0
592879,R,3617,1991,91.73159216474134,2.8912208429755992,0.26403096488802874,896,0,2,1
593140,R,4652,3196,95.21120150187734,2.564467811901781,0.26504729148753225,1090,2,1,1
593144,R,3718,2988,93.04759036144578,2.835036622187779,0.1947283485745024,933,1,2,0
593334,R,8251,3572,93.50162374020157,2.520659491435166,0.36601624045570236,2179,1,1,2
593372,R,13299,7004,95.36206453455169,2.4771132905382456,0.2560342882923528,3498,2,0,1
593417,R,822,525,94.39466666666667,2.330914480795419,0.17274939172749393,211,1,0,0
593423,R,9636,5638,96.2352429939695,2.435733838363804,0.1922997094229971,2517,2,0,0
593576,R,8891,4634,94.18347000431592,2.6177851638846,0.038578337644809356,2236,1,1,0
593604,L,214,129,93.84263565891473,2.437993049901582,0.34579439252336447,49,2,0,2
593619,R,1278,941,97.42667375132838,2.2942039231145506,0.16040688575899845,319,2,0,0
593679,R,2669,1492,93.7014745308311,2.392961770858786,0.32521543649306855,711,1,0,1
593958,L,18610,10816,93.13161057692308,2.657679172904057,0.08194519075765717,4648,2,1,0
593969,L,266,129,88.84108527131782,2.2416238313255654,0.10150375939849623,68,0,0,0
593974,L,5584,2448,95.65453431372549,2.3934936607340247,0.21651146131805157,1480,2,0,1
594027,R,2040,1615,98.81250773993808,2.6427577743398154,0.19705882352941176,488,2,1,0
594056,L,703,428,94.73434579439252,2.559208441793114,0.3911806543385491,186,2,1,2
594311,R,1451,983,96.44211597151578,2.3881940923199148,0.32253618194348727,381,2,0,1
594577,R,4534,2100,94.501,2.788125048304722,0.3689898544331716,1147,2,2,2
594580,L,2069,1123,93.4773820124666,2.5703867070791118,0.444659255679072,534,2,1,2
594736,R,2463,1377,93.4955700798838,2.4152383704241442,0.11246447421843281,679,1,0,0
594742,R,2013,1203,90.67880299251871,2.3418756883780474,0.1957277694982613,516,0,0,0
594760,R,1275,729,91.4809327846365,2.28255933308617,0.21098039215686273,328,0,0,0
594772,R,441,227,89.34757709251102,2.2807689639257624,0.3741496598639456,131,0,0,2
594792,R,897,550,93.68036363636364,2.4731225275426825,0.34225195094760313,224,1,0,2
594795,L,1798,1297,91.50200462606014,3.086443569397646,0.25695216907675195,426,1,2,1
594798,R,18482,10080,96.15105158730158,2.7997495968924375,0.32453197705875986,4613,2,2,1
594815,R,375,220,93.64,2.69288126313953,0.128,99,1,2,0
594835,L,13469,5450,89.02790825688074,2.690775923799171,0.16994580147004232,3605,0,2,0
594840,L,2662,1800,91.10366666666667,2.3188822294465847,0.26859504132231404,762,0,0,1
594857,L,622,429,92.63263403263403,2.4348191354699495,0.2958199356913183,158,1,0,1
594867,R,267,161,89.67888198757764,2.317904696017819,0.3258426966292135,71,0,0,1
594902,R,3334,1945,91.18930591259641,2.7635131084328455,0.33203359328134374,895,0,2,1
594943,R,1660,923,90.08916576381365,2.3709142581566947,0.05060240963855422,473,0,0,0
594951,L,804,363,90.73498622589533,2.4228139935818236,0.4228855721393035,203,0,0,2
594965,R,2733,1855,93.16522911051213,3.001765857839903,0.09476765459202342,622,1,2,0
594977,L,232,147,89.07142857142857,2.39191067383853,0.2413793103448276,64,0,0,1
594985,R,256,133,80.33082706766918,2.417020840184705,0.46484375,68,0,0,2
594986,L,3374,1828,89.23353391684901,2.264889197262279,0.09217545939537641,878,0,0,0
594987,R,1775,649,92.94884437596302,2.1190610397514344,0.2952112676056338,464,1,0,1
594992,R,676,409,94.43227383863082,2.5553609513214073,0.39349112426035504,174,2,1,2
595001,R,3273,1346,90.94873699851412,2.433125570150728,0.4922089825847846,819,0,0,2
595014,R,6896,4258,96.93405354626586,2.248966647082036,0.261745939675174,1854,2,0,1
595032,R,1402,620,89.99758064516129,2.5966041924852217,0.2703281027104137,389,0,1,1
595191,R,7346,3661,90.91625239005737,2.5731722746467236,0.46692077320991016,1904,0,1,2
595234,R,459,290,90.5496551724138,2.857779833630759,0.25272331154684097,116,0,2,1
595235,R,220,129,93.45426356589148,2.4132133320842524,0.15,55,1,0,0
595307,R,1608,1053,89.37730294396961,2.3044604149104955,0.12935323383084577,445,0,0,0
595345,L,3335,1326,92.95279034690799,2.747136362754744,0.5442278860569715,809,2,2,2
595411,L,827,541,91.17744916820702,2.0882056146458106,0.3349455864570738,221,0,0,2
595465,R,2754,906,92.99812362030906,2.576035218925685,0.13870733478576616,679,1,1,0
595798,R,332,169,93.41597633136094,2.5459076633920747,0.3493975903614458,83,1,1,2
595881,R,3281,1732,94.57621247113164,2.586350418628189,0.2541907954891801,821,2,1,1
595897,R,297,163,97.26564417177913,2.734127449458719,0.4511784511784512,74,2,2,2
595918,R,3590,1673,92.8866706515242,2.555046660765083,0.4587743732590529,879,1,1,2
595928,R,1714,969,94.36790505675954,2.6866592619352234,0.42998833138856474,444,1,2,2
595939,R,581,275,93.59745454545454,2.920589217954187,0.43717728055077454,151,1,2,2
596001,R,11445,5213,91.46061768655285,2.4892927548742243,0.454084753167322,3071,0,1,2
596027,R,1092,466,95.81180257510731,2.5284821132895803,0.5732600732600732,254,2,1,2
596035,R,452,351,93.63960113960114,2.111256197194464,0.168141592920354,124,1,0,0
596043,R,5104,2724,91.98961086637298,2.493050700877057,0.2623432601880878,1326,0,1,1
596049,L,318,154,91.00324675324676,2.4013806477713877,0.22327044025157233,81,0,0,1
596057,L,9926,5208,92.02398233486943,2.7500243960970705,0.2839008664114447,2490,1,2,1
596064,L,1458,855,89.57953216374268,2.720507586751801,0.1522633744855967,375,0,2,0
596071,L,3393,1719,91.34746945898777,2.7679523107806903,0.28735632183908044,863,0,2,1
596074,L,595,369,89.71571815718157,3.1463205377284993,0.13109243697478992,142,0,2,0
596082,R,493,235,90.52340425531915,2.5874153920768403,0.49898580121703856,126,0,1,2
596101,R,987,553,93.45714285714286,2.535605756220338,0.27760891590678827,251,1,1,1
596112,R,6009,2721,94.96868798235943,2.709037314570963,0.3917457147611915,1541,2,2,2
596133,R,10159,5525,93.73509502262444,2.7251301272698267,0.1438133674574269,2459,1,2,0
596271,R,2108,1092,90.65540293040293,2.2013550419384758,0.3164136622390892,571,0,0,1
596295,L,7773,3407,91.39057822130907,2.696887608151319,0.40061752219220376,2035,1,2,2
596331,R,310,200,95.81450000000001,2.4764520862942176,0.35161290322580646,84,2,0,2
596720,R,1481,769,96.2005201560468,2.5166499271799876,0.2687373396353815,359,2,1,1
596816,R,273,154,94.72597402597403,2.5188328743262445,0.36996336996337,73,2,1,2
597113,R,662,399,93.44185463659149,2.530902549618569,0.3685800604229607,153,1,1,2
598264,R,8033,4337,96.02079778648836,2.9763800571569847,0.4164073198058011,1922,2,2,2
598271,L,3004,1408,88.36619318181819,2.858839038075019,0.5093209054593875,764,0,2,2
598286,L,2472,849,89.51625441696113,2.2121037704249615,0.12702265372168284,654,0,0,0
598287,R,4911,1855,89.6645283018868,2.684233422232678,0.3135817552433313,1251,0,2,1
599683,R,1844,901,92.54528301886793,2.5091603696104503,0.4452277657266811,486,0,1,2
599998,R,634,320,93.41499999999999,2.434583538458092,0.416403785488959,160,1,0,2
