batter,stand,stratum,centered_obs,centered_pred,agree
592518,R,high,-0.015520896324349309,0.003532099329930016,False
592626,L,high,-0.011488561970454843,-0.011240288700934777,True
592663,R,high,0.0044081046625176895,0.0012160260019453174,True
592669,R,high,-0.01173547874122871,0.009193467264738716,False
592696,L,high,-0.004109539028978246,-0.0011283734989664777,True
592885,L,high,0.03502899371120195,-0.0066892154169412785,False
593160,R,high,-0.03079601725193481,-0.0009325443256449836,True
593428,R,high,-0.03939819513404241,0.0007072218292666164,False
593871,L,high,0.03731627946004436,0.02226455100925452,True
593934,R,high,0.036733615952698195,-0.00021698833539358225,False
594807,R,high,0.1644882734279283,-0.0004114545822419824,False
595281,L,high,-0.016409002406407143,-0.00567625857010598,True
595777,L,high,0.04936390218172876,0.031089682593030923,True
595879,R,high,-0.06667079878579721,0.004352159128036616,False
595909,L,medium,-0.20346674244942345,-0.006378728018859574,True
595978,R,high,0.053249380954816086,-0.0009268917943163826,False
596019,L,high,0.042923698023289956,0.03167394441603792,True
596103,R,high,-0.06524814669526151,0.004045023913516117,False
596115,R,high,-0.1674971266430598,-0.000954680841316783,True
596117,L,low,0.04617780154069356,0.004051791563867722,True
596142,R,high,-0.01188211212466671,-0.0001785810029652831,True
596146,L,high,0.05072273154583036,-0.007237054737449476,False
600869,L,high,0.017611676721513154,0.030833691485720825,True
602104,R,medium,0.03148036626377919,-0.0021618894053755822,False
605113,R,high,0.07336831308289758,0.004413161977526418,True
605131,R,high,0.10330279227187458,-0.004191427048544583,False
605137,L,high,0.018050795195170156,0.01872004919443762,True
605141,R,high,-0.02809252148922301,0.0006363591797471178,False
605170,L,medium,0.07566638505620255,0.017060338740194622,True
605204,R,high,-0.01365836128045551,-0.0014306440587849838,True
605346,R,low,-0.04091322571426721,-0.0008192730922280834,True
605361,L,low,-0.011428435781821546,-0.00437700607396288,True
606115,R,high,-0.030918475663215608,0.005333369534981916,False
606192,R,high,0.02378880417663649,0.0013491886972325177,True
606466,L,high,0.12332754277579797,0.042709807109592025,True
606992,R,medium,0.1473487764295609,-0.0017017466749560829,False
