batter,embedding_index,n_pitches,swing_rate,stand,whiff_rate,contact_rate,chase_rate,zone_swing_rate,ev_mean,ev_p90,la_mean,bat_speed_mean,pull_rate,woba_level,prior_pa_L,prior_pa_R,n_pa_L,n_pa_R,log_prior_pa,stratum,obs_platoon_diff,name,stand_names,mean_cosine_real,mean_cosine_null
150359,11,163,0.4110429447852761,R,0.3283582089552238,0.6716417910447762,0.2727272727272727,0.4814814814814814,84.49565217391304,102.2,-9.043478260869565,,0.3478260869565217,0.1299767441860465,8.0,35.0,8.0,35.0,3.784189633918261,low,-0.0243892857142857,A. J. Burnett,R,0.9372626030057833,0.1611458688832429
217100,12,240,0.525,R,0.1825396825396825,0.8174603174603174,0.3442622950819672,0.711864406779661,86.66603773584906,97.82,12.62264150943396,,0.4181818181818181,0.1688611111111111,41.0,31.0,41.0,31.0,4.290459441148391,low,0.0969079464988198,Willie Bloomquist,R,0.9145104695379803,-0.09388865195914711
276519,13,2783,0.4444843693855551,L,0.1754244139046079,0.824575586095392,0.2572214580467675,0.6493604213694507,85.44578544061302,98.8,15.195402298850574,,0.5532319391634981,0.2814038461538461,144.0,584.0,144.0,584.0,6.591673732008658,medium,-0.1110477549467275,Jimmy Rollins,L,0.8494593201969268,-0.278039084430537
285078,14,674,0.5281899109792285,L,0.348314606741573,0.651685393258427,0.3831325301204819,0.7606177606177607,88.20833333333333,103.93,9.041666666666666,,0.6050420168067226,0.3144230769230769,59.0,123.0,59.0,123.0,5.209486152841421,low,0.0090275595976298,Josh Hamilton,L,0.9179346089919762,-0.07711733439797695
285079,15,197,0.7106598984771574,R,0.1357142857142856,0.8642857142857143,0.6764705882352942,0.7473684210526316,73.126,87.07000000000001,1.4,,0.2444444444444444,0.1293934426229508,10.0,51.0,10.0,51.0,4.127134385045092,low,-0.0498686274509803,R. A. Dickey,R,0.9639527472707203,0.06131351890952766
346874,16,2458,0.5203417412530512,R,0.2134480062548865,0.7865519937451134,0.3040488922841864,0.7667536988685814,88.49893162393163,104.83,10.457264957264956,,0.3493449781659388,0.2944003067484663,183.0,469.0,183.0,469.0,6.481577129276431,medium,0.0103675183799969,Juan Uribe,R,0.896415957245465,0.005174936445174395
400085,17,4059,0.43729982754373,L,0.1284507042253521,0.8715492957746479,0.2536413862380713,0.6141199226305609,82.93454987834549,97.2,5.081508515815085,,0.3828220858895705,0.27909537299339,227.0,832.0,227.0,832.0,6.966024187106113,medium,-0.0927059577261945,Ichiro Suzuki,L,0.89236436376541,0.16798013186495325
400121,18,7761,0.4741657002963536,L,0.1404891304347826,0.8595108695652174,0.3014064015518913,0.6700577398955183,88.5901875,101.4,14.5375,,0.4766600920447074,0.3078272952853598,493.0,1522.0,493.0,1522.0,7.60887062919126,high,-0.0227352168199737,Víctor Martínez,L,0.9115417325546271,0.141991702679168
400284,19,5906,0.3958686081950558,L,0.1479897348160821,0.8520102651839179,0.2112914131169709,0.5810719131614654,87.74225746268657,100.9,12.72108208955224,,0.5019493177387915,0.2975523370638578,257.0,1262.0,257.0,1262.0,7.326465613840322,medium,0.0729912374280833,Chase Utley,L,0.8694192274786547,-0.008522214849967638
405395,20,14459,0.4663531364548032,R,0.1706955361115231,0.8293044638884769,0.3172975814931651,0.6318785578747628,90.0007402422611,105.1,13.513286242852338,,0.4898590580955655,0.3166066312997347,1109.0,2661.0,1109.0,2661.0,8.235095497258357,high,0.0304370334074425,Albert Pujols,R,0.8820717344541356,0.006608216351263518
407781,21,2467,0.5962707742197001,R,0.292318150917743,0.707681849082257,0.4159090909090909,0.8038360941586749,86.45397196261683,102.66,13.032710280373832,,0.417607223476298,0.3189776119402985,181.0,489.0,181.0,489.0,6.508769136971682,medium,0.0565774666983018,Marlon Byrd,R,0.8966844501219182,0.02573422265397396
407793,22,653,0.4609494640122512,R,0.3289036544850499,0.6710963455149501,0.3184931506849315,0.5761772853185596,85.65051546391753,100.46,1.958762886597938,,0.3157894736842105,0.1369839572192513,48.0,139.0,48.0,139.0,5.236441962829949,low,-0.0223444244604316,John Lackey,R,0.9684484939019883,0.2191425200700589
407812,23,4624,0.4684256055363321,R,0.229455216989843,0.7705447830101569,0.274079874706343,0.7082125603864734,91.31080050825922,108.04,9.7712833545108,,0.3588390501319261,0.3358587047939445,342.0,847.0,342.0,847.0,7.081708586105575,medium,0.0207296270980481,Matt Holliday,R,0.8472622743080569,-0.009100483087464518
407822,24,342,0.564327485380117,L,0.2953367875647669,0.7046632124352331,0.4944444444444444,0.6419753086419753,78.758,95.77,-9.04,,0.3404255319148936,0.0550624999999999,8.0,40.0,8.0,40.0,3.8918202981106265,low,-0.066075,Jorge De La Rosa,L,0.9428645495472843,0.08759700965241739
407862,25,84,0.5357142857142857,R,0.0888888888888889,0.9111111111111112,0.3421052631578947,0.6956521739130435,88.675,101.75,16.5,,0.1875,0.2290833333333333,6.0,18.0,6.0,18.0,3.218875824868201,low,-0.0263333333333333,Reed Johnson,R,0.881178172329609,0.0388017509846401
407893,26,3593,0.4269412747008071,L,0.2073011734028683,0.7926988265971316,0.2371663244353182,0.6516717325227963,89.00256410256411,103.6,14.294017094017097,,0.574757281553398,0.335097424412094,277.0,616.0,277.0,616.0,6.795705775173514,medium,0.0134028845703033,Mark Teixeira,L,0.8949787313174601,-0.06792403808392689
