anchor,anchor_name,p_throws,x_bin,z_bin,n_pitches,quantity,anchor_value,league_value,delta
545361,Mike Trout,L,1.0,3.0,1418,p_contact,0.8254356592347154,0.8250823231624658,0.0003533360722496326
545361,Mike Trout,L,1.0,3.0,1418,q,0.3330850106452517,0.3071625009365117,0.025922509708739994
545361,Mike Trout,L,1.0,4.0,805,p_swing,0.0925037844872264,0.3186494801784648,-0.22614569569123838
545361,Mike Trout,L,1.0,4.0,805,p_contact,0.4939461623798616,0.5208204238718109,-0.026874261491949325
545361,Mike Trout,L,1.0,4.0,805,q,0.24899654756791845,0.23975972529634926,0.00923682227156919
545361,Mike Trout,L,2.0,0.0,2303,p_swing,0.4463673535206545,0.42884649217472215,0.017520861345932337
545361,Mike Trout,L,2.0,0.0,2303,p_contact,0.5839579568311765,0.4747728777684437,0.10918507906273278
545361,Mike Trout,L,2.0,0.0,2303,q,0.4356082937915947,0.28889157804664944,0.14671671574494527
545361,Mike Trout,L,2.0,1.0,2558,p_swing,0.671720016274406,0.6708210248583719,0.0008989914160341117
545361,Mike Trout,L,2.0,1.0,2558,p_contact,0.9005023091448947,0.8429793214740594,0.0575229876708353
545361,Mike Trout,L,2.0,1.0,2558,q,0.6081924365776605,0.4149933209805585,0.193199115597102
545361,Mike Trout,L,2.0,2.0,2730,p_swing,0.6955254869187598,0.7432946253253024,-0.04776913840654262
545361,Mike Trout,L,2.0,2.0,2730,p_contact,0.896027895917386,0.8760594213987009,0.01996847451868511
545361,Mike Trout,L,2.0,2.0,2730,q,0.55256006139102,0.42294874946380057,0.12961131192721942
545361,Mike Trout,L,2.0,3.0,1861,p_swing,0.5736225476060093,0.7183825141676874,-0.1447599665616781
545361,Mike Trout,L,2.0,3.0,1861,p_contact,0.7894488153343621,0.7874913155619397,0.001957499772422322
545361,Mike Trout,L,2.0,3.0,1861,q,0.42880190409267543,0.3710750597070808,0.05772684438559461
545361,Mike Trout,L,2.0,4.0,1179,p_swing,0.14663590599993487,0.3979515230322593,-0.2513156170323244
545361,Mike Trout,L,2.0,4.0,1179,p_contact,0.3773285178815199,0.4514854615897634,-0.0741569437082435
545361,Mike Trout,L,2.0,4.0,1179,q,0.277412059305329,0.2721837780785773,0.005228281226751674
545361,Mike Trout,L,3.0,0.0,1477,p_swing,0.42225309041862014,0.4010867938712566,0.021166296547363517
545361,Mike Trout,L,3.0,0.0,1477,p_contact,0.6005719927673361,0.4837866826028395,0.11678531016449656
545361,Mike Trout,L,3.0,0.0,1477,q,0.3674716388475031,0.2540301368147962,0.11344150203270692
545361,Mike Trout,L,3.0,1.0,1921,p_swing,0.5978734967226569,0.6113481895930852,-0.01347469287042835
545361,Mike Trout,L,3.0,1.0,1921,p_contact,0.8700657907499117,0.8188423194414328,0.05122347130847893
545361,Mike Trout,L,3.0,1.0,1921,q,0.5393104713171611,0.3506265677762242,0.18868390354093695
545361,Mike Trout,L,3.0,2.0,2305,p_swing,0.5935868355552636,0.6619834238822034,-0.06839658832693984
545361,Mike Trout,L,3.0,2.0,2305,p_contact,0.8512993155746295,0.8525776874678384,-0.001278371893208896
545361,Mike Trout,L,3.0,2.0,2305,q,0.5674936438718742,0.3897371697604268,0.17775647411144735
545361,Mike Trout,L,3.0,3.0,1623,p_swing,0.43730777569344836,0.5960974273012872,-0.15878965160783887
