batter,name,stand,stratum,prior_pa,delta_pred,delta_eb,rank_model,rank_eb,rank_gap,rank_model_pooled,rank_eb_pooled
677956,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
678009,Parker Meadows,L,low,29.0,-0.0373097189396071,-0.02460933379858815,159,103,56,483,427
678246,Miguel Vargas,R,medium,116.0,0.010612139785856,0.018836686825669025,279,211,68,282,221
678554,Curtis Mead,R,low,35.0,0.0126033094031333,0.022087828355177974,226,113,113,228,121
678662,Ezequiel Tovar,R,medium,188.0,0.0102262386598054,0.02111816153610485,282,128,154,285,138
678877,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
678882,Ceddanne Rafaela,R,low,27.0,0.0115296175014279,0.018898037633214793,257,208,49,260,218
679032,Johan Rojas,R,low,62.0,0.0149371370101053,0.018055114112336068,103,226,-123,103,237
679529,Spencer Torkelson,R,medium,267.0,0.0135109690549064,0.020885714715428494,200,131,69,201,141
679822,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
679845,Nick Loftin,R,low,24.0,0.0153566456371044,0.02253070769995963,93,107,-14,93,115
680118,Dairon Blanco,R,low,45.0,0.0092451534485638,0.020258678160842647,298,140,158,301,150
680474,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
680700,Richie Palacios,L,low,25.0,-0.0256648723226423,-0.01271013321413228,62,58,4,386,382
680716,Jonathan Ornelas,R,low,3.0,0.0144341320342416,0.01729571173740302,168,237,-69,168,249
680718,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
680728,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
680757,Steven Kwan,L,medium,362.0,-0.0240381982763641,-0.03742083148225356,57,174,-117,381,498
680776,Jarren Duran,L,medium,119.0,-0.0403362498762607,-0.03968708556910727,191,183,8,515,507
680777,Ryan Jeffers,R,medium,284.0,0.0155242054290947,0.029495614364808187,85,47,38,85,51
680779,Henry Davis,R,low,83.0,0.012608089337448,0.018708055483922903,225,218,7,227,229
680869,Zack Gelof,R,low,79.0,0.0101214384797366,-0.003812284302882829,284,321,-37,287,370
680977,Brendan Donovan,L,medium,139.0,-0.0299335195006619,-0.03664925317666279,76,172,-96,400,496
681082,Bryson Stott,L,medium,277.0,-0.0343207624632989,-0.009602538680913708,109,56,53,433,380
681146,Jonah Bride,R,low,105.0,0.0137425776417893,0.014650943531509308,188,258,-70,189,271
681297,Colton Cowser,L,low,9.0,-0.0376435885156786,-0.021662608940514416,163,84,79,487,408
681351,Logan O'Hoppe,R,low,51.0,0.0145041045835559,0.021059531904904505,124,130,-6,124,140
681393,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
681460,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
681481,Kerry Carpenter,L,low,102.0,-0.0326534565065878,-0.040705636851543825,94,185,-91,418,509
681546,James Outman,L,medium,156.0,-0.0347368945231769,-0.04106107209487375,132,186,-54,456,510
681584,David Villar,R,medium,135.0,0.0137079872231984,0.019937416135765162,192,147,45,193,157
681624,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
681807,David Fry,R,low,51.0,0.0102704089886588,0.01881776376045141,281,212,69,284,222
682073,David Hensley,R,low,50.0,0.0143953698671353,0.02533923498627766,170,74,96,170,81
682177,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
682617,Marco Luciano,R,low,16.0,0.0163339061773835,0.025101578145616643,62,77,-15,62,84
682622,Noelvi Marte,R,low,35.0,0.0187718160161144,0.013488946428150017,23,266,-243,23,283
682626,Francisco Álvarez,R,medium,152.0,0.0146268690647596,0.0060924799262619955,111,303,-192,111,339
682641,Luis Matos,R,low,98.0,0.0129494840011936,0.03019676133327187,212,45,167,213,49
682657,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
682668,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
682729,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
682829,Elly De La Cruz,L,medium,121.0,-0.0221906200934077,-0.009272037723281612,53,55,-2,377,379
682868,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
682928,Cj Abrams,L,medium,259.0,-0.0390510771929121,-0.057072893547345294,179,218,-39,503,542
682985,Riley Greene,L,medium,212.0,-0.048530936213516,-0.023070272680876525,219,93,126,543,417
682988,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
682998,Corbin Carroll,L,medium,198.0,-0.0400673435544411,-0.05068877102528835,187,208,-21,511,532
683002,Gunnar Henderson,L,medium,193.0,-0.0397226996753967,-0.05482271352685825,183,216,-33,507,540
683011,Anthony Volpe,R,medium,133.0,0.0107958384896658,0.030993255568381617,274,40,234,277,44
683021,Michael Stefanic,R,low,52.0,0.0110463251432977,0.006763313446737751,267,302,-35,270,337
683083,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
683146,Brett Baty,L,low,104.0,-0.0413622034114848,-0.034218818661499284,197,161,36,521,485
683734,Andrew Vaughn,R,medium,406.0,0.0175007289236517,0.01945150097441478,37,159,-122,37,169
683737,Michael Busch,L,low,15.0,-0.0358783475891466,-0.025619215884181146,145,106,39,469,430
686217,Sal Frelick,L,low,43.0,-0.0252556540151039,-0.03162220579860098,60,156,-96,384,480
686452,Drew Millas,L,low,10.0,-0.0108991818371779,0.007709923309322186,39,34,5,362,330
686469,Vinnie Pasquantino,L,medium,137.0,-0.0382591800813498,-0.026942878479226884,169,111,58,493,435
686527,Dominic Canzone,L,low,27.0,-0.0425156489750651,-0.02364803343831834,205,97,108,529,421
686611,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
686668,Brenton Doyle,R,medium,131.0,0.0119874997797801,0.020278371584858013,245,139,106,248,149
686676,Korey Lee,R,low,34.0,0.011727057927976,0.020196990961812045,253,141,112,256,151
686681,Michael Massey,L,medium,127.0,-0.0329774019540266,-0.024169834600722362,98,100,-2,422,424
686765,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
686780,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
686797,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
686823,Will Brennan,L,low,92.0,-0.0336250109024058,-0.0381078161350728,103,177,-74,427,501
686894,Joey Wiemer,R,medium,121.0,0.0167627847722283,0.030776736556390127,53,43,10,53,47
687093,Vaughn Grissom,R,low,82.0,0.0133593004123994,0.017258479480808997,205,239,-34,206,251
687231,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
687263,Zach Neto,R,low,67.0,0.0171330257071042,0.023151419357914704,45,96,-51,45,104
687363,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
687401,Joey Ortiz,R,low,13.0,0.0171037049084469,0.02116945442138979,47,126,-79,47,136
687462,Spencer Horwitz,L,low,6.0,-0.0322425583413218,-0.030347178492760363,90,148,-58,414,472
687529,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
687597,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
687952,Christian Encarnacion-Strand,R,low,60.0,0.0076955345438384,0.011186308480723717,315,278,37,320,306
689172,Brett Wisely,L,low,24.0,-0.0349177906257383,-0.016297996426761163,134,69,65,458,393
690291,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
690993,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
691011,,L,low,0.0,-0.009853756833309,0.012107345410929449,25,18,7,348,293
691016,Tyler Soderstrom,L,low,20.0,-0.0422726999390964,-0.017893403485826576,202,72,130,526,396
691023,Jordan Walker,R,medium,119.0,0.0179853536621262,0.00577363216131177,30,305,-275,30,342
691026,Masyn Winn,R,low,37.0,0.0124084436721834,0.02324716579229219,232,95,137,234,103
691176,Jasson Domínguez,L,low,7.0,-0.0107136643163004,0.0077406127373127465,37,33,4,360,329
691406,Junior Caminero,R,low,12.0,0.0154549432559321,0.02169462472454803,88,117,-29,88,125
691594,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
691718,Pete Crow-Armstrong,L,low,4.0,-0.0351398782785305,-0.026190569080394743,135,109,26,459,433
691723,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
693304,Nick Gonzales,R,low,43.0,0.0110296375963133,0.01952087267321234,268,157,111,271,167
693307,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
694175,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
694192,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
694359,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
694362,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
694376,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
694384,Nolan Schanuel,L,low,29.0,-0.0270968956296785,-0.031485642154175486,64,155,-91,388,479
694388,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
694497,Evan Carter,L,low,11.0,-0.040108711313293,-0.04743918647441536,188,200,-12,512,524
694671,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
695238,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
695257,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
695336,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
695391,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
695578,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
696100,Hunter Goodman,R,low,13.0,0.0160678322164573,0.022952302402101388,70,99,-29,70,107
696285,Jacob Young,R,low,28.0,0.0161167161838631,0.017901227909640494,68,229,-161,68,241
700242,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
700250,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
700932,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
701305,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
701538,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
702358,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
702616,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
805779,,R,low,0.0,0.0144477913530983,0.01923963035739218,127,162,-35,127,172
807799,Masataka Yoshida,L,medium,144.0,-0.0368956706917043,-0.028499784739155043,158,117,41,482,441
808982,,L,low,0.0,-0.0345026837746298,-0.029682423196896013,111,126,-15,435,450
