anchor,anchor_name,p_throws,pitch_type,balls,strikes,n_pitches,quantity,anchor_value,league_value,delta
665742,Juan Soto,L,offspeed,3,0,8,p_contact,0.4257271251244674,0.431145961059367,-0.005418835934899557
665742,Juan Soto,L,offspeed,3,0,8,q,0.30106990318745375,0.29432402349077164,0.006745879696682111
665742,Juan Soto,L,offspeed,3,1,95,p_swing,0.43153077664533873,0.5538905634584813,-0.12235978681314258
665742,Juan Soto,L,offspeed,3,1,95,p_contact,0.5995165998777865,0.5911614729478812,0.008355126929905254
665742,Juan Soto,L,offspeed,3,1,95,q,0.33559987835193933,0.33195252396087893,0.003647354391060398
665742,Juan Soto,L,offspeed,3,2,291,p_swing,0.6485414631823136,0.7454096939663373,-0.09686823078402362
665742,Juan Soto,L,offspeed,3,2,291,p_contact,0.7103129315831702,0.6702891578555633,0.040023773727606904
665742,Juan Soto,L,offspeed,3,2,291,q,0.3241623610360516,0.3191207641473238,0.005041596888727795
665742,Juan Soto,L,other,0,0,4,p_swing,1.3501038921751962e-11,1.1525130052937019e-10,-1.0175026160761822e-10
665742,Juan Soto,L,other,0,0,4,p_contact,0.18612087436486036,0.1907687457722568,-0.004647871407396448
665742,Juan Soto,L,other,0,0,4,q,0.16391102224588394,0.1741318056732416,-0.01022078342735766
665742,Juan Soto,L,other,1,0,9,p_swing,3.5769230869720525e-11,3.1115464025459394e-10,-2.753854093848734e-10
665742,Juan Soto,L,other,1,0,9,p_contact,0.023778668178339204,0.024213870838738733,-0.0004352026603995293
665742,Juan Soto,L,other,1,0,9,q,0.16060911946826512,0.17171181031399305,-0.01110269084572793
665742,Juan Soto,L,other,2,0,8,p_swing,6.67415189236966e-10,7.534637208512423e-09,-6.8672220192754565e-09
665742,Juan Soto,L,other,2,0,8,p_contact,0.03323114276281558,0.04130411340458522,-0.008072970641769643
665742,Juan Soto,L,other,2,0,8,q,0.16445203498005867,0.17786264733411372,-0.013410612354055051
665742,Juan Soto,L,other,3,0,6,p_swing,1.1721925881404112e-10,1.6504020047405272e-09,-1.5331827459264861e-09
665742,Juan Soto,L,other,3,0,6,p_contact,0.1969415870450272,0.21524690790095974,-0.018305320855932533
665742,Juan Soto,L,other,3,0,6,q,0.14403637995322546,0.15598492390165725,-0.011948543948431783
592626,Joc Pederson,L,breaking,0,0,2627,p_swing,0.26028036953858236,0.22531867239748124,0.03496169714110112
592626,Joc Pederson,L,breaking,0,0,2627,p_contact,0.592935794737946,0.5879152442454931,0.005020550492452869
592626,Joc Pederson,L,breaking,0,0,2627,q,0.36216533963427056,0.29396990104183857,0.06819543859243199
592626,Joc Pederson,L,breaking,0,1,1486,p_swing,0.49248735895811574,0.47064572644267705,0.02184163251543869
592626,Joc Pederson,L,breaking,0,1,1486,p_contact,0.553356445564456,0.5273843933982294,0.025972052166226556
592626,Joc Pederson,L,breaking,0,1,1486,q,0.32877145542651615,0.2751974076788727,0.05357404774764346
592626,Joc Pederson,L,breaking,0,2,1000,p_swing,0.5146532900673801,0.524322003954447,-0.009668713887066804
592626,Joc Pederson,L,breaking,0,2,1000,p_contact,0.5120461471376002,0.4735956523483948,0.038450494789205425
592626,Joc Pederson,L,breaking,0,2,1000,q,0.3000100347697735,0.25644815241832286,0.04356188235145064
592626,Joc Pederson,L,breaking,1,0,788,p_swing,0.37313465066499313,0.34421357376716005,0.028921076897833076
592626,Joc Pederson,L,breaking,1,0,788,p_contact,0.5678290514046326,0.5612089460853708,0.0066201053192618264
592626,Joc Pederson,L,breaking,1,0,788,q,0.35720660298268503,0.29257275844541225,0.06463384453727278
