batter,stand,stratum,dim,gradient
686527,L,low,12,-0.008066782940044143
686894,R,medium,12,-0.0014176483651979796
691718,L,low,12,-0.004953527306777504
700250,L,low,12,0.0
457705,R,high,13,0.00011127093417627271
467793,L,high,13,-0.000591712755565739
502671,R,high,13,-0.0003499205813842828
545121,L,medium,13,-0.0004295304757074888
545361,R,high,13,0.0006511600346802357
571745,R,high,13,-0.001266586224067865
592325,L,high,13,0.0038816364207019546
592626,L,high,13,0.002421053620686895
593871,L,high,13,0.003983637135329686
595978,R,high,13,-0.0010657609823383684
605131,R,high,13,-0.0007154710313420317
605170,L,medium,13,0.0005991361969159303
605346,R,low,13,-0.000527309138039481
608336,L,high,13,0.0020909425770080955
624428,L,high,13,0.0021988147758633626
650859,L,high,13,-0.00129774148602052
656555,R,high,13,-0.0006787464560403518
656941,L,high,13,0.002898084791687287
660707,R,medium,13,0.00042440281320893806
662139,L,medium,13,0.004753580362489641
664761,R,high,13,-0.0016215061804347199
665742,L,high,13,0.003156322337557004
665926,L,medium,13,0.0025714686576969016
667472,R,low,13,-0.0009910236396360075
668709,L,medium,13,0.0031793094368553826
669289,R,medium,13,0.0009955516995614954
669394,R,medium,13,-0.001356028677898443
676113,L,low,13,0.0
677347,R,low,13,-0.0008536871533503997
680474,R,low,13,0.0
680718,L,low,13,0.0
680776,L,medium,13,0.003825357194025151
680869,R,low,13,-2.6543564109021305e-05
681146,R,low,13,-0.0004927165208314518
682177,L,low,13,0.0
682626,R,medium,13,0.00023365131885497688
686527,L,low,13,0.0039267690161900815
686894,R,medium,13,-0.0017412206557041556
691718,L,low,13,0.004197979961504349
700250,L,low,13,0.0
457705,R,high,14,0.0012779792446968058
467793,L,high,14,0.005742647435062146
502671,R,high,14,0.0005561353558909662
545121,L,medium,14,0.0008691630681574933
545361,R,high,14,-0.0008777777028297764
571745,R,high,14,0.0013975309261881781
592325,L,high,14,-0.002184812089000232
592626,L,high,14,-0.002122629776683382
593871,L,high,14,0.0031453042530425724
595978,R,high,14,0.0012418245408794004
605131,R,high,14,0.0005061286373711169
605170,L,medium,14,0.005640721288180472
605346,R,low,14,-0.0001868268340419895
608336,L,high,14,0.0005919732706278003
624428,L,high,14,0.0006644135014890031
650859,L,high,14,0.0037840583631066804
656555,R,high,14,0.00029574540914649623
656941,L,high,14,-0.0027557974368417034
660707,R,medium,14,-0.0019039495993012666
662139,L,medium,14,-0.00028596423894700746
