batter,embedding_index,n_pitches,swing_rate,stand,whiff_rate,contact_rate,chase_rate,zone_swing_rate,ev_mean,ev_p90,la_mean,bat_speed_mean,pull_rate,woba_level,prior_pa_L,prior_pa_R,n_pa_L,n_pa_R,log_prior_pa,stratum,obs_platoon_diff,name,stand_names,pc1,pc2,pc3,pc4,pc5,tsne1,tsne2
112526,1,448,0.4598214285714285,R,0.441747572815534,0.558252427184466,0.4193548387096774,0.4885496183206106,83.78703703703704,98.93,1.3148148148148149,,0.3673469387755102,0.1246859504132231,35.0,86.0,35.0,86.0,4.804021044733257,low,0.0084013289036544,Bartolo Colón,R,-0.5059230709981364,-0.9377738288294859,0.2794309648703135,1.3894179958113542,0.654984627191905,-23.63702,16.097645
116338,2,2080,0.5326923076923077,R,0.2148014440433213,0.7851985559566786,0.3390970220941403,0.726660250240616,88.475,103.3,10.803398058252426,,0.4203980099502487,0.3040441696113074,171.0,395.0,171.0,395.0,6.340359303727752,medium,0.0085593160115478,Torii Hunter,R,0.6093017693121568,0.27870683660927326,0.4400111293870083,-0.6823855920587478,0.9227848736815594,8.924913,4.041561
120074,3,4940,0.441497975708502,L,0.1994497936726272,0.8005502063273727,0.2665070133424563,0.6950917203767972,93.09636776390464,107.3,16.33144154370034,,0.507531865585168,0.3991414392059553,336.0,873.0,336.0,873.0,7.098375638590786,medium,0.0912228665521191,David Ortiz,L,-0.7135673385168287,0.5755313222780346,-1.05597040329497,-0.8067868172811099,0.37374449428642237,-3.2352054,-19.64565
121347,4,3412,0.4533997655334115,R,0.2895927601809954,0.7104072398190046,0.2678279804028307,0.6698412698412698,90.869926199262,106.3,11.723247232472325,,0.4476614699331848,0.3318333333333333,271.0,587.0,271.0,587.0,6.755768921984255,medium,0.033937520823249,Alex Rodriguez,R,-0.37623414225233875,0.7426074325313552,0.05256338301939846,-0.2006587347098052,0.11519136998243333,-0.29264197,-7.877092
133380,5,1809,0.5301271420674406,R,0.1657977059436913,0.8342022940563086,0.3469601677148847,0.7345029239766082,87.37037037037037,102.02,15.782716049382715,,0.4059405940594059,0.3087115009746589,121.0,392.0,121.0,392.0,6.2422232654551655,medium,-0.016429709900489,Aramis Ramírez,R,0.153908784114269,-0.17403241642373882,-0.24467421481781867,-0.8407102638912115,0.9439263626537139,10.289104,-0.34004182
134181,6,8202,0.4740307242136064,R,0.1687242798353909,0.831275720164609,0.3256838201205377,0.6386316872427984,89.02463768115942,103.2,13.38707729468599,,0.4115815691158156,0.3536983451536643,586.0,1529.0,586.0,1529.0,7.65728279297819,high,0.0457413587590988,Adrian Beltré,R,-0.12907976359020162,-1.1078720003623914,-1.2313349315295932,-0.9159741147998542,0.8335774397300647,6.361965,26.805563
136860,7,6170,0.4628849270664505,L,0.1740196078431373,0.8259803921568627,0.2993781462836837,0.6605800214822771,89.40817506193228,104.1,13.786127167630058,,0.5068744271310724,0.3310357142857142,441.0,1183.0,441.0,1183.0,7.393263094763838,medium,0.0112087107032162,Carlos Beltrán,L,-0.7208169806159934,-0.41795262101333636,-1.2448980256153497,-0.7503764732316932,0.7301441855415913,1.3713475,14.3281355
150029,8,5641,0.3816699166814394,R,0.2006502554575011,0.7993497445424989,0.2227470930232558,0.5330564209068882,90.20578817733993,105.49,14.963054187192116,,0.4166666666666667,0.3155825471698113,280.0,992.0,280.0,992.0,7.149131598557407,medium,0.0870464861751151,Jayson Werth,R,0.17108433558926006,0.10480991263978628,-0.5447284218830495,-0.9110878782786115,-0.4787074841355027,-17.48792,-20.569958
150212,9,1522,0.5137976346911958,R,0.2212276214833759,0.7787723785166241,0.3506666666666667,0.6722797927461139,87.45338078291816,103.1,7.740213523131673,,0.3905109489051095,0.306375,112.0,296.0,112.0,296.0,6.013715156042802,low,0.0141529922779922,Michael Cuddyer,R,-0.5039563252887514,-0.7874951666550444,-0.14219476410228585,0.001332724968101434,0.19774596165013034,-3.597864,10.517765
150229,10,2261,0.5612560813799203,L,0.1457840819542947,0.8542159180457053,0.4031496062992126,0.763874873864783,86.17530017152659,101.4,9.353344768439108,,0.457092819614711,0.2967052023121387,128.0,564.0,128.0,564.0,6.541029999189903,medium,0.0730444370567375,A. J. Pierzynski,L,-0.19171201040898328,-1.868841896571416,-0.053837871290855537,-0.26472179581203725,0.7201219143686488,-3.3295345,19.325947
150359,11,163,0.4110429447852761,R,0.3283582089552238,0.6716417910447762,0.2727272727272727,0.4814814814814814,84.49565217391304,102.2,-9.043478260869565,,0.3478260869565217,0.1299767441860465,8.0,35.0,8.0,35.0,3.784189633918261,low,-0.0243892857142857,A. J. Burnett,R,-0.4184714713622307,-0.4471540646547322,-0.26556295732226276,0.7730062678163864,-0.11688011956884194,-19.829033,20.204771
217100,12,240,0.525,R,0.1825396825396825,0.8174603174603174,0.3442622950819672,0.711864406779661,86.66603773584906,97.82,12.62264150943396,,0.4181818181818181,0.1688611111111111,41.0,31.0,41.0,31.0,4.290459441148391,low,0.0969079464988198,Willie Bloomquist,R,0.7032802922035682,-0.18177839498231083,0.22103261626030699,0.33825912600006186,-0.07651565022643388,-10.637634,10.185691
276519,13,2783,0.4444843693855551,L,0.1754244139046079,0.824575586095392,0.2572214580467675,0.6493604213694507,85.44578544061302,98.8,15.195402298850574,,0.5532319391634981,0.2814038461538461,144.0,584.0,144.0,584.0,6.591673732008658,medium,-0.1110477549467275,Jimmy Rollins,L,0.7167023722255971,0.429724236562074,-1.1510880324822959,0.4172611701507255,0.9656234296549044,-13.97872,-17.232388
