stratum,model,n_hitters,weight,mean_obs,mean_pred,sd_obs,sd_pred,rmse,rank_corr_weighted
low,delta_pred,207,17065.802434879926,-0.007778445745174412,-0.0024463277971429886,0.08445338428764011,0.027191669671356448,0.07845365285387483,0.3595740579444123
medium,delta_pred,167,22500.032272316872,-0.0037288197536755672,-0.002547555262944449,0.06510519528784109,0.0287143693962369,0.05809667567714012,0.4264269375518334
high,delta_pred,171,28207.931955115935,0.008523012869846856,0.0036865681246904046,0.05985736384005137,0.026481198592591387,0.05659227775678458,0.3240938148932427
all,delta_pred,545,67773.76666231274,0.0003507638002582054,7.262161368323529e-05,0.06871001072015405,0.027520407410256215,0.06327218078750863,0.372170260029693
low,delta_route_a,207,17065.802434879926,-0.007778445745174412,-0.0037242016862003395,0.08445338428764011,0.02068202783671859,0.07936506153192993,0.3538864728590879
medium,delta_route_a,167,22500.032272316872,-0.0037288197536755672,-0.002718095898543383,0.06510519528784109,0.020561056987684085,0.059721592448430484,0.41675876998425393
high,delta_route_a,171,28207.931955115935,0.008523012869846856,-0.00045470969893980813,0.05985736384005137,0.02008293412442155,0.05874602937728322,0.2700219645998524
all,delta_route_a,545,67773.76666231274,0.0003507638002582054,-0.0020294010892613983,0.06871001072015405,0.020390703642965614,0.06485780776756235,0.3464754124075859
