aggregation,rate_bb,rate_k,rate_hbp,rate_bip,relerr_bb,relerr_k,relerr_hbp,relerr_bip
observed,0.0811154768247203,0.22184003729355353,0.010575386254661694,0.6864690996270645,0.0,0.0,0.0,0.0
pooled_chain,0.08169570438963587,0.22146004446376732,0.010635398933499398,0.6862088522130974,0.007153105518560521,-0.0017129136580669169,0.005674750537953299,-0.000379110165495411
per_pitcher_chain,0.08228130735972017,0.22282035172983466,0.010562366260668487,0.6843359746497767,0.014372479588809828,0.004419014927336651,-0.0012311601372921865,-0.003107386739543916
