ev_bin,la_bin,train_mass,obs_mass,conditional_contribution
15,2,0.001646232016418027,0.001634297128424389,-7.638876459828576e-06
15,3,0.001435311834942303,0.0014692166104017233,6.532842685355636e-06
15,4,0.001848715390634722,0.0021460467342946524,1.1039308871790495e-05
15,5,0.0021123656174793773,0.0020635064752833193,4.5609996847302705e-05
15,6,0.0022758287581230636,0.0020882685529867192,2.0769589955808683e-05
15,7,0.0018118043588764704,0.0018076316723481878,-4.443519997483871e-05
15,8,0.0012950499142609462,0.001221595833367725,-1.7450808002211018e-05
15,9,0.0019868681095013213,0.0018819179054583874,9.538017835611652e-05
15,10,0.0019784313022422925,0.0018241397241504542,0.00012089628001655934
15,11,0.0020459257603145245,0.0019727121903708534,0.0001402317984317832
15,12,0.0013287971432970622,0.0011473096002575255,-8.331815983659084e-06
15,13,0.002062799374832582,0.0017993776464470543,-8.958679981683153e-05
15,14,0.0021081472138498626,0.0019974742680742533,-2.634979838271031e-05
15,15,0.0013962916013692938,0.0012628659628733914,0.0002502508177222606
15,16,0.002090218998424426,0.001906679983161787,0.00034856167861375585
15,17,0.002165095662848308,0.0018406477759527209,0.00019166347678052637
15,18,0.0025932636312440286,0.0025752560811535827,0.00039531769586742457
15,19,0.0022927023726411217,0.0023523973818229842,0.0002607812489676008
15,20,0.001760128914414918,0.0019149340090629206,1.2907474250543879e-05
15,21,0.002175641671922094,0.0024514456926365835,9.157941821441091e-05
15,22,0.001581901361067931,0.0018489018018538542,-5.929522714233482e-06
15,23,0.0007614218551273642,0.001130801548455259,1.01328609046666e-05
16,0,0.00010756929255261932,0.0001898425957260654,4.377848605785716e-06
16,1,0.0007635310569421214,0.0009244509009269271,3.5331103975555473e-06
16,2,0.0014353118349423027,0.0017003293356334553,4.5597557662044625e-06
16,3,0.001449021646738225,0.0015517568694130561,-7.069410293480522e-05
16,4,0.0019035546378184105,0.0018076316723481876,2.972593208622616e-05
16,5,0.0022948115744558786,0.002113030630690119,4.2416865556254134e-05
16,6,0.002475148329617623,0.0024844617962411168,5.652848212459718e-06
16,7,0.002068072379369475,0.0018819179054583874,6.655888786074058e-05
