ev_bin,la_bin,train_mass,obs_mass,conditional_contribution
16,8,0.0014479670458308462,0.001304136092379058,4.474122248639735e-05
16,9,0.0021809146764589877,0.002170808811998052,2.9603064453065194e-05
16,10,0.0022188803091246177,0.002055252449382186,0.00011557268274438655
16,11,0.0021566588555892788,0.0021377927083935187,2.822700075708586e-05
16,12,0.0014669498621636616,0.0013123901182801913,-6.02274978014416e-05
16,13,0.0022610643454197632,0.002030490371678786,-6.2057535896301265e-06
16,14,0.00232434039986248,0.0020882685529867197,0.00014155741638436774
16,15,0.001484878077589098,0.0013454062218847243,0.00020527116150995377
16,16,0.002137676039256464,0.002129538682492386,0.00025401053782307247
16,17,0.0020005779212972433,0.002088268552986719,0.00026788607307354456
16,18,0.0026523212820572313,0.0026330342624615154,0.00046743285784586167
16,19,0.0021956790891622885,0.0021460467342946524,9.897458692835045e-05
16,20,0.0017168902772123945,0.0017828695946447881,8.235937875627542e-05
16,21,0.001940465669576662,0.002022236345777653,1.1731727403217013e-06
16,22,0.0012750124970207523,0.0017168373874357217,-7.816368140631054e-07
16,23,0.0005494470727442614,0.0009574670045314603,-1.614578359717589e-05
17,0,8.436807259028966e-05,0.00015682649212153227,6.983067235507784e-06
17,1,0.0006042863199279497,0.0007923864865087947,3.3633624044731e-05
17,2,0.0012127910434854138,0.0014031844031926572,8.564539426067486e-05
17,3,0.0012718486942986168,0.0012050877815654587,3.5242176743002496e-05
17,4,0.0016915798554353078,0.001725091413336855,-3.6877683953550025e-05
17,5,0.0021482220483302504,0.0018571558277549875,-2.251383214088489e-06
17,6,0.002266337349956656,0.002558748029351316,8.162020617890932e-05
17,7,0.0019837043067791856,0.0018901719313595207,8.947524440465868e-06
17,8,0.0014732774676079331,0.00151048673990739,-2.265768774930889e-05
17,9,0.002086000594794912,0.0017911236205459212,8.251999649073524e-05
17,10,0.0021429490437933573,0.0018571558277549875,8.40904907568005e-05
17,11,0.002151385851052386,0.0018654098536561208,2.4792132189239727e-05
17,12,0.0014184382204242448,0.0013784223254892573,-7.00305916918584e-05
17,13,0.002377070445231411,0.00198922024217312,1.924259668104443e-05
17,14,0.0022842655653820924,0.002203824915602585,0.00021560855945966696
17,15,0.0013583259687036634,0.0014114384290937905,0.0002203585363266922
17,16,0.0020986558056834553,0.002030490371678786,0.000539438502595505
17,17,0.00207967298935064,0.002286365174613918,0.00043887755637955235
17,18,0.002314848991696072,0.0025092238739445167,0.00041470540587357934
17,19,0.001990031912223457,0.0021460467342946524,0.00030326720771658023
17,20,0.0014585130549046323,0.0013536602477858576,0.00018286996570859865
17,21,0.0015513179347539509,0.0017828695946447881,-8.025484458370855e-06
17,22,0.0008974653721792061,0.0011720716779609255,-1.0447444878186888e-05
17,23,0.0003680557166751386,0.0006603220720906623,9.283272110925647e-06
18,0,6.854905897961035e-05,9.904831081359934e-05,3.6951522073021288e-06
18,1,0.0005536654763737759,0.0005612737612770629,-1.1956173988683069e-05
18,2,0.0012243916534665786,0.001394930377291524,-6.262116681884161e-07
18,3,0.0012423198688920152,0.001279374014675658,-2.858185407233447e-05
18,4,0.001751692107155889,0.0019479501126674537,4.021030840539383e-05
18,5,0.0022568459417902486,0.0021377927083935187,-2.4068405351850566e-05
18,6,0.0027229795428515987,0.0026330342624615154,0.0001292877796712184
18,7,0.0022695011526787916,0.0022120789415037184,7.616336580914197e-05
18,8,0.0015945565719564744,0.0013454062218847243,-3.7424122021598635e-05
18,9,0.0023812888488609256,0.002344143355921851,0.00012671288319277896
18,10,0.002471984526895487,0.0023028732264161844,-2.2882955083228737e-05
18,11,0.0025215507695422823,0.0020552524493821864,8.522224735288963e-05
18,12,0.0016314676037147264,0.0014692166104017233,-7.062308020616176e-05
18,13,0.002527878374986554,0.0024762077703399834,9.47959189997301e-05
18,14,0.0024445649033036426,0.002393667511328651,0.000383851578682759
18,15,0.0015523725356613297,0.0015022327140062565,0.00033380782519280274
18,16,0.0022811017626599567,0.0022533490710093845,0.0005944574965103329
18,17,0.0021988428918844243,0.0021790628378991856,0.0006988742406250955
18,18,0.00257639001672597,0.0026660503660660487,0.0005877854955527382
18,19,0.002030106746703845,0.002129538682492386,0.00042535199240980643
18,20,0.0014448032431087104,0.001667313232028922,0.00016194377401263784
18,21,0.0014163290186094875,0.0015847729730175894,5.637249084832563e-05
18,22,0.0007424390387945489,0.0009409589527291937,1.0447586475300895e-05
18,23,0.0002299029978085393,0.00042095532095779716,5.084077040779057e-07
19,0,5.694844899844552e-05,9.079428491246605e-05,5.026869125648911e-06
19,1,0.0004872256192089228,0.000594289864881596,3.426133446816652e-06
19,2,0.0011779892135419193,0.0013041360923790578,-2.8210546645562315e-05
19,3,0.0011558425944869681,0.001188579729763192,2.031405706431128e-05
19,4,0.0016894706536205503,0.0017993776464470543,7.92964967212097e-05
19,5,0.0023760158443240325,0.0022203329674048517,-4.003690036030713e-05
19,6,0.0029054254998280996,0.002690812443769448,-7.045327287635996e-06
19,7,0.002453001710562672,0.002410175563130917,-3.461812093643227e-05
19,8,0.0017675111207665684,0.0015269947917096564,5.672970619449553e-05
19,9,0.0026565396856867455,0.0024101755631309174,2.8454172256643447e-05
19,10,0.0027556721709803356,0.0027403365991762484,-8.519473020303818e-06
19,11,0.002674467901112182,0.002476207770339983,2.808096967254029e-05
19,12,0.001846606188819965,0.001873663879557254,-3.8019188586256626e-05
19,13,0.00284425864720014,0.002641288288362649,-0.00011389284016534063
19,14,0.0027155973364999483,0.0027733527027807812,0.0003820708173392204
19,15,0.0017506375062485103,0.0018654098536561208,0.00021594332888252854
19,16,0.002432964293322478,0.00256700205525245,0.0004624940502306008
19,17,0.002290593170826364,0.0022450950451082517,0.0006188838679198495
19,18,0.002642829873890823,0.0025917641329558493,0.0004355735446344162
19,19,0.0019647214904463706,0.0018901719313595207,0.00034836720915093
19,20,0.0012750124970207525,0.0016755672579300553,0.00015225923847436105
19,21,0.001175880011727162,0.0013784223254892573,7.612289495546485e-05
19,22,0.0005631568845401835,0.000685084149794062,1.1288704362723943e-05
19,23,0.00013077051251494896,0.0002888909065396647,4.6864460166778427e-07
20,0,4.7457040832037936e-05,4.952415540679967e-05,1.2208213172794232e-06
20,1,0.00036278271213824553,0.00047873350226573016,-1.1016112537916907e-05
20,2,0.000953359220270273,0.0012628659628733914,3.438111738880021e-05
20,3,0.0009343764039374579,0.0010565153153450596,2.684124126885807e-05
20,4,0.0015270621138842428,0.0014527085585994569,1.245751845023434e-05
20,5,0.0020680723793694753,0.001898425957260654,-6.015460582541823e-05
20,6,0.002616464851206358,0.002459699718537717,-0.00012699203557456283
20,7,0.0024445649033036426,0.0023111272523173177,-8.686628357371286e-05
20,8,0.0017189994790271516,0.0016838212838311886,3.603318205078978e-05
20,9,0.0026649764929457744,0.002558748029351316,6.941285257397575e-05
20,10,0.0027619997764246076,0.0025422399775490495,9.864297104949702e-05
20,11,0.0027366893546475206,0.002476207770339983,1.5003460797367357e-05
20,12,0.0018276233724871496,0.0015930269989187227,-1.6737083369054803e-05
20,13,0.0026597034884088813,0.002608272184758116,0.00018508878104244727
20,14,0.0026575942865941244,0.002674304391967182,0.0002805598367741931
20,15,0.00165150502095492,0.0017746155687436548,0.0004348740599133756
20,16,0.0023253950007698586,0.0025257319257467833,0.0005592676578827608
20,17,0.0021366214383490858,0.002022236345777653,0.0002310459209964292
20,18,0.002413981476989663,0.0024184295890320503,0.000497775741128472
20,19,0.0016198669937335613,0.0017415994651391218,0.0002560988932754759
20,20,0.0009765604402326028,0.0013206441441813246,7.840133050327223e-06
20,21,0.0008173157032184311,0.0008088945383110612,1.0868833462783451e-05
20,22,0.00037543792302678896,0.0003631771396498643,-9.130013089494587e-06
20,23,9.069567803456138e-05,0.00011555636261586589,-1.9875763645316974e-07
21,0,2.6365022684465518e-05,6.603220720906622e-05,-2.507362169595021e-06
21,1,0.00030794346495455725,0.0006273059684861292,-1.2588392655889774e-05
21,2,0.0008141519004962952,0.0010234992117405264,8.6937234669278e-06
21,3,0.0009059021794382352,0.0009079428491246606,2.198383766887457e-05
21,4,0.0013720357804995855,0.0012711199887745247,8.383397872878704e-06
21,5,0.0021397852410712215,0.0017911236205459212,4.26265502293691e-05
21,6,0.0028579684589960623,0.002558748029351316,0.00014296213399715246
21,7,0.00253842438406034,0.0024762077703399834,4.2601207416293106e-05
21,8,0.0019615576877242344,0.0019974742680742533,-3.3876054794464504e-05
21,9,0.003111072676766931,0.0030209734798147796,2.8020763501219624e-05
21,10,0.0030509604250463494,0.003078751661122713,5.4404790311225374e-05
21,11,0.003141656103080911,0.0028558929617921143,-5.000950155651012e-05
21,12,0.002091273599331805,0.0020635064752833193,-1.4264765752675378e-05
21,13,0.0030267046041766417,0.003144783868331779,0.00024576991004188783
21,14,0.0029634285497339243,0.002798114780484181,0.00044291139973758043
21,15,0.00180442215252482,0.0017581075169413882,0.00036100646018962445
21,16,0.0026080280439473294,0.0027073204955717148,0.0005188270547478726
21,17,0.0021060380120351057,0.002344143355921851,0.000240352011688576
21,18,0.0023338318080288875,0.0023606514077241176,0.0004401319506461134
21,19,0.0015724099529015236,0.0017085833615345886,0.0001753266546356699
21,20,0.0009048475785308565,0.0011060394707518592,8.854905862834e-07
21,21,0.0006675623743706669,0.0008914347973223941,5.939042632044546e-05
21,22,0.000261541025029898,0.0003879392173532641,-1.806362514752462e-06
21,23,3.691103175825173e-05,0.00010730233671473262,-1.0502615160863894e-06
22,0,2.952882540660138e-05,4.952415540679967e-05,-2.988838117596801e-06
22,1,0.0002636502268446552,0.00046222545046346354,-6.19230081731408e-07
22,2,0.0006992004015920254,0.0010565153153450596,2.8712832080178697e-05
22,3,0.0007688040614790145,0.000742862331101995,-1.7049007077943912e-05
22,4,0.001276067097928131,0.0012876280405767914,-1.4591819556728075e-05
22,5,0.0020417073566850095,0.0018241397241504542,1.5471341422469464e-05
22,6,0.002830548835404218,0.002880655039495514,5.0430208020562246e-05
22,7,0.0026660310938531532,0.0027238285473739814,-9.252831805519334e-05
22,8,0.001897227032374139,0.001997474268074253,-1.6829884816017368e-05
22,9,0.0032597714047073166,0.0032025620496397116,0.00013326638542063892
22,10,0.0034495995680354683,0.00345018282667371,8.521649932005966e-05
22,11,0.003575097076013524,0.0036152633446963757,-7.218814327060176e-05
22,12,0.0022990299780853932,0.002360651407724117,-8.841652473202629e-05
22,13,0.0033662860963525575,0.0037143116555099754,0.00010404064904582509
22,14,0.003185949341190813,0.0033676425676623773,0.0005200744715414973
22,15,0.0019193736514290897,0.0019562041385685867,0.00032924023365682713
22,16,0.0025932636312440286,0.0029797033503091135,0.00034498265088088226
22,17,0.0021345122365343284,0.002368905433625251,0.000130913139506316
22,18,0.002129239231997435,0.0024596997185377164,0.00022642405525696702
22,19,0.0012581388825026944,0.0015352488176107897,3.3847922223491715e-05
22,20,0.0006970911997772682,0.0008336566160144611,5.469552448342882e-06
22,21,0.00042500416567358416,0.000594289864881596,9.262820368686578e-05
22,22,0.00014026192068135657,0.00011555636261586589,2.6948916373087357e-06
22,23,2.741962359184414e-05,3.301610360453311e-05,-1.7554129988230925e-06
23,0,1.8982816332815174e-05,2.4762077703399834e-05,1.3500825369903812e-06
23,1,0.00021513858510523862,0.00034666908784759766,-1.4073782061903385e-05
23,2,0.0006232691362607649,0.0009327049268280604,6.848249211025214e-05
23,3,0.0006148323290017358,0.0007181002533985951,3.6965207479321886e-05
23,4,0.000964959830251438,0.0009244509009269271,4.9912363350265876e-05
23,5,0.0017474737035263746,0.001634297128424389,5.389919560544581e-05
23,6,0.0027546175700729576,0.0025422399775490495,6.579266454857892e-05
23,7,0.0027598905746098502,0.002600018158856982,7.788965334243074e-06
23,8,0.0021534950528671435,0.0020635064752833193,5.80194606029142e-05
23,9,0.0035170940261077003,0.0037225656814111083,-0.00012078382334408994
23,10,0.0037385602166572105,0.004036218665654173,8.989562300134495e-05
23,11,0.004055995089778176,0.004622254504634635,-8.781161298420004e-06
23,12,0.0026417752729834447,0.0028393849099898477,1.6304625139189107e-05
23,13,0.0038292558946917713,0.004036218665654173,0.00037240411815873145
23,14,0.0034358897562395464,0.003598755292894109,0.0005010226542885473
23,15,0.0020838913929801545,0.0022863651746139178,0.00021949864653540848
23,16,0.002574280814911213,0.003144783868331779,7.02038569380259e-05
23,17,0.0019130460459848178,0.0022698571228116516,-1.4467620758032238e-05
23,18,0.0016609964291213275,0.0017415994651391216,5.770223397333932e-05
23,19,0.0007983328868856159,0.0010895314189495928,9.66664005573696e-06
23,20,0.00036383731304562414,0.000445717398661197,-6.13281634318289e-05
23,21,0.0001782275533469869,0.0002146046734294652,-3.6433285467814895e-05
23,22,5.905765081320276e-05,8.254025901133278e-06,3.7624718731294956e-06
23,23,5.273004536893104e-06,2.4762077703399834e-05,-4.5181116197053914e-07
